"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change","Sig","pSelected","SYMBOL","LABEL"
"ENSG00000104419.17",7527.59743388164,1.37036151452102,0.0312654168180775,43.8299454792068,0,0,"Up","Sig",0,"NDRG1","NDRG1"
"ENSG00000113657.13",17448.3127756489,-1.36735200641076,0.0224854649323984,-60.8104840403186,0,0,"Down","Sig",0,"DPYSL3","DPYSL3"
"ENSG00000132432.14",5086.04127044631,-1.57033916112923,0.0427405970110808,-36.7411611195348,1.60916235984998e-295,1.32782714060288e-291,"Down","Sig",1.32782714060288e-291,"SEC61G","SEC61G"
"ENSG00000110076.21",2269.82357106596,-2.06552431676348,0.0614025741816886,-33.6390508751579,4.50807587362056e-248,2.78993545628692e-244,"Down","Sig",2.78993545628692e-244,"NRXN2","NRXN2"
"ENSG00000130287.14",39406.042731119,-0.811953048482153,0.0243063629985135,-33.4049585506399,1.16153796462424e-244,5.75077446285459e-241,"Stable","Sig",5.75077446285459e-241,"NCAN","NCAN"
"ENSG00000152413.15",2068.82399548897,1.39416832315425,0.0418321883212215,33.3276450289594,1.53593471921988e-243,6.33701066238134e-240,"Up","Sig",6.33701066238134e-240,"HOMER1","HOMER1"
"ENSG00000170439.8",2506.06450533389,1.70665826879414,0.0536867868525396,31.7891676676755,9.13758452232866e-222,3.23144149786066e-218,"Up","Sig",3.23144149786066e-218,"TMT1B","TMT1B"
"ENSG00000221890.6",2602.73467246354,-1.18304680264667,0.0385818936328433,-30.6632643256158,1.75895901742159e-206,5.44287880953395e-203,"Down","Sig",5.44287880953395e-203,"NPTXR","NPTXR"
"ENSG00000138823.14",1648.29359665341,1.59868428139129,0.0550381046758319,29.0468629108388,1.68579311948312e-185,4.63686763031163e-182,"Up","Sig",4.63686763031163e-182,"MTTP","MTTP"
"ENSG00000147883.12",1748.32915797366,1.49552062668177,0.0565962933188683,26.4243564195252,7.19433299434125e-154,1.78095713274918e-150,"Up","Sig",1.78095713274918e-150,"CDKN2B","CDKN2B"
"ENSG00000171310.11",6895.6290395247,0.662629349373795,0.0253264678788925,26.1635121226692,6.91749050034928e-151,1.55674979396497e-147,"Stable","Sig",1.55674979396497e-147,"CHST11","CHST11"
"ENSG00000106415.13",4261.14337652952,-0.857947910032209,0.0330131830268425,-25.9880396668999,6.7610148819963e-149,1.39474102836515e-145,"Stable","Sig",1.39474102836515e-145,"GLCCI1","GLCCI1"
"ENSG00000120899.18",3031.61882692814,0.797446764110546,0.0311553787413908,25.5957974618076,1.69908421760746e-144,3.23544844668252e-141,"Stable","Sig",3.23544844668252e-141,"PTK2B","PTK2B"
"ENSG00000141639.12",1477.82827311953,-1.27034104020194,0.0497327546021401,-25.543347646126,6.50944246829011e-144,1.15100891644658e-140,"Down","Sig",1.15100891644658e-140,"MAPK4","MAPK4"
"ENSG00000130164.15",7023.47222964899,0.631282462845848,0.0248409890702228,25.4129358964444,1.8145465571354e-142,2.99460666812579e-139,"Stable","Sig",2.99460666812579e-139,"LDLR","LDLR"
"ENSG00000125851.10",554.772650495433,-2.34538906485832,0.0952991370434338,-24.610811153404,9.67715763797353e-134,1.49723773330022e-130,"Down","Sig",1.49723773330022e-130,"PCSK2","PCSK2"
"ENSG00000188916.9",1699.44466521422,1.36439430277848,0.056787609954969,24.0262674174949,1.47828090714905e-127,2.15263787391028e-124,"Up","Sig",2.15263787391028e-124,"INSYN2A","INSYN2A"
"ENSG00000115461.5",20337.8241302647,-1.30856920820513,0.0546228402103864,-23.9564475806278,7.915736298013e-127,1.08863362254062e-123,"Down","Sig",1.08863362254062e-123,"IGFBP5","IGFBP5"
"ENSG00000091986.16",7200.79131439294,0.559071554969129,0.0235117227145855,23.7784173348688,5.58587223998912e-125,7.27780354215424e-122,"Stable","Sig",7.27780354215424e-122,"CCDC80","CCDC80"
"ENSG00000074410.14",7792.02572675503,0.546769255551194,0.0230221446051794,23.7497098957576,1.10634820949083e-124,1.36938249629727e-121,"Stable","Sig",1.36938249629727e-121,"CA12","CA12"
"ENSG00000101384.12",6441.86702609861,0.64989036745219,0.0280568889785392,23.1633082324021,1.06758683665381e-118,1.25848153054119e-115,"Stable","Sig",1.25848153054119e-115,"JAG1","JAG1"
"ENSG00000101638.14",2475.58604374587,-0.995197286060911,0.0431738730301894,-23.0509151996861,1.44013957911469e-117,1.62048433095383e-114,"Stable","Sig",1.62048433095383e-114,"ST8SIA5","ST8SIA5"
"ENSG00000072952.21",578.938672844903,-2.30599478685671,0.100145147285769,-23.0265254918089,2.52869253855133e-117,2.72164277355818e-114,"Down","Sig",2.72164277355818e-114,"IRAG1","IRAG1"
"ENSG00000100842.13",931.694520387825,-1.67559066334983,0.0728441397820361,-23.0024085446478,4.40960472917752e-117,4.54832354461623e-114,"Down","Sig",4.54832354461623e-114,"EFS","EFS"
"ENSG00000026508.21",12746.3429138698,-0.57110430956884,0.0256322858282858,-22.2806624970846,5.6909928681869e-110,5.63522113807866e-107,"Stable","Sig",5.63522113807866e-107,"CD44","CD44"
"ENSG00000175426.11",346.535270901033,2.45020476030615,0.110057246078648,22.2630026427812,8.44008013065887e-110,8.03593013978694e-107,"Up","Sig",8.03593013978694e-107,"PCSK1","PCSK1"
"ENSG00000184144.12",1208.53942683238,-1.6070364196942,0.0728961746433335,-22.0455521508105,1.05387179669013e-107,9.66244308409782e-105,"Down","Sig",9.66244308409782e-105,"CNTN2","CNTN2"
"ENSG00000144355.15",856.851697311458,-1.37036672086837,0.0622462781852545,-22.015239478093,2.0578079643447e-107,1.81932271990546e-104,"Down","Sig",1.81932271990546e-104,"DLX1","DLX1"
"ENSG00000115844.11",639.808580080895,-1.71565358836735,0.0782822089814806,-21.9162643810068,1.8177619765497e-106,1.5516792320513e-103,"Down","Sig",1.5516792320513e-103,"DLX2","DLX2"
"ENSG00000137142.5",2193.21547926886,-1.49793157325781,0.0690443663632828,-21.69520342002,2.27715759384695e-104,1.87903454118937e-101,"Down","Sig",1.87903454118937e-101,"IGFBPL1","IGFBPL1"
"ENSG00000121871.4",306.374474479976,-3.32986074493042,0.154873254844741,-21.5005537803708,1.53841299934307e-102,1.22849721931412e-99,"Down","Sig",1.22849721931412e-99,"SLITRK3","SLITRK3"
"ENSG00000077782.23",3116.08525314619,0.727309858533157,0.0338505951135244,21.4858810042774,2.110228588755e-102,1.63245964733218e-99,"Stable","Sig",1.63245964733218e-99,"FGFR1","FGFR1"
"ENSG00000143333.7",2141.76536387406,-1.09980101884262,0.0518721091739172,-21.2021650238898,9.12028904794049e-100,6.84159864793233e-97,"Down","Sig",6.84159864793233e-97,"RGS16","RGS16"
"ENSG00000188322.8",4076.07809646647,-0.713179100929442,0.0349809151877039,-20.3876627327387,2.15183264299721e-92,1.56672403168812e-89,"Stable","Sig",1.56672403168812e-89,"SBK1","SBK1"
"ENSG00000168824.15",912.255054571989,-1.28722842027872,0.0632378132135188,-20.3553594734921,4.16186891550607e-92,2.94363042866723e-89,"Down","Sig",2.94363042866723e-89,"NSG1","NSG1"
"ENSG00000196562.16",2688.17570503581,0.756467414345942,0.0372397191124457,20.3134565022304,9.77753287722742e-92,6.72341184377124e-89,"Stable","Sig",6.72341184377124e-89,"SULF2","SULF2"
"ENSG00000265972.6",24392.2251268609,-0.36677674267886,0.018470356935768,-19.8575882401381,9.47526912110975e-88,6.33946721873167e-85,"Stable","Sig",6.33946721873167e-85,"TXNIP","TXNIP"
"ENSG00000135074.16",2578.13777738363,0.861773676009906,0.0435009215173469,19.8104694326132,2.41819060541426e-87,1.57532390623763e-84,"Stable","Sig",1.57532390623763e-84,"ADAM19","ADAM19"
"ENSG00000122584.13",10109.0864047113,-0.834079635793272,0.0427047273711603,-19.5313185948717,5.94835556427867e-85,3.7756805639415e-82,"Stable","Sig",3.7756805639415e-82,"NXPH1","NXPH1"
"ENSG00000115963.14",1986.00388580418,-1.29525588493494,0.0663498109140898,-19.5216213443629,7.19194698495039e-85,4.45091619031117e-82,"Down","Sig",4.45091619031117e-82,"RND3","RND3"
"ENSG00000120693.15",585.601680468605,-1.36175850801464,0.0699270169118092,-19.4739968635022,1.82463458891297e-84,1.10167876215952e-81,"Down","Sig",1.10167876215952e-81,"SMAD9","SMAD9"
"ENSG00000162493.17",5246.19667402573,0.768270227277365,0.0400319521951441,19.1914254776352,4.36500720778903e-82,2.57275603401947e-79,"Stable","Sig",2.57275603401947e-79,"PDPN","PDPN"
"ENSG00000152583.13",6845.82350625072,-0.498604625275213,0.0263893815527963,-18.8941383214181,1.27451529735442e-79,7.33735492697877e-77,"Stable","Sig",7.33735492697877e-77,"SPARCL1","SPARCL1"
"ENSG00000015592.17",1560.61043100014,-1.10454678864212,0.0586490037233962,-18.8331722368456,4.03829741750468e-79,2.27200119478019e-76,"Down","Sig",2.27200119478019e-76,"STMN4","STMN4"
"ENSG00000066032.19",483.000867472269,-2.51622650367712,0.135660785401298,-18.5479281741874,8.47564708589494e-77,4.66254763580732e-74,"Down","Sig",4.66254763580732e-74,"CTNNA2","CTNNA2"
"ENSG00000180354.16",1439.48686896292,-1.14566992585171,0.0618136010209032,-18.5342692697079,1.09263855509599e-76,5.88005813726115e-74,"Down","Sig",5.88005813726115e-74,"MTURN","MTURN"
"ENSG00000171533.12",946.314085038819,-1.89501376792567,0.10304491361701,-18.390172803375,1.5747728174918e-75,8.29436193553393e-73,"Down","Sig",8.29436193553393e-73,"MAP6","MAP6"
"ENSG00000120875.9",5107.70360132088,0.622905167026962,0.0342366133394949,18.1941233745917,5.74509108495327e-74,2.96291103766705e-71,"Stable","Sig",2.96291103766705e-71,"DUSP4","DUSP4"
"ENSG00000168309.18",275.557333092294,-1.97836488501529,0.109126739000706,-18.1290571232271,1.87954269774151e-73,9.49552642501857e-71,"Down","Sig",9.49552642501857e-71,"FAM107A","FAM107A"
"ENSG00000188153.14",171.633731791808,4.65111655722628,0.258494932550386,17.9930666776985,2.20793857116093e-72,1.09315038658178e-69,"Up","Sig",1.09315038658178e-69,"COL4A5","COL4A5"
"ENSG00000100314.4",538.173220919369,-2.11660611451146,0.117742185391445,-17.9766165157765,2.97077232614806e-72,1.44198958693716e-69,"Down","Sig",1.44198958693716e-69,"CABP7","CABP7"
"ENSG00000068615.20",1341.86160127221,-1.32873542909294,0.0747844715881096,-17.7675311582225,1.2612051321774e-70,6.0040640475099e-68,"Down","Sig",6.0040640475099e-68,"REEP1","REEP1"
"ENSG00000148848.15",1150.44664737999,1.63083759675345,0.0920415522959171,17.7184929640283,3.01892107657809e-70,1.38395168982761e-67,"Up","Sig",1.38395168982761e-67,"ADAM12","ADAM12"
"ENSG00000170315.14",4341.35357746868,-1.02158742390786,0.0576555215587,-17.718813329401,3.00177895502409e-70,1.38395168982761e-67,"Down","Sig",1.38395168982761e-67,"UBB","UBB"
"ENSG00000196924.19",28849.0136612268,0.371998433462277,0.0210685007370207,17.656616296793,9.0505248032148e-70,4.07355893642877e-67,"Stable","Sig",4.07355893642877e-67,"FLNA","FLNA"
"ENSG00000157064.11",622.890466747783,-1.64821039583668,0.0935432244128038,-17.6197731709907,1.73700000365992e-69,7.6784705518931e-67,"Down","Sig",7.6784705518931e-67,"NMNAT2","NMNAT2"
"ENSG00000198535.5",1477.81232533964,2.03161707195994,0.115918961462558,17.5261842094415,9.04387843791201e-69,3.92774053913179e-66,"Up","Sig",3.92774053913179e-66,"C2CD4A","C2CD4A"
"ENSG00000162728.5",869.208995876956,-1.43145545836477,0.0818651983714354,-17.485518716635,1.84724463971399e-68,7.88423121657238e-66,"Down","Sig",7.88423121657238e-66,"KCNJ9","KCNJ9"
"ENSG00000185924.7",521.32981143816,-1.7482149499228,0.10037773367506,-17.416362034852,6.1995802712713e-68,2.60119677314103e-65,"Down","Sig",2.60119677314103e-65,"RTN4RL1","RTN4RL1"
"ENSG00000159409.15",2909.78090563873,-0.877413912269629,0.0505042061129171,-17.3730859229409,1.31935664712998e-67,5.44344563328379e-65,"Stable","Sig",5.44344563328379e-65,"CELF3","CELF3"
"ENSG00000136295.16",16630.6567499835,0.433411151647141,0.0249698263383851,17.3573955130347,1.73413656295941e-67,7.03746731410822e-65,"Stable","Sig",7.03746731410822e-65,"TTYH3","TTYH3"
"ENSG00000115738.10",2511.09544571387,-0.76220805422028,0.0440719716886111,-17.2946211620763,5.16413670369333e-67,2.06190651774078e-64,"Stable","Sig",2.06190651774078e-64,"ID2","ID2"
"ENSG00000109846.9",6969.88202230379,-1.14930294738393,0.066976617083957,-17.1597640702462,5.31290226788672e-66,2.055013994399e-63,"Down","Sig",2.055013994399e-63,"CRYAB","CRYAB"
"ENSG00000155980.13",1473.0950334354,-1.22710375562757,0.0715092464774159,-17.1600711247197,5.28488811472908e-66,2.055013994399e-63,"Down","Sig",2.055013994399e-63,"KIF5A","KIF5A"
"ENSG00000198910.14",1242.45461227622,-1.07674662086452,0.0631386711889245,-17.0536788403839,3.28209965863743e-65,1.24997503153184e-62,"Down","Sig",1.24997503153184e-62,"L1CAM","L1CAM"
"ENSG00000146674.16",4964.25390713998,1.30390239508981,0.076477705966757,17.0494443917628,3.52871566857797e-65,1.32353570266133e-62,"Up","Sig",1.32353570266133e-62,"IGFBP3","IGFBP3"
"ENSG00000115266.12",8521.63695393441,-0.515572667320787,0.0303763262641304,-16.9728446698176,1.30456564210509e-64,4.82007798064351e-62,"Stable","Sig",4.82007798064351e-62,"APC2","APC2"
"ENSG00000120738.8",4971.79660990125,0.715461600718176,0.04236090597157,16.8896671189787,5.36045855557572e-64,1.95144340504819e-61,"Stable","Sig",1.95144340504819e-61,"EGR1","EGR1"
"ENSG00000118432.13",3679.97599941939,0.864571470021471,0.0514212263131868,16.8135132514285,1.94306381630832e-63,6.97109344532066e-61,"Stable","Sig",6.97109344532066e-61,"CNR1","CNR1"
"ENSG00000108883.13",11049.5035480232,-0.677850194772124,0.0404540863702968,-16.7560376612493,5.11604292164264e-63,1.80925203607519e-60,"Stable","Sig",1.80925203607519e-60,"EFTUD2","EFTUD2"
"ENSG00000124766.7",16744.825612994,-0.572423893795123,0.0342632075246126,-16.7066639451058,1.1721215550757e-62,4.08674212618296e-60,"Stable","Sig",4.08674212618296e-60,"SOX4","SOX4"
"ENSG00000268089.3",632.71615726713,-1.50095868150487,0.0900640340788376,-16.6654613781902,2.3367845710955e-62,8.03431973020404e-60,"Down","Sig",8.03431973020404e-60,"GABRQ","GABRQ"
"ENSG00000143061.18",1214.62508972258,-0.885786758630184,0.0537276118396082,-16.4866207207293,4.57850680736948e-61,1.55261556186893e-58,"Stable","Sig",1.55261556186893e-58,"IGSF3","IGSF3"
"ENSG00000075461.6",5074.3135580255,-0.631898054808862,0.038419447558955,-16.4473488026919,8.76205626806828e-61,2.93114463400041e-58,"Stable","Sig",2.93114463400041e-58,"CACNG4","CACNG4"
"ENSG00000162490.7",6468.27320006099,0.46194592227981,0.0281226387965492,16.4261229403726,1.24360123297445e-60,4.10471313630432e-58,"Stable","Sig",4.10471313630432e-58,"DRAXIN","DRAXIN"
"ENSG00000167654.18",7283.92132087392,-0.515918846839282,0.0315911936700215,-16.3310969578482,5.93083061203116e-60,1.93181199737936e-57,"Stable","Sig",1.93181199737936e-57,"ATCAY","ATCAY"
"ENSG00000071051.14",3291.4790893468,0.891219989931976,0.0546036716659334,16.3216128648725,6.92807203201247e-60,2.22733017081128e-57,"Stable","Sig",2.22733017081128e-57,"NCK2","NCK2"
"ENSG00000141314.13",2926.21256022741,-1.13844147593511,0.0700827506158479,-16.24424649334,2.4533731329272e-59,7.78631434687344e-57,"Down","Sig",7.78631434687344e-57,"RHBDL3","RHBDL3"
"ENSG00000110900.16",2921.82898513603,-0.882804541377796,0.0544754129618769,-16.2055594144023,4.60675919028693e-59,1.44354840196903e-56,"Stable","Sig",1.44354840196903e-56,"TSPAN11","TSPAN11"
"ENSG00000162975.5",3844.89503110596,1.66487405699231,0.10274713925797,16.2036049764097,4.75556339573082e-59,1.46883088058087e-56,"Up","Sig",1.46883088058087e-56,"KCNF1","KCNF1"
"ENSG00000055118.17",3729.33428990752,-0.919806668290864,0.0567678348919079,-16.2029548958891,4.80611195019392e-59,1.46883088058087e-56,"Stable","Sig",1.46883088058087e-56,"KCNH2","KCNH2"
"ENSG00000145349.20",10303.0666774913,0.439054763012005,0.0271338895975157,16.1810477423113,6.8616773451203e-59,2.07147344729821e-56,"Stable","Sig",2.07147344729821e-56,"CAMK2D","CAMK2D"
"ENSG00000047648.23",299.736029251053,1.79962234797954,0.112076990827836,16.0570187929473,5.10504910873152e-58,1.52259627333312e-55,"Up","Sig",1.52259627333312e-55,"ARHGAP6","ARHGAP6"
"ENSG00000151640.13",1468.55830786992,-0.76533722903305,0.0477180179645427,-16.0387472422208,6.85226784302169e-58,2.01937964826193e-55,"Stable","Sig",2.01937964826193e-55,"DPYSL4","DPYSL4"
"ENSG00000142627.13",1897.5180641559,1.06617786002302,0.0666446605616212,15.9979486884356,1.32054894946905e-57,3.8459046169537e-55,"Up","Sig",3.8459046169537e-55,"EPHA2","EPHA2"
"ENSG00000134871.19",6807.9316803178,0.42604779159525,0.0270933662516894,15.7251700522331,1.01677481158287e-55,2.92677447217836e-53,"Stable","Sig",2.92677447217836e-53,"COL4A2","COL4A2"
"ENSG00000075340.23",3022.47848008407,-0.577740733842672,0.0370240783604681,-15.6044595686559,6.78821043423827e-55,1.9315189574663e-52,"Stable","Sig",1.9315189574663e-52,"ADD2","ADD2"
"ENSG00000164056.11",3505.51397905105,0.688144712112079,0.0445011294255058,15.4635336450061,6.11499255094979e-54,1.72018909771321e-51,"Stable","Sig",1.72018909771321e-51,"SPRY1","SPRY1"
"ENSG00000159840.16",7291.17154412367,0.665642360241007,0.0431500293793311,15.4262319125987,1.0905418227335e-53,3.03329919345705e-51,"Stable","Sig",3.03329919345705e-51,"ZYX","ZYX"
"ENSG00000127418.15",1836.2985037739,1.02100620607932,0.0662077051554726,15.4212595600728,1.17784522276751e-53,3.22380840161532e-51,"Up","Sig",3.22380840161532e-51,"FGFRL1","FGFRL1"
"ENSG00000173805.16",7053.98952313469,-0.702001213480045,0.0455228194928328,-15.4208641138884,1.18508004260551e-53,3.22380840161532e-51,"Stable","Sig",3.22380840161532e-51,"HAP1","HAP1"
"ENSG00000134138.22",1850.92683255988,-0.59962857960382,0.0391068701036943,-15.3330751863769,4.59698119212208e-53,1.23693771098894e-50,"Stable","Sig",1.23693771098894e-50,"MEIS2","MEIS2"
"ENSG00000119729.12",3634.58376320845,0.477282180188252,0.0312218134863568,15.2868179933498,9.36136503541741e-53,2.49183431668557e-50,"Stable","Sig",2.49183431668557e-50,"RHOQ","RHOQ"
"ENSG00000166206.16",1123.87643758002,-0.890925706312992,0.0584657368981475,-15.238424307643,1.96553523721033e-52,5.17625795714273e-50,"Stable","Sig",5.17625795714273e-50,"GABRB3","GABRB3"
"ENSG00000118785.15",745.846155126221,1.28507676452861,0.0844784410956691,15.2118901326944,2.94903984772108e-52,7.68457699266688e-50,"Up","Sig",7.68457699266688e-50,"SPP1","SPP1"
"ENSG00000135052.16",10085.3539702128,-0.631768806388364,0.0417315921824384,-15.1388617914805,8.9753646506624e-52,2.31442866590779e-49,"Stable","Sig",2.31442866590779e-49,"GOLM1","GOLM1"
"ENSG00000139211.7",512.764107793204,1.27558146742375,0.0842995503037666,15.1315334758881,1.00329945857055e-51,2.56048227803237e-49,"Up","Sig",2.56048227803237e-49,"AMIGO2","AMIGO2"
"ENSG00000072310.18",6106.420253207,0.366324631298407,0.0242230322765395,15.1229882004988,1.14238787268406e-51,2.88569508043814e-49,"Stable","Sig",2.88569508043814e-49,"SREBF1","SREBF1"
"ENSG00000117016.10",1308.3643542728,-2.21705388699943,0.147161149962356,-15.0654835706744,2.73159619390324e-51,6.83037007879542e-49,"Down","Sig",6.83037007879542e-49,"RIMS3","RIMS3"
"ENSG00000188338.15",1155.24685526831,-0.804793968330818,0.0534381149693308,-15.0602986050819,2.95449561738398e-51,7.31385390083405e-49,"Stable","Sig",7.31385390083405e-49,"SLC38A3","SLC38A3"
"ENSG00000130635.17",387.352565720689,1.91314992898242,0.128536303545989,14.8841212653818,4.17941523196222e-50,1.02437053531906e-47,"Up","Sig",1.02437053531906e-47,"COL5A1","COL5A1"
"ENSG00000135424.19",18116.0700491786,0.362600132184241,0.0245338144389959,14.7796068599874,1.98320393427759e-49,4.8131581757884e-47,"Stable","Sig",4.8131581757884e-47,"ITGA7","ITGA7"
"ENSG00000146005.4",285.618795196008,-2.3409454302569,0.159702029525206,-14.658207144997,1.19383783115107e-48,2.86926752525676e-46,"Down","Sig",2.86926752525676e-46,"PSD2","PSD2"
"ENSG00000114115.11",200.570433313205,-2.06348016086365,0.140931735594962,-14.6416997715412,1.52214718834298e-48,3.62314938917601e-46,"Down","Sig",3.62314938917601e-46,"RBP1","RBP1"
"ENSG00000092051.18",2613.19948717842,-0.959379735826283,0.0660735206149862,-14.5198821993554,9.06659172803798e-48,2.13755693550076e-45,"Stable","Sig",2.13755693550076e-45,"JPH4","JPH4"
"ENSG00000166402.9",1373.50034472892,-1.09137116426934,0.0753848629915914,-14.4773250352803,1.68529185363978e-47,3.93579243743893e-45,"Down","Sig",3.93579243743893e-45,"TUB","TUB"
"ENSG00000174938.15",9370.21050487716,-0.421343570329332,0.0295430776756407,-14.2620066519591,3.77443097295874e-46,8.73234006874707e-44,"Stable","Sig",8.73234006874707e-44,"SEZ6L2","SEZ6L2"
"ENSG00000161082.13",693.86694906399,-1.24173309579667,0.0870712651306257,-14.2611123650702,3.82311549764895e-46,8.76307630965738e-44,"Down","Sig",8.76307630965738e-44,"CELF5","CELF5"
"ENSG00000180801.14",1607.11516559862,0.78029565101666,0.0549368581820449,14.2034997420308,8.7149082850674e-46,1.97924362015453e-43,"Stable","Sig",1.97924362015453e-43,"ARSJ","ARSJ"
"ENSG00000100350.16",2301.03124171995,0.625596295797904,0.0441307811288081,14.1759624415422,1.2906149199041e-45,2.90447021292964e-43,"Stable","Sig",2.90447021292964e-43,"FOXRED2","FOXRED2"
"ENSG00000071242.12",3348.58416112599,0.617332601248494,0.0437737690324545,14.1027975176365,3.6500814811574e-45,8.14033937531996e-43,"Stable","Sig",8.14033937531996e-43,"RPS6KA2","RPS6KA2"
"ENSG00000116990.12",906.407472362928,-0.996592419416211,0.0707660515813557,-14.0829168385986,4.83713156166019e-45,1.06913564115087e-42,"Stable","Sig",1.06913564115087e-42,"MYCL","MYCL"
"ENSG00000175305.18",976.402770513007,-0.805531702828695,0.0573830614570529,-14.0377958647532,9.15148612857859e-45,2.00482335498197e-42,"Stable","Sig",2.00482335498197e-42,"CCNE2","CCNE2"
"ENSG00000182195.9",301.437102924467,-1.77057747810368,0.126416159495276,-14.0059426355998,1.4336478601773e-44,3.11315375251659e-42,"Down","Sig",3.11315375251659e-42,"LDOC1","LDOC1"
"ENSG00000144834.14",5912.14719465402,-1.05886106206695,0.075671545218719,-13.9928563505139,1.72348387361738e-44,3.70998637316506e-42,"Down","Sig",3.70998637316506e-42,"TAGLN3","TAGLN3"
"ENSG00000132688.11",40997.4872840319,0.563172354132316,0.040540049463556,13.8917530092948,7.10742604582535e-44,1.51676148072764e-41,"Stable","Sig",1.51676148072764e-41,"NES","NES"
"ENSG00000139289.15",23563.9537647086,-0.395087203036804,0.0284836074882709,-13.8706869626502,9.53591143339009e-44,2.01761955156899e-41,"Stable","Sig",2.01761955156899e-41,"PHLDA1","PHLDA1"
"ENSG00000180176.15",263.525239694536,-1.80892742096415,0.130683441319995,-13.8420552955502,1.42085111567898e-43,2.9807770651384e-41,"Down","Sig",2.9807770651384e-41,"TH","TH"
"ENSG00000146278.11",2784.04900294528,-0.560617948863864,0.040738891372722,-13.7612470534543,4.3594168716397e-43,9.06868610566728e-41,"Stable","Sig",9.06868610566728e-41,"PNRC1","PNRC1"
"ENSG00000166407.14",665.434042278527,-1.07148775678662,0.0783606852558242,-13.6737925821926,1.45604088500208e-42,3.00369100901888e-40,"Down","Sig",3.00369100901888e-40,"LMO1","LMO1"
"ENSG00000113763.12",215.4197612129,-2.21216262060201,0.161926514609694,-13.6615218695603,1.72343837638798e-42,3.52592702541195e-40,"Down","Sig",3.52592702541195e-40,"UNC5A","UNC5A"
"ENSG00000144749.14",6201.84458337328,-0.524286301381268,0.0383953970513992,-13.6549258933152,1.88681186040586e-42,3.82852685281534e-40,"Stable","Sig",3.82852685281534e-40,"LRIG1","LRIG1"
"ENSG00000154217.16",1158.61083716634,-0.886687776156642,0.0652537516171452,-13.5883034183075,4.69845549049561e-42,9.45611915993649e-40,"Stable","Sig",9.45611915993649e-40,"PITPNC1","PITPNC1"
"ENSG00000171551.12",231.79458530322,-3.9658866608629,0.293439170548829,-13.5151917634083,1.2722375893822e-41,2.5398581875126e-39,"Down","Sig",2.5398581875126e-39,"ECEL1","ECEL1"
"ENSG00000114200.10",5402.37304449076,-0.562465579908695,0.0416476620282594,-13.5053338534836,1.45452889075292e-41,2.88054901524708e-39,"Stable","Sig",2.88054901524708e-39,"BCHE","BCHE"
"ENSG00000183044.12",6901.39757017752,-0.521975524369954,0.03869833674446,-13.4883193512103,1.83229815854946e-41,3.5998841995946e-39,"Stable","Sig",3.5998841995946e-39,"ABAT","ABAT"
"ENSG00000067840.13",3382.70031695104,-0.527363881147813,0.0393227724852097,-13.4111571442773,5.20207631858676e-41,1.01399526981587e-38,"Stable","Sig",1.01399526981587e-38,"PDZD4","PDZD4"
"ENSG00000127084.19",263.607285452705,-2.14358663352338,0.161453081561542,-13.2768393937795,3.15429313523516e-40,6.10035363771457e-38,"Down","Sig",6.10035363771457e-38,"FGD3","FGD3"
"ENSG00000146648.21",13602.1420180497,-1.44427132158427,0.109389862682613,-13.2029722514116,8.4340380316646e-40,1.61848536026246e-37,"Down","Sig",1.61848536026246e-37,"EGFR","EGFR"
"ENSG00000005379.17",346.307401274663,-1.13429692238924,0.0860765379554138,-13.1777711944779,1.17820381598758e-39,2.24357195882865e-37,"Down","Sig",2.24357195882865e-37,"TSPOAP1","TSPOAP1"
"ENSG00000165548.11",727.477612223925,-1.27713481674374,0.0970248649732115,-13.1629641236435,1.43349758702998e-39,2.70887273029978e-37,"Down","Sig",2.70887273029978e-37,"TMEM63C","TMEM63C"
"ENSG00000177108.5",1414.0847681669,-1.08497750151142,0.0825660885945946,-13.1407157584845,1.92398180943961e-39,3.60819467368768e-37,"Down","Sig",3.60819467368768e-37,"ZDHHC22","ZDHHC22"
"ENSG00000180447.7",5760.02713701383,1.19377136778016,0.090882764979725,13.1352888311274,2.06701244078655e-39,3.84728518583992e-37,"Up","Sig",3.84728518583992e-37,"GAS1","GAS1"
"ENSG00000147010.19",2734.32131379726,0.513342669872948,0.0391959402140943,13.0968326584078,3.43287002543095e-39,6.3418430954883e-37,"Stable","Sig",6.3418430954883e-37,"SH3KBP1","SH3KBP1"
"ENSG00000135535.17",11357.5443706265,0.412108689169685,0.0316128467721013,13.0361144676592,7.62447340648239e-39,1.39810251242571e-36,"Stable","Sig",1.39810251242571e-36,"CD164","CD164"
"ENSG00000129244.9",14956.7123262114,-0.424232960757619,0.032589870257975,-13.0173258561472,9.75268896145049e-39,1.77520452382873e-36,"Stable","Sig",1.77520452382873e-36,"ATP1B2","ATP1B2"
"ENSG00000107104.21",5805.95679704478,0.417586574907868,0.03209071794386,13.012690324922,1.03628427524818e-38,1.87249760830429e-36,"Stable","Sig",1.87249760830429e-36,"KANK1","KANK1"
"ENSG00000108309.14",822.822145812618,-1.22699035405022,0.0943040288167646,-13.0110067347631,1.05937173239933e-38,1.90034400257576e-36,"Down","Sig",1.90034400257576e-36,"RUNDC3A","RUNDC3A"
