"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change","Sig","pSelected","SYMBOL","LABEL"
"ENSG00000140873.16",1630.33558347266,3.06971016751727,0.223103855045669,13.7591085859494,4.49029233002231e-43,1.81067636471536e-40,"Up","Sig",1.81067636471536e-40,"ADAMTS18","ADAMTS18"
"ENSG00000175899.15",1205.61895723521,-2.97401549629433,0.217135113544128,-13.6966124352334,1.0637246660723e-42,4.22536839744005e-40,"Down","Sig",4.22536839744005e-40,"A2M","A2M"
"ENSG00000156265.17",1213.37431867717,2.44509831362614,0.178595995477009,13.6906670672854,1.15444530121836e-42,4.51829518332725e-40,"Up","Sig",4.51829518332725e-40,"MAP3K7CL","MAP3K7CL"
"ENSG00000106948.17",423.065449850699,2.54356475958472,0.187436389583112,13.5702825115337,6.00899838922847e-42,2.31773163957865e-39,"Up","Sig",2.31773163957865e-39,"AKNA","AKNA"
"ENSG00000089041.17",5824.6622226971,-2.25764351558456,0.167380484093565,-13.4880928789915,1.83793437359805e-41,6.9878264884198e-39,"Down","Sig",6.9878264884198e-39,"P2RX7","P2RX7"
"ENSG00000261371.6",140.884986184313,4.51572626446646,0.335344180420327,13.4659449250211,2.4812351541419e-41,9.3007876608919e-39,"Up","Sig",9.3007876608919e-39,"PECAM1","PECAM1"
"ENSG00000162849.16",947.45420405304,3.8201538044414,0.28451233558085,13.4270234597819,4.19954728473202e-41,1.55231599216469e-38,"Up","Sig",1.55231599216469e-38,"KIF26B","KIF26B"
"ENSG00000021300.14",801.311136924549,-2.42372961373625,0.180593957644153,-13.4208787788573,4.56270396150598e-41,1.66344935933589e-38,"Down","Sig",1.66344935933589e-38,"PLEKHB1","PLEKHB1"
"ENSG00000165304.8",1371.13133402566,2.20658848724905,0.164892325831753,13.3819962579734,7.70498114829012e-41,2.77108605784585e-38,"Up","Sig",2.77108605784585e-38,"MELK","MELK"
"ENSG00000130055.14",219.752042933672,-6.84668359776452,0.511691135435358,-13.3805007036896,7.8615984871103e-41,2.78971442847938e-38,"Down","Sig",2.78971442847938e-38,"GDPD2","GDPD2"
"ENSG00000170214.5",159.358724396051,3.69764566422245,0.276388333569306,13.3784433534899,8.08223394244827e-41,2.83027071242524e-38,"Up","Sig",2.83027071242524e-38,"ADRA1B","ADRA1B"
"ENSG00000203837.5",148.555458567107,4.01850786505655,0.301213297479402,13.3410705924474,1.33528017168594e-40,4.61521382977266e-38,"Up","Sig",4.61521382977266e-38,"PNLIPRP3","PNLIPRP3"
"ENSG00000162981.14",1057.5759367919,2.28190790400011,0.17108405981992,13.3379340331414,1.39265756366834e-40,4.75181902557299e-38,"Up","Sig",4.75181902557299e-38,"LRATD1","LRATD1"
"ENSG00000166741.9",455.112048784674,-5.12385212628933,0.384476964375439,-13.3268117496005,1.61660030693008e-40,5.44610133780218e-38,"Down","Sig",5.44610133780218e-38,"NNMT","NNMT"
"ENSG00000213626.13",1665.01866217509,2.3531728444571,0.176715986524618,13.3161288389112,1.8653162022691e-40,6.20544067589873e-38,"Up","Sig",6.20544067589873e-38,"LBH","LBH"
"ENSG00000108602.18",727.489965601401,-3.77824890303192,0.28426174490658,-13.2914434345487,2.59522973785374e-40,8.52709188188143e-38,"Down","Sig",8.52709188188143e-38,"ALDH3A1","ALDH3A1"
"ENSG00000115380.20",640.701484318581,-3.30092759523261,0.248560425781321,-13.2801816091863,3.0166165597556e-40,9.79076013674823e-38,"Down","Sig",9.79076013674823e-38,"EFEMP1","EFEMP1"
"ENSG00000231609.7",206.199891290852,-3.4546094039008,0.260184425684644,-13.2775410934395,3.12487898734384e-40,1.00199432974902e-37,"Down","Sig",1.00199432974902e-37,"EHBP1-AS1","EHBP1-AS1"
"ENSG00000067082.15",7118.26695612141,1.92210481598382,0.144809127024454,13.2733678841889,3.30391355946639e-40,1.04678994609094e-37,"Up","Sig",1.04678994609094e-37,"KLF6","KLF6"
"ENSG00000291122.1",1458.60864177328,-2.17361319371227,0.163842560346763,-13.2664747737825,3.6222393534125e-40,1.13414444884377e-37,"Down","Sig",1.13414444884377e-37,"CASTOR3P","CASTOR3P"
"ENSG00000179750.16",1293.39087004397,1.99160851743691,0.150323909884151,13.2487807094145,4.58593320908488e-40,1.4191863537975e-37,"Up","Sig",1.4191863537975e-37,"APOBEC3B","APOBEC3B"
"ENSG00000147481.17",905.085703035234,-3.18442040113535,0.240800014783836,-13.2243364021135,6.34951447513916e-40,1.94236756599257e-37,"Down","Sig",1.94236756599257e-37,"SNTG1","SNTG1"
"ENSG00000131094.4",8779.40038382615,-2.85406534334095,0.216103060868254,-13.2069639915046,7.99859534970361e-40,2.4190297345115e-37,"Down","Sig",2.4190297345115e-37,"C1QL1","C1QL1"
"ENSG00000221869.5",1547.69764812586,-2.87992398530906,0.218859293442066,-13.1587922999094,1.51487907166347e-39,4.52999905766872e-37,"Down","Sig",4.52999905766872e-37,"CEBPD","CEBPD"
"ENSG00000163219.12",914.505048158458,2.09698884522123,0.159946507651676,13.110563500317,2.86462041455717e-39,8.47100085700273e-37,"Up","Sig",8.47100085700273e-37,"ARHGAP25","ARHGAP25"
"ENSG00000166897.16",197.251711967645,-6.8297651391835,0.521264419169682,-13.102304488886,3.19409903694673e-39,9.3415111834396e-37,"Down","Sig",9.3415111834396e-37,"ELFN2","ELFN2"
"ENSG00000103257.9",4220.63366286397,1.90067904496843,0.14572553870368,13.0428685450482,6.97813349880449e-39,2.01865266236068e-36,"Up","Sig",2.01865266236068e-36,"SLC7A5","SLC7A5"
"ENSG00000173114.13",180.560728445131,-3.24483184719565,0.250549648104059,-12.9508537399661,2.32355508762653e-38,6.64936506474113e-36,"Down","Sig",6.64936506474113e-36,"LRRN3","LRRN3"
"ENSG00000159388.6",4069.54049412983,-1.98053614943202,0.153148238813778,-12.9321509980945,2.9640849515432e-38,8.39214435110328e-36,"Down","Sig",8.39214435110328e-36,"BTG2","BTG2"
"ENSG00000187720.15",380.573922664839,3.08218499049015,0.23917625988868,12.8866677316749,5.35062124272173e-38,1.49896246056627e-35,"Up","Sig",1.49896246056627e-35,"THSD4","THSD4"
"ENSG00000162975.5",3855.26316998306,-3.04975922962909,0.236992336036837,-12.8685985404822,6.76179103829204e-38,1.87456569471984e-35,"Down","Sig",1.87456569471984e-35,"KCNF1","KCNF1"
"ENSG00000152784.16",320.563017353116,4.55708109164269,0.35479952203392,12.844101552107,9.28233108784506e-38,2.54680370692689e-35,"Up","Sig",2.54680370692689e-35,"PRDM8","PRDM8"
"ENSG00000145358.6",5050.32006397399,3.04596904833393,0.238496251058896,12.7715594472038,2.36370773933528e-37,6.41915487496624e-35,"Up","Sig",6.41915487496624e-35,"DDIT4L","DDIT4L"
"ENSG00000152977.10",923.686070939538,-2.1595717035633,0.171100229711463,-12.6216762374026,1.60370918952349e-36,4.31122387575538e-34,"Down","Sig",4.31122387575538e-34,"ZIC1","ZIC1"
"ENSG00000244405.8",5355.61099228773,2.28754417155464,0.18128116594726,12.6187635632272,1.6641354867294e-36,4.42893018438163e-34,"Up","Sig",4.42893018438163e-34,"ETV5","ETV5"
"ENSG00000110900.16",133.233576339786,-5.47256535343306,0.433857706473092,-12.6137331935868,1.77387073741469e-36,4.67423720847076e-34,"Down","Sig",4.67423720847076e-34,"TSPAN11","TSPAN11"
"ENSG00000145423.5",548.737937315357,-2.26630432864628,0.179757350582519,-12.6075752746807,1.91803602060092e-36,5.00456967179147e-34,"Down","Sig",5.00456967179147e-34,"SFRP2","SFRP2"
"ENSG00000221890.6",5923.7998605544,1.75133096876754,0.139758332758915,12.5311381024314,5.04336961788544e-36,1.30314795155731e-33,"Up","Sig",1.30314795155731e-33,"NPTXR","NPTXR"
"ENSG00000239887.6",190.801270825293,-3.14954473073813,0.251529437028236,-12.5215750806319,5.6894765678209e-36,1.45595893630755e-33,"Down","Sig",1.45595893630755e-33,"C1orf226","C1orf226"
"ENSG00000198910.14",493.790699437289,2.49555600500984,0.199624996047659,12.5012200597066,7.35142945476585e-36,1.86334231913465e-33,"Up","Sig",1.86334231913465e-33,"L1CAM","L1CAM"
"ENSG00000162433.15",255.010292906429,3.36968715221075,0.270137174991797,12.4739853088087,1.03516440807974e-35,2.5990439204372e-33,"Up","Sig",2.5990439204372e-33,"AK4","AK4"
"ENSG00000166598.16",23241.5955087492,1.92623854472614,0.155630096124046,12.3770311315031,3.47978360150622e-35,8.65522997855015e-33,"Up","Sig",8.65522997855015e-33,"HSP90B1","HSP90B1"
"ENSG00000012822.16",2075.61151368334,-1.86865424608599,0.151088077999379,-12.3679794648898,3.89496322002231e-35,9.59819917941425e-33,"Down","Sig",9.59819917941425e-33,"CALCOCO1","CALCOCO1"
"ENSG00000182902.14",192.351529635089,-7.30791849884939,0.591593129176163,-12.3529468792618,4.69592314941785e-35,1.14658072200556e-32,"Down","Sig",1.14658072200556e-32,"SLC25A18","SLC25A18"
"ENSG00000231064.9",208.948161612666,-3.5065504658442,0.283964445758635,-12.3485546103357,4.95944404530763e-35,1.1999149438347e-32,"Down","Sig",1.1999149438347e-32,"THBS3-AS1","THBS3-AS1"
"ENSG00000135549.16",1183.0194058,2.23949307247427,0.181389299978174,12.3463350525292,5.09814622590427e-35,1.22236093383979e-32,"Up","Sig",1.22236093383979e-32,"PKIB","PKIB"
"ENSG00000169242.12",1379.59047078551,-2.96036958337178,0.239953397954709,-12.3372688555573,5.70586986289116e-35,1.35585732616951e-32,"Down","Sig",1.35585732616951e-32,"EFNA1","EFNA1"
"ENSG00000131409.13",1138.96959982164,-2.44511203590725,0.198868607559588,-12.2951131700091,9.62219106434135e-35,2.26623887598567e-32,"Down","Sig",2.26623887598567e-32,"LRRC4B","LRRC4B"
"ENSG00000259706.1",23472.78964112,2.270092797886,0.184703368249481,12.2904786166095,1.01900912346751e-34,2.37893936947056e-32,"Up","Sig",2.37893936947056e-32,"HSP90B2P","HSP90B2P"
"ENSG00000188783.6",138.958123570608,-4.30135611270253,0.351178478979815,-12.2483476925981,1.71453527294517e-34,3.96788189166632e-32,"Down","Sig",3.96788189166632e-32,"PRELP","PRELP"
"ENSG00000157111.13",177.164526440056,3.90973270635861,0.319604383100181,12.2330384472014,2.07046322353398e-34,4.75028519233909e-32,"Up","Sig",4.75028519233909e-32,"TMEM171","TMEM171"
"ENSG00000123560.14",599.486409731491,-3.32181792676056,0.272034143084637,-12.2110331044991,2.71420631059992e-34,6.12804215035031e-32,"Down","Sig",6.12804215035031e-32,"PLP1","PLP1"
"ENSG00000140092.16",130.909090048635,-3.68097666012743,0.301448868559461,-12.210948668402,2.71702477546155e-34,6.12804215035031e-32,"Down","Sig",6.12804215035031e-32,"FBLN5","FBLN5"
"ENSG00000215784.6",401.915282127175,2.61778096729592,0.214724131518587,12.1913682862856,3.45569889527414e-34,7.72856894107782e-32,"Up","Sig",7.72856894107782e-32,"FAM72D","FAM72D"
"ENSG00000077279.21",267.289598765797,-5.4761568927877,0.451506389731346,-12.1286365316914,7.4479166627498e-34,1.65182378385353e-31,"Down","Sig",1.65182378385353e-31,"DCX","DCX"
"ENSG00000265972.6",5059.0784706721,-1.83133392716377,0.151975379651847,-12.0502013639255,1.93476701147728e-33,4.25552803664929e-31,"Down","Sig",4.25552803664929e-31,"TXNIP","TXNIP"
"ENSG00000161638.11",2823.50134378737,1.74564550529828,0.144876089794952,12.0492312276577,1.95767240095316e-33,4.27061420319405e-31,"Up","Sig",4.27061420319405e-31,"ITGA5","ITGA5"
"ENSG00000141540.11",1164.872807405,-1.90171533089253,0.158208974559057,-12.0202746790616,2.78045635663521e-33,6.01618418499915e-31,"Down","Sig",6.01618418499915e-31,"TTYH2","TTYH2"
"ENSG00000129159.9",187.889037997028,-3.61437111148262,0.300886433934582,-12.0124096796882,3.05802521539515e-33,6.53479937959035e-31,"Down","Sig",6.53479937959035e-31,"KCNC1","KCNC1"
"ENSG00000115290.11",161.141762842758,-3.8962237081372,0.324358065053439,-12.0121067669314,3.0692489759104e-33,6.53479937959035e-31,"Down","Sig",6.53479937959035e-31,"GRB14","GRB14"
"ENSG00000143476.18",795.052426029514,2.58757679161851,0.216150823447141,11.9711632384842,5.03181711816246e-33,1.06283159351409e-30,"Up","Sig",1.06283159351409e-30,"DTL","DTL"
"ENSG00000182175.15",3018.29387095517,-2.27735485646306,0.192034563952318,-11.8590883307264,1.93065785684531e-32,4.0458683623686e-30,"Down","Sig",4.0458683623686e-30,"RGMA","RGMA"
"ENSG00000154856.13",608.630653797827,-2.64874149070211,0.223493374861556,-11.8515436636226,2.11262840449912e-32,4.39261659041715e-30,"Down","Sig",4.39261659041715e-30,"APCDD1","APCDD1"
"ENSG00000082684.16",115.693625134863,-5.77797001033732,0.487734036466213,-11.8465589406073,2.24209791319646e-32,4.62567394277601e-30,"Down","Sig",4.62567394277601e-30,"SEMA5B","SEMA5B"
"ENSG00000196935.10",963.132726157367,-2.72789064905294,0.230435231904422,-11.8379929427823,2.48324526729469e-32,5.08377611875237e-30,"Down","Sig",5.08377611875237e-30,"SRGAP1","SRGAP1"
"ENSG00000150625.17",2982.36052703227,-2.12558404983076,0.179569235259683,-11.8371281514724,2.50897761957221e-32,5.09724659292327e-30,"Down","Sig",5.09724659292327e-30,"GPM6A","GPM6A"
"ENSG00000139269.3",250.156230679038,3.2541729506224,0.274975746913311,11.8343998958145,2.59190640220748e-32,5.22583310517803e-30,"Up","Sig",5.22583310517803e-30,"INHBE","INHBE"
"ENSG00000170961.7",2675.17124429441,-2.24375150336068,0.19003208486646,-11.8072245796673,3.58190624830794e-32,7.16758292424569e-30,"Down","Sig",7.16758292424569e-30,"HAS2","HAS2"
"ENSG00000262655.4",865.595692125632,3.64708388241235,0.308909834125782,11.806305528387,3.62126319972573e-32,7.1922611042911e-30,"Up","Sig",7.1922611042911e-30,"SPON1","SPON1"
"ENSG00000125804.14",308.304383575233,-2.45791553581237,0.2083055895665,-11.7995659210465,3.92330009410804e-32,7.73442286700677e-30,"Down","Sig",7.73442286700677e-30,"FAM182A","FAM182A"
"ENSG00000065911.13",2822.7091409514,1.736280457942,0.147321283893128,11.7856728644963,4.62710054022251e-32,9.05482748363837e-30,"Up","Sig",9.05482748363837e-30,"MTHFD2","MTHFD2"
"ENSG00000087586.18",1703.34819249132,1.74572234443349,0.148701775124963,11.7397545723073,7.97174483220863e-32,1.54861326251387e-29,"Up","Sig",1.54861326251387e-29,"AURKA","AURKA"
"ENSG00000175643.10",651.398882316719,2.30396065386939,0.196750818269811,11.7100435674422,1.13221427712814e-31,2.1835326646006e-29,"Up","Sig",2.1835326646006e-29,"RMI2","RMI2"
"ENSG00000117152.14",1797.70766390672,2.98072332404495,0.25473478633344,11.7012810340841,1.2554380224056e-31,2.40375737613687e-29,"Up","Sig",2.40375737613687e-29,"RGS4","RGS4"
