"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change","Sig","pSelected"
"ENSG00000197858.12",1738.48625329823,0.04852960420118,0.0656681188578795,0.739013162630848,0.459899004687525,0.771709110902413,"Stable","Stable",0.771709110902413
"ENSG00000105708.9",143.831430925784,-0.102530180768012,0.138748076556933,-0.73896650182347,0.459927338623325,0.771709110902413,"Stable","Stable",0.771709110902413
"ENSG00000276023.5",514.832861273275,0.0625116686503162,0.0846266929703131,0.738675546168927,0.460104038248606,0.77173358409637,"Stable","Stable",0.77173358409637
"ENSG00000139154.16",869.308039821191,-0.0588725822894687,0.0797022936103339,-0.738656061484227,0.460115872805708,0.77173358409637,"Stable","Stable",0.77173358409637
"ENSG00000104381.14",216.851430517143,-0.107954035744845,0.146158144300451,-0.738611154797703,0.460143148760787,0.77173358409637,"Stable","Stable",0.77173358409637
"ENSG00000213462.5",50.3035662469827,-0.200778391751184,0.271896654594541,-0.738436418243503,0.460249290927428,0.771843351107032,"Stable","Stable",0.771843351107032
"ENSG00000152284.5",284.763276264831,0.0702357047275725,0.0951825918090464,0.737904940311755,0.460572216652147,0.772316615086312,"Stable","Stable",0.772316615086312
"ENSG00000185088.14",559.473482887111,-0.0948534791908214,0.128566429106043,-0.737777970893047,0.460649381954155,0.772377725205485,"Stable","Stable",0.772377725205485
"ENSG00000138246.17",1243.29462881216,0.0593780242941906,0.080551441651596,0.737144153806887,0.461034690578815,0.772955447379863,"Stable","Stable",0.772955447379863
"ENSG00000188315.8",66.8846595652813,-0.146044420833574,0.198145220100068,-0.737057501360963,0.46108738212747,0.772975461977348,"Stable","Stable",0.772975461977348
"ENSG00000250563.1",35.9719642473088,-0.21430423925034,0.290854751875915,-0.73680845118792,0.461238843089404,0.773161037284731,"Stable","Stable",0.773161037284731
"ENSG00000204790.9",14.2943270265157,0.349298283485956,0.474146656090923,0.73668827776985,0.461311937026316,0.773215227074773,"Stable","Stable",0.773215227074773
"ENSG00000293413.1",18.0478699860407,0.319701116811389,0.434258003234116,0.736200863151468,0.461608467049951,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000226696.8",17.0790640861716,0.306050407230108,0.415617226206967,0.736375655126726,0.461502116043993,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000270788.1",101.569097689083,0.169571345924133,0.230281372528812,0.736365881712456,0.461508062251145,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000234322.1",656.499348774382,0.0720091316888436,0.0978085863835917,0.736225052946106,0.461593748115504,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000216866.5",4321.71235063237,-0.0777735623977449,0.10564203026005,-0.7361990507594,0.461609569859453,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000198932.13",96.4783519373239,-0.190250367999672,0.258429806045722,-0.73617811703195,0.461622307780372,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000282988.2",12.2203530647024,-0.315408870408569,0.428359998496704,-0.736317283395909,0.461537630410224,0.773257114869762,"Stable","Stable",0.773257114869762
"ENSG00000143924.19",1193.83052403283,-0.0580152307973952,0.0788132384507765,-0.7361102263756,0.461663619777396,0.773258025107547,"Stable","Stable",0.773258025107547
"ENSG00000197223.12",259.218564575855,-0.199322974288173,0.270844984385357,-0.735930092043269,0.461773242938117,0.773373342058036,"Stable","Stable",0.773373342058036
"ENSG00000175054.16",559.626393077282,-0.0993780918266149,0.135054517403498,-0.735836858605077,0.46182998710352,0.773393960155445,"Stable","Stable",0.773393960155445
"ENSG00000232562.1",10.437914563725,-0.488320937076627,0.66368163683971,-0.73577587501425,0.461867105324022,0.773393960155445,"Stable","Stable",0.773393960155445
"ENSG00000259146.4",9.91583144443309,0.535951141928586,0.728531791061415,0.735659237529973,0.461938102434985,0.773444561165639,"Stable","Stable",0.773444561165639
"ENSG00000126603.9",532.652634806096,0.0720864429172187,0.0980523041463822,0.735183569063313,0.462227704397105,0.773656271558408,"Stable","Stable",0.773656271558408
"ENSG00000149196.17",291.126673357621,-0.0816965251854156,0.11110408752266,-0.735315207631343,0.462147548547341,0.773656271558408,"Stable","Stable",0.773656271558408
"ENSG00000250185.2",34.5798266087692,-0.246082508439366,0.334695081405271,-0.735243874532452,0.462190982918301,0.773656271558408,"Stable","Stable",0.773656271558408
"ENSG00000289340.2",16.7120860129709,-0.381617367104992,0.519034743919823,-0.73524435806159,0.462190688492133,0.773656271558408,"Stable","Stable",0.773656271558408
"ENSG00000188167.9",32.4337005218553,0.308976189185897,0.420405686047253,0.734947693241162,0.462371350606092,0.773691875337075,"Stable","Stable",0.773691875337075
"ENSG00000126803.10",23.1827395676774,0.248112035023281,0.337530714564306,0.735079873674756,0.462290850868358,0.773691875337075,"Stable","Stable",0.773691875337075
"ENSG00000223566.1",61.9019609319367,0.201352889419081,0.273960669768839,0.73497005825317,0.462357729450441,0.773691875337075,"Stable","Stable",0.773691875337075
"ENSG00000261526.3",65.3709868921771,0.279575324340234,0.380616532196737,0.73453279269468,0.462624081655182,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000123096.12",45.1442639230502,0.272543875510828,0.371033494949054,0.734553292953379,0.462611592390973,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000163710.9",28.1184937625415,0.250991485093969,0.341785629145117,0.734353535348327,0.462733297672209,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000215039.9",56.7214721746691,0.183199694878505,0.249491355614383,0.734292755063067,0.462770332504656,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000224059.1",91.9151381389646,0.159036798830748,0.216484462848687,0.734633778045806,0.462562560702331,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000186132.15",176.48751755312,0.0893814070700016,0.121718504247713,0.734328832106735,0.462748349728821,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000116199.12",2674.75215507674,0.0489821184530062,0.0667084190716785,0.734271912520886,0.462783032727875,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000142892.15",1143.46062300256,-0.0566284133152683,0.0771096190441052,-0.734388446179172,0.462712026443564,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000230956.2",637.451378160859,-0.0882891457809783,0.120228192122498,-0.73434644755385,0.462737616344044,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000232040.4",20.3779562566735,-0.285979125605931,0.389407617782843,-0.734395303394937,0.462707848394407,0.773698173798995,"Stable","Stable",0.773698173798995
"ENSG00000100344.11",547.779674489867,-0.0752484032389173,0.102496623446766,-0.73415494782615,0.462854307761135,0.773727622304428,"Stable","Stable",0.773727622304428
"ENSG00000142408.7",120.774232515838,-0.102546449218411,0.139688291598942,-0.734109122852122,0.462882233895099,0.773727622304428,"Stable","Stable",0.773727622304428
"ENSG00000163510.14",558.713444357282,0.0801042751288354,0.109204639049234,0.733524471361704,0.463238607995083,0.774050451752509,"Stable","Stable",0.774050451752509
"ENSG00000104290.11",607.616902832709,0.052587432322995,0.0716868540408236,0.733571489872439,0.463209942225973,0.774050451752509,"Stable","Stable",0.774050451752509
"ENSG00000171155.8",166.280223912927,-0.102875832961585,0.140240008411542,-0.733569786017767,0.463210980997556,0.774050451752509,"Stable","Stable",0.774050451752509
"ENSG00000289486.2",20.518839704143,-0.435743608275099,0.593902740968346,-0.733695230240271,0.463134506177571,0.774050451752509,"Stable","Stable",0.774050451752509
"ENSG00000152078.10",69.921369112717,0.179375986533575,0.244591208022328,0.733370540928031,0.463332461658372,0.774139076838826,"Stable","Stable",0.774139076838826
"ENSG00000196586.17",1248.31412989452,-0.0346230316441261,0.0472191216453554,-0.73324175540931,0.463410992235667,0.774202086649686,"Stable","Stable",0.774202086649686
"ENSG00000076864.21",14.5910224786222,0.497555736529155,0.679277753036232,0.73247759742636,0.463877111500821,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000274422.1",25.6429005156924,0.327010199184779,0.446550814018511,0.732302324660466,0.463984060763558,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000079277.22",499.487955233713,0.0735654902365816,0.100406198736136,0.732678770460267,0.463754375139425,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000134255.16",500.814532376585,0.0678068424702418,0.0925349210769607,0.732770306399756,0.463698534735109,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000051596.10",915.392330692356,-0.0430182856118909,0.0587291228721589,-0.732486431059644,0.463871721691019,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000279483.2",1513.99472949117,-0.0658537446412808,0.0899119402982557,-0.732424908447431,0.46390926021751,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000168434.13",499.23170019004,-0.0861982981176563,0.117673283507641,-0.732522247601418,0.463849868713325,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000177663.15",506.001439526751,-0.0948464479041183,0.129443704693561,-0.73272352741026,0.463727071229838,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000227267.3",196.469157585993,-0.101585321142169,0.13860913981176,-0.732890495389615,0.46362522056783,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000132256.20",320.609229271305,-0.129827630823177,0.177285246136579,-0.732309279268277,0.463979816886771,0.774477310613605,"Stable","Stable",0.774477310613605
"ENSG00000290989.1",41.0972555069095,0.21796903738476,0.297709206970334,0.73215417018151,0.464074473491193,0.77449190837725,"Stable","Stable",0.77449190837725
"ENSG00000113742.14",760.705001091159,0.0991951517731414,0.135476277991123,0.732195726396036,0.464049112412917,0.77449190837725,"Stable","Stable",0.77449190837725
"ENSG00000261835.1",27.1617664248478,0.267927041829414,0.365987585382133,0.732065929366615,0.464128327976599,0.77451363687596,"Stable","Stable",0.77451363687596
"ENSG00000171428.15",67.7665758185572,-0.152783855582563,0.208731853058442,-0.731962339929909,0.464191554359362,0.774550999519135,"Stable","Stable",0.774550999519135
"ENSG00000164941.14",817.607364635938,0.0660238821069986,0.0902256514290494,0.731763983537627,0.464312635654006,0.77458214146241,"Stable","Stable",0.77458214146241
"ENSG00000241334.2",287.677517124446,-0.181734388214555,0.248354150747767,-0.731754986447268,0.464318128101178,0.77458214146241,"Stable","Stable",0.77458214146241
"ENSG00000255306.1",9.59628951251028,-0.40012409065619,0.546818511797827,-0.731731062543336,0.464332733085232,0.77458214146241,"Stable","Stable",0.77458214146241
"ENSG00000182718.18",10589.6412126625,0.0354372337851361,0.0484369585033976,0.731615586115929,0.464403232339905,0.774596874554848,"Stable","Stable",0.774596874554848
"ENSG00000225484.7",226.541896034521,-0.140004019616169,0.191371390455782,-0.731582810172024,0.464423243393142,0.774596874554848,"Stable","Stable",0.774596874554848
"ENSG00000164151.12",4793.48360271143,0.0640916715890291,0.087664302594899,0.731103421710886,0.464715984469127,0.775016976824578,"Stable","Stable",0.775016976824578
"ENSG00000152990.14",1783.2414994806,0.0466685498773635,0.0638547662095261,0.73085460409064,0.464867966708347,0.775134129631404,"Stable","Stable",0.775134129631404
"ENSG00000167085.14",1715.18841013324,-0.0591311102339314,0.0809013418762227,-0.730903948718189,0.464837823932582,0.775134129631404,"Stable","Stable",0.775134129631404
"ENSG00000213145.10",32.4875917706674,0.340995587159947,0.466886007030752,0.730361548697017,0.465169215384417,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000165671.22",1697.41289316412,0.0789034718720821,0.108042360681494,0.730301257528864,0.46520605973491,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000136444.10",1291.27952645715,0.0495962581453976,0.0678893429708785,0.730545560982557,0.465056774234444,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000055130.18",1782.84197720309,-0.066851497154132,0.0915087157756743,-0.730547867353015,0.465055365017128,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000159917.17",65.9639204530524,-0.174322151410547,0.238677214421881,-0.730367797499174,0.465165396790921,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000259369.1",19.1142811921813,-0.310519592396246,0.425097992879807,-0.730465910442544,0.465105443033506,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000243479.3",16.9794724843906,-0.372648656353757,0.510205604055239,-0.730389187009815,0.46515232596234,0.77522081663961,"Stable","Stable",0.77522081663961
"ENSG00000181894.15",518.497145734804,0.0939616641862108,0.128683438994039,0.730176819338529,0.465282109904591,0.775279432360571,"Stable","Stable",0.775279432360571
"ENSG00000159147.18",767.409468060106,-0.0592186826036643,0.0811185436051784,-0.730026452297942,0.465374015663291,0.775307730458049,"Stable","Stable",0.775307730458049
"ENSG00000117758.14",700.002750660347,-0.0662244886317292,0.0907248898493923,-0.72994840491584,0.465421722939598,0.775307730458049,"Stable","Stable",0.775307730458049
"ENSG00000242667.1",39.259986804389,-0.228847971455727,0.31350915014691,-0.729956275115064,0.465416912075017,0.775307730458049,"Stable","Stable",0.775307730458049
"ENSG00000228595.1",17.5638340911344,-0.340012920659903,0.465849934541999,-0.729876501955908,0.465465676779216,0.77531285601751,"Stable","Stable",0.77531285601751
"ENSG00000176809.11",34.6223794054688,0.254757604782674,0.34913079817017,0.729691010125387,0.465579077451778,0.775433646121169,"Stable","Stable",0.775433646121169
"ENSG00000226972.2",64.615797203165,0.209297501815883,0.286981142245668,0.729307508424075,0.465813580389854,0.775687987643053,"Stable","Stable",0.775687987643053
"ENSG00000172757.13",15853.8939529329,-0.0643848771660429,0.0882775387995683,-0.729346083291096,0.465789989731277,0.775687987643053,"Stable","Stable",0.775687987643053
"ENSG00000140367.12",802.516623959018,-0.0842367185500819,0.115516398382142,-0.729218706000659,0.465867890491725,0.775703774838215,"Stable","Stable",0.775703774838215
"ENSG00000198429.10",82.4061031075787,-0.21040519111963,0.288559014717811,-0.729158267071958,0.465904855958082,0.775703774838215,"Stable","Stable",0.775703774838215
"ENSG00000175066.16",594.570177498155,0.120664387056596,0.165655545422443,0.728405359137758,0.466365483658626,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000100154.15",1356.33050723661,0.0918887475441495,0.126198045110611,0.728131307134038,0.466533210908319,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000186395.9",815.050471821448,0.0822232600447564,0.11280302389087,0.728910070037682,0.466056674523674,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000185800.12",887.673984231407,0.0730713807235053,0.100318199771872,0.728396052657172,0.466371178927727,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000164190.19",3167.68719210512,0.0729324031650997,0.100142765601487,0.728284292200701,0.46643957577582,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000228502.1",5700.69310123588,0.0477416149011298,0.0655164477123781,0.728696633717367,0.466187252426645,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000090581.11",948.362477542937,-0.0757998498434253,0.104032506989804,-0.728616968260257,0.466235996048778,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000121775.18",357.583322706539,-0.0768990150555922,0.10555691260192,-0.728507618876618,0.466302906504908,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000102384.14",534.52569315414,-0.0809680214458214,0.111187705848892,-0.728210199388947,0.46648492328007,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000186222.5",407.786484682385,-0.0978279212461067,0.134343308974938,-0.728193476791294,0.466495158458441,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000169203.18",241.313995369307,-0.2104427607607,0.288959816442533,-0.728276904905053,0.466444096960481,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000220739.2",20.0502245206789,-0.305944267707087,0.41975978942683,-0.728855586965213,0.466090004714411,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000275110.1",11.0574342125667,-0.514470213220923,0.706052683928415,-0.728656975508479,0.466211517103488,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000251308.1",11.2962444758185,-0.522970611126341,0.7174613922082,-0.728918122711446,0.466051748387475,0.775796546668252,"Stable","Stable",0.775796546668252
"ENSG00000225673.3",130.375909246,0.150788840024798,0.207162413987615,0.727877403638542,0.466688636597015,0.775918949012585,"Stable","Stable",0.775918949012585
"ENSG00000245205.3",423.727479983491,0.102204190310594,0.140409523857465,0.727900697208731,0.466674376363684,0.775918949012585,"Stable","Stable",0.775918949012585
"ENSG00000224219.1",18.1210591420582,-0.269060798718458,0.369714642512033,-0.727752617235605,0.466765034465892,0.775977947998473,"Stable","Stable",0.775977947998473
"ENSG00000198589.15",1129.81442952944,0.0667762207366515,0.0917656219512704,0.727682320641941,0.466808075142378,0.775981486522829,"Stable","Stable",0.775981486522829
"ENSG00000291132.1",14.8958234772822,0.268722950086848,0.369446627152976,0.727366093873091,0.467001719348945,0.776099326285064,"Stable","Stable",0.776099326285064
"ENSG00000121060.19",1241.91834403791,-0.0661057843499334,0.0908822625719423,-0.727378285697984,0.466994252753492,0.776099326285064,"Stable","Stable",0.776099326285064
"ENSG00000270929.1",23.5914550986122,-0.25538721736146,0.35109777118977,-0.727396293334548,0.46698322452255,0.776099326285064,"Stable","Stable",0.776099326285064
"ENSG00000077522.15",23.1463583954375,0.439285022390087,0.604128598840387,0.727138266973764,0.467141258736085,0.776263207854154,"Stable","Stable",0.776263207854154
"ENSG00000233247.3",559.002849783711,0.0807523136868341,0.111074325083217,0.727011517975323,0.467218899953466,0.776324211600297,"Stable","Stable",0.776324211600297
"ENSG00000118193.12",1043.72612705979,0.108180946748235,0.148913653995891,0.726467612910905,0.467552155019631,0.776809891753446,"Stable","Stable",0.776809891753446
"ENSG00000185129.8",1441.59678990474,0.0891832339618313,0.122777184037846,0.726382793844991,0.467604136224612,0.776828208090761,"Stable","Stable",0.776828208090761
"ENSG00000289725.1",42.6536217825703,0.334109360898544,0.460073831126445,0.72620813942082,0.467711182946991,0.776937993252371,"Stable","Stable",0.776937993252371
"ENSG00000140455.17",556.879499220523,0.0791645623123143,0.109073208503906,0.725792918335936,0.467965728897815,0.777224691769252,"Stable","Stable",0.777224691769252
"ENSG00000043514.17",310.654053161007,-0.138237059965237,0.190453721263224,-0.725830186190905,0.46794287918382,0.777224691769252,"Stable","Stable",0.777224691769252
"ENSG00000160051.12",195.075669713206,-0.163263556948441,0.224977479723868,-0.725688442900272,0.468029788302929,0.777263023793158,"Stable","Stable",0.777263023793158
"ENSG00000122958.15",1273.09605098883,-0.0875678628107331,0.120697735848588,-0.725513715688788,0.468136933634282,0.77730484288203,"Stable","Stable",0.77730484288203
"ENSG00000132423.12",149.606267363021,-0.215794665710828,0.297432137713408,-0.725525719479439,0.46812957229632,0.77730484288203,"Stable","Stable",0.77730484288203
"ENSG00000237877.8",20.3458203448762,0.235428514076443,0.324715046195201,0.7250311213941,0.468432938216094,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000139192.12",49.0755940255463,0.158511947352325,0.218648995838013,0.724960783582832,0.468476089345528,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000165905.18",71.4605489053019,0.132833175969747,0.183209995836712,0.725032361706597,0.468432177323831,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000196510.14",1414.76724135365,-0.0549837847141084,0.0758087043009614,-0.725296457987492,0.468270178241217,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000164221.13",667.349403775981,-0.0828853899587044,0.114297774977847,-0.725170634115751,0.468347355889463,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000109270.13",545.22119562459,-0.0977006745908992,0.134714076969512,-0.725244731573303,0.468301905255173,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000158715.6",146.342422607104,-0.100912927266542,0.139214548319534,-0.724873430863851,0.468529681913678,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000232134.1",297.638824039849,-0.152752840671313,0.210692580513807,-0.725003416346228,0.468449934560016,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000283047.1",18.1249651929556,-0.252505860569176,0.348344439435657,-0.724874095818075,0.468529273938693,0.777344513370953,"Stable","Stable",0.777344513370953
"ENSG00000102054.18",4627.8316600653,0.0475472278308645,0.0656036222610843,0.724765282649176,0.468596037618749,0.777353042525978,"Stable","Stable",0.777353042525978
"ENSG00000173846.13",705.302876098808,-0.0747750915764591,0.103176274001754,-0.724731458854465,0.468616791703592,0.777353042525978,"Stable","Stable",0.777353042525978
"ENSG00000267319.1",91.6463543595822,-0.154386840174325,0.213069742107937,-0.724583597121529,0.468707524780977,0.777367578044841,"Stable","Stable",0.777367578044841
"ENSG00000213983.12",325.810911241222,-0.172385448573931,0.237900955927695,-0.724610155103051,0.468691227167972,0.777367578044841,"Stable","Stable",0.777367578044841
"ENSG00000179295.19",4271.41560516889,-0.0601243682536836,0.0830173586779838,-0.724238511211856,0.468919319258091,0.777514881402939,"Stable","Stable",0.777514881402939
"ENSG00000227738.1",175.200983890057,-0.114174633069734,0.157641832098843,-0.724266088192541,0.468902392099622,0.777514881402939,"Stable","Stable",0.777514881402939
"ENSG00000243592.1",17.8178816296843,-0.319498098865256,0.441148771187563,-0.724241162465836,0.46891769186451,0.777514881402939,"Stable","Stable",0.777514881402939
"ENSG00000236768.1",45.0696381875464,0.178439874520639,0.24641633717498,0.724139789456933,0.468979918902256,0.7775473882709,"Stable","Stable",0.7775473882709
"ENSG00000239523.8",52.943730272088,-0.191898283505224,0.265077432552791,-0.723932934075809,0.469106909649457,0.777689953266432,"Stable","Stable",0.777689953266432
"ENSG00000164919.11",1044.65809319675,0.0919256440548174,0.127089711901169,0.723313025733376,0.469487591947372,0.778117018216167,"Stable","Stable",0.778117018216167
"ENSG00000135766.9",250.280986832572,0.0752858934107937,0.10406895890772,0.723423143663337,0.469419956660893,0.778117018216167,"Stable","Stable",0.778117018216167
"ENSG00000103274.11",226.473293984528,-0.119143585570434,0.16470836373386,-0.723360871722028,0.469458203908242,0.778117018216167,"Stable","Stable",0.778117018216167
"ENSG00000142444.7",566.06581272549,0.105608826773455,0.146088724572521,0.722908815053888,0.469735907460626,0.778392535104464,"Stable","Stable",0.778392535104464
"ENSG00000143590.14",86.8257937033363,-0.156929499166029,0.217070216546063,-0.722943486504187,0.469714605180228,0.778392535104464,"Stable","Stable",0.778392535104464
"ENSG00000226976.3",2947.41060958038,-0.0506583535761919,0.0700892519652609,-0.722769214334036,0.469821684114769,0.778466662235069,"Stable","Stable",0.778466662235069
"ENSG00000185090.15",981.223985996751,-0.112107829496722,0.155128336242822,-0.72267795950083,0.469877759666154,0.778491567748772,"Stable","Stable",0.778491567748772
"ENSG00000108061.13",1213.85868227743,0.0677782631579038,0.0938048515155032,0.722545391447072,0.469959228533954,0.778558536780811,"Stable","Stable",0.778558536780811
"ENSG00000237666.2",14.3885170152906,0.364543506651255,0.504783948039426,0.722177295984029,0.470185480213097,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000249602.1",32.0255037696765,0.29519820000974,0.408863141598213,0.721997582995215,0.470295963535744,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000105613.10",301.014219729556,0.103800333730932,0.14379680804027,0.721854227124864,0.470384105635617,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000224040.1",141.161711768173,-0.104249407384621,0.14441666452973,-0.7218654974763,0.470377175749859,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000113838.13",274.716521604293,-0.105954394339754,0.146719668520701,-0.722155355229718,0.470198968104924,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000275296.1",10.4562302418349,-0.306109858634849,0.424042397505483,-0.721885029505548,0.470365166077645,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000237456.3",10.0333304401091,-0.315159872410136,0.436419426438639,-0.72214904588911,0.470202846757886,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000104728.16",20.6993330413252,-0.394453927807784,0.546287134951959,-0.722063366625817,0.470255519641906,0.778718279793204,"Stable","Stable",0.778718279793204
"ENSG00000253153.1",107.132702662973,0.108455854570621,0.15026736337163,0.721752562480226,0.470446619488337,0.778753799252512,"Stable","Stable",0.778753799252512
"ENSG00000198937.9",198.266660027161,0.156648867382939,0.217060023496246,0.721684559228144,0.470488437424215,0.778755056516719,"Stable","Stable",0.778755056516719
"ENSG00000268364.3",15.3428571810757,-0.283089640272133,0.392329485842175,-0.721560959570633,0.470564449081791,0.77881290625954,"Stable","Stable",0.77881290625954
"ENSG00000230360.1",428.935679356326,-0.0681381502727204,0.0944475277793858,-0.721439214712747,0.470639326697131,0.778823877311548,"Stable","Stable",0.778823877311548
"ENSG00000258301.3",48.8748626676547,-0.258897831872866,0.35887420920945,-0.721416655833758,0.470653201968944,0.778823877311548,"Stable","Stable",0.778823877311548
"ENSG00000229666.2",22.522347595294,-0.250849318641325,0.34778355047702,-0.721279998140395,0.47073726073525,0.778895020881574,"Stable","Stable",0.778895020881574
"ENSG00000176593.8",69.2009671607328,0.225140730867915,0.312205608077787,0.721129681987713,0.470829730451297,0.778980067818366,"Stable","Stable",0.778980067818366
"ENSG00000227667.1",28.4637048673029,0.363369936762695,0.504424717464095,0.72036504989183,0.471300262960019,0.779591456287446,"Stable","Stable",0.779591456287446
"ENSG00000183060.16",219.253902501579,-0.0967271925430019,0.134272436236138,-0.720380111171085,0.471290992180351,0.779591456287446,"Stable","Stable",0.779591456287446
"ENSG00000232699.3",167.321905294553,-0.0969525877036709,0.134594905524887,-0.720328806841385,0.471322572322884,0.779591456287446,"Stable","Stable",0.779591456287446
"ENSG00000014914.21",2274.13357162986,0.0539630427968166,0.0749327617460885,0.720152861570373,0.471430883483734,0.779702613100451,"Stable","Stable",0.779702613100451
"ENSG00000136213.10",607.029732806655,-0.0852475350833128,0.118387567451217,-0.720071684203159,0.471480860552915,0.779717279807058,"Stable","Stable",0.779717279807058
"ENSG00000104154.7",135.100378198353,0.207422164008352,0.288106865837151,0.719948701693194,0.471556580638599,0.77977451307518,"Stable","Stable",0.77977451307518
"ENSG00000256678.1",99.2512616016926,0.182905258349985,0.254128069776964,0.719736542722387,0.471687222252455,0.779922547682182,"Stable","Stable",0.779922547682182
"ENSG00000254272.1",315.309884220447,-0.0733251724970213,0.101902975065043,-0.719558702287338,0.471796746833925,0.780035643061285,"Stable","Stable",0.780035643061285
"ENSG00000225855.7",38.5650098444191,-0.272121329173288,0.37835755017388,-0.719217388547502,0.47200698713714,0.780315220520365,"Stable","Stable",0.780315220520365
"ENSG00000197746.15",33997.6973094446,0.0532995256820196,0.074117083893237,0.719126048709576,0.472063258834644,0.780340232727618,"Stable","Stable",0.780340232727618
"ENSG00000126254.12",1900.98325211531,-0.069747429692824,0.0970213465142984,-0.718887463415539,0.472210261418218,0.780515209439594,"Stable","Stable",0.780515209439594
"ENSG00000271971.1",19.6052284128113,-0.463395615312727,0.644710692557065,-0.718765208429842,0.472285597704387,0.780571708928121,"Stable","Stable",0.780571708928121
"ENSG00000104164.12",1696.99483315655,-0.0899188363942788,0.125148028941186,-0.718499821012254,0.472449158214101,0.780773998766826,"Stable","Stable",0.780773998766826
"ENSG00000214652.6",22.7828567829376,0.464488455955773,0.647185164091025,0.7177056609574,0.472938792071836,0.781015133952557,"Stable","Stable",0.781015133952557
"ENSG00000176857.5",120.79815171966,0.125249227113828,0.17457267786802,0.717461796676563,0.473089200926922,0.781015133952557,"Stable","Stable",0.781015133952557
"ENSG00000171604.12",3248.4721631402,0.0464018111694963,0.0646144765684437,0.718133360104598,0.47267506244089,0.781015133952557,"Stable","Stable",0.781015133952557
"ENSG00000106397.12",5212.20590927823,0.0381184909015304,0.0531204648739678,0.717585792819573,0.473012720189601,0.781015133952557,"Stable","Stable",0.781015133952557
"ENSG00000165280.18",8721.94085409097,-0.0607760428771492,0.0847080920272347,-0.717476234237562,0.473080295499027,0.781015133952557,"Stable","Stable",0.781015133952557
