"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change","Sig","pSelected"
"ENSG00000184221.13",289.155735818348,-0.511312799427433,0.12347441553126,-4.14104247610699,3.45730923572614e-05,0.000822770191643887,"Stable","Sig",0.000822770191643887
"ENSG00000142552.8",253.481767017685,0.575575119792323,0.139036539158723,4.13973997968441,3.47699701774914e-05,0.000826418576887819,"Stable","Sig",0.000826418576887819
"ENSG00000128165.9",481.739048037131,-0.33130000001653,0.0800915952100699,-4.13651393941615,3.52621943720519e-05,0.000837068886927043,"Stable","Sig",0.000837068886927043
"ENSG00000102996.5",639.229693534552,0.474882140728179,0.114815321671614,4.13605199910861,3.533321577964e-05,0.00083770637961554,"Stable","Sig",0.00083770637961554
"ENSG00000106771.13",3049.20599899025,0.223726515389806,0.0541163447140375,4.13417640404254,3.56229786246817e-05,0.000843521892102794,"Stable","Sig",0.000843521892102794
"ENSG00000267534.4",340.08587505804,0.384571481745022,0.0930542158090782,4.13276796114276,3.58420525344728e-05,0.000847651135188711,"Stable","Sig",0.000847651135188711
"ENSG00000243927.6",8386.39931691724,0.14130552043225,0.0341995455857579,4.13179526253983,3.59940955038081e-05,0.000850186811233783,"Stable","Sig",0.000850186811233783
"ENSG00000151892.16",5092.85142041106,0.208972467935337,0.0505875136090895,4.13091004136224,3.61329969436241e-05,0.000852406160484723,"Stable","Sig",0.000852406160484723
"ENSG00000112339.15",1428.12335177969,0.228452584973176,0.0553294393971919,4.12895173820919,3.64420878885625e-05,0.000858629914263808,"Stable","Sig",0.000858629914263808
"ENSG00000104635.15",3808.34865845882,0.169197308596759,0.0409967534071345,4.12709042875855,3.67381954388002e-05,0.000864532695890475,"Stable","Sig",0.000864532695890475
"ENSG00000157557.13",1651.66978120479,0.232689533585711,0.0563950053530644,4.12606634450948,3.69020852162145e-05,0.000867313321308476,"Stable","Sig",0.000867313321308476
"ENSG00000113721.14",748.560373060919,0.332555186674004,0.0806232313904251,4.12480597637642,3.71047417017216e-05,0.000870997074079892,"Stable","Sig",0.000870997074079892
"ENSG00000272405.1",126.324816401501,-0.622126071322422,0.150915524858169,-4.12234640476584,3.75032666621813e-05,0.000879263855107036,"Stable","Sig",0.000879263855107036
"ENSG00000189337.17",786.609433164367,0.278119991224574,0.0674982022826201,4.12040590444268,3.78205505276786e-05,0.000883426578643448,"Stable","Sig",0.000883426578643448
"ENSG00000159259.8",496.405111883206,-0.366118706501883,0.0888505892934533,-4.12061089761235,3.77869128811296e-05,0.000883426578643448,"Stable","Sig",0.000883426578643448
"ENSG00000164161.10",198.167442398988,-0.636186640696532,0.154393830877487,-4.12054443549208,3.77978156408404e-05,0.000883426578643448,"Stable","Sig",0.000883426578643448
"ENSG00000141568.21",4122.37241093269,0.140620008015923,0.0341734280834716,4.11489323437046,3.87358666661654e-05,0.000903693952099826,"Stable","Sig",0.000903693952099826
"ENSG00000100364.19",4135.6226004761,0.209841587571065,0.0510270314467066,4.1123612646412,3.91632820915196e-05,0.000911640403527997,"Stable","Sig",0.000911640403527997
"ENSG00000105576.16",3927.57881374204,0.159242362709943,0.0387233711491596,4.11230628905094,3.91726118455907e-05,0.000911640403527997,"Stable","Sig",0.000911640403527997
"ENSG00000291080.1",168.155844974492,-0.649474563708781,0.157962580476688,-4.11157225811863,3.92973844802693e-05,0.000913423396369202,"Stable","Sig",0.000913423396369202
"ENSG00000104921.15",54.969485239919,-1.25226485233765,0.304638364943633,-4.11066036468965,3.94529160829127e-05,0.000915916106908941,"Down","Sig",0.000915916106908941
"ENSG00000166912.17",558.340008049859,-0.324630789561018,0.0790338530185431,-4.10749036219773,3.99981462655587e-05,0.000926517550187759,"Stable","Sig",0.000926517550187759
"ENSG00000198498.10",278.53180855262,-0.511231480486856,0.124464817593905,-4.10743767089962,4.00072691307943e-05,0.000926517550187759,"Stable","Sig",0.000926517550187759
"ENSG00000181798.4",25.609572122657,-1.26618334820205,0.308386774155917,-4.10582895997311,4.02867504667449e-05,0.000931852190369207,"Down","Sig",0.000931852190369207
"ENSG00000130477.16",588.965787827707,0.415692844738097,0.10127185489097,4.10472233559496,4.04800788524015e-05,0.000935183502549937,"Stable","Sig",0.000935183502549937
"ENSG00000130600.22",53.4966936721073,1.50313402586071,0.366449621290002,4.10188451162609,4.09798811306509e-05,0.000945578352074278,"Up","Sig",0.000945578352074278
"ENSG00000136451.9",2433.62662405735,0.161088930419313,0.0393062651833073,4.09830162362323,4.16192715549618e-05,0.000959164913223523,"Stable","Sig",0.000959164913223523
"ENSG00000225177.6",878.109655096278,-0.34375995376383,0.0838909324809444,-4.09770095048013,4.17273878897069e-05,0.00096048952197096,"Stable","Sig",0.00096048952197096
"ENSG00000227615.1",6488.86672030732,-0.239804070428205,0.0585521476501638,-4.09556404080994,4.21141787026954e-05,0.000968217730247302,"Stable","Sig",0.000968217730247302
"ENSG00000164951.16",2358.14817629055,0.282403079477554,0.0689652829924384,4.09485856106061,4.2242619043242e-05,0.000969994861250813,"Stable","Sig",0.000969994861250813
"ENSG00000215492.6",3491.38745626259,-0.251388553872795,0.0614140673368889,-4.09333829811002,4.25206640683237e-05,0.000975198833596005,"Stable","Sig",0.000975198833596005
"ENSG00000091490.11",673.606541563535,0.25705370290323,0.0628439012049744,4.09035241247695,4.30718224682973e-05,0.000986646445357723,"Stable","Sig",0.000986646445357723
"ENSG00000254635.6",343.451312242135,-0.4415459894651,0.107991065645485,-4.08872703335123,4.33746896787956e-05,0.000992385692566605,"Stable","Sig",0.000992385692566605
"ENSG00000187688.15",536.796914013321,0.444572684450256,0.108796833325607,4.08626492941886,4.38373197328282e-05,0.00100021726864275,"Stable","Sig",0.00100021726864275
"ENSG00000101236.17",1407.88183381723,0.377706561819048,0.0924322030776296,4.08630920007207,4.38289600963591e-05,0.00100021726864275,"Stable","Sig",0.00100021726864275
"ENSG00000249853.9",935.934912009624,-0.231362380744844,0.0566258759184251,-4.08580665627395,4.39239444511755e-05,0.00100021726864275,"Stable","Sig",0.00100021726864275
"ENSG00000206053.13",2069.03255800412,-0.260398912933346,0.0637328870883144,-4.08578560975141,4.39279266504674e-05,0.00100021726864275,"Stable","Sig",0.00100021726864275
"ENSG00000127564.17",1329.36370642206,-0.323120555955364,0.0791347228312527,-4.08317037571975,4.44254273821885e-05,0.00101033223160428,"Stable","Sig",0.00101033223160428
"ENSG00000223899.1",486.654116502494,0.379678802660466,0.0930355761297024,4.08100662623027,4.48410765623467e-05,0.00101734533392109,"Stable","Sig",0.00101734533392109
"ENSG00000142875.21",932.373528247988,-0.300932273782191,0.0737373904402675,-4.08113539122283,4.48162383663917e-05,0.00101734533392109,"Stable","Sig",0.00101734533392109
"ENSG00000214192.3",699.524633859317,-0.323830310157316,0.0793883897777204,-4.07906384124944,4.52174193557079e-05,0.001024658056057,"Stable","Sig",0.001024658056057
"ENSG00000111801.16",244.164349926022,0.531450742633213,0.130389625548587,4.07586677542209,4.58432611722483e-05,0.00103760039934849,"Stable","Sig",0.00103760039934849
"ENSG00000015532.10",1527.48233564604,0.176499113890916,0.0433135817521314,4.07491384344428,4.60313858559173e-05,0.00104061656201333,"Stable","Sig",0.00104061656201333
"ENSG00000241472.8",60.3570197049161,-0.771566850144861,0.189712424738131,-4.0670338340248,4.76153320405116e-05,0.00107514286049093,"Stable","Sig",0.00107514286049093
"ENSG00000221914.11",2153.64913999217,0.265772621957262,0.0654038168906169,4.06356440025125,4.83289801090676e-05,0.00108737338757851,"Stable","Sig",0.00108737338757851
"ENSG00000064601.21",4771.08908776508,0.149942895989224,0.0368974207711438,4.06377716532667,4.82849249499587e-05,0.00108737338757851,"Stable","Sig",0.00108737338757851
"ENSG00000178295.15",343.932400996779,-0.490233132625899,0.120624820327835,-4.06411492505058,4.82150665708106e-05,0.00108737338757851,"Stable","Sig",0.00108737338757851
"ENSG00000100225.18",4007.00130837852,0.132569894139194,0.032680828993841,4.05650340645207,4.98128363248906e-05,0.00111810658766178,"Stable","Sig",0.00111810658766178
"ENSG00000178814.17",367.83934424793,-0.532253251030483,0.131201394556104,-4.05676519545592,4.97570593083201e-05,0.00111810658766178,"Stable","Sig",0.00111810658766178
"ENSG00000112079.9",746.136032402948,0.31994380286068,0.07892840470945,4.0535952049006,5.04364599855091e-05,0.00113076635525432,"Stable","Sig",0.00113076635525432
"ENSG00000124225.16",37415.7086330982,-0.181348438399367,0.0447428068688668,-4.0531305720463,5.05367770931737e-05,0.00113167774631195,"Stable","Sig",0.00113167774631195
"ENSG00000214941.8",426.221234214641,-0.3890891288067,0.0960386656711949,-4.05137999458275,5.09164387375264e-05,0.00113883501596069,"Stable","Sig",0.00113883501596069
"ENSG00000128829.12",2616.41653961276,0.156472506908882,0.0386364612901756,4.04986641332678,5.12468787182448e-05,0.00114352888076347,"Stable","Sig",0.00114352888076347
"ENSG00000257727.6",195.296811836893,-0.458440838759681,0.113192661949201,-4.05009327340867,5.11972222309922e-05,0.00114352888076347,"Stable","Sig",0.00114352888076347
"ENSG00000162889.11",2962.5199167755,0.153131144478581,0.0378234376698655,4.0485781809458,5.1529721356816e-05,0.00114848910102788,"Stable","Sig",0.00114848910102788
"ENSG00000116906.13",839.538591594993,-0.260116506128797,0.0642578904627354,-4.04800880103035,5.16552045637915e-05,0.00114993458328807,"Stable","Sig",0.00114993458328807
"ENSG00000162878.13",38.1676195548143,-1.09080281844794,0.269538269852221,-4.04693114282433,5.1893498210289e-05,0.00115388508857509,"Down","Sig",0.00115388508857509
"ENSG00000117408.11",987.095701267322,0.270631241659511,0.0668782408822281,4.04662619843859,5.19611169121507e-05,0.00115403571952314,"Stable","Sig",0.00115403571952314
"ENSG00000173334.4",1012.20202143514,0.297252264989943,0.073558076634007,4.04105542983324,5.32111781591447e-05,0.00118041686098772,"Stable","Sig",0.00118041686098772
"ENSG00000068697.7",4323.77306492372,0.119678835918794,0.0296250027659911,4.03979155256598,5.34987272002718e-05,0.00118402608962375,"Stable","Sig",0.00118402608962375
"ENSG00000134897.14",720.51983176009,-0.305880642621011,0.0757156941230137,-4.03985786782926,5.34836030598491e-05,0.00118402608962375,"Stable","Sig",0.00118402608962375
"ENSG00000144481.17",53.2065114393157,0.885823011841367,0.21943193660037,4.0368919199516,5.41640062811199e-05,0.00119735280551748,"Stable","Sig",0.00119735280551748
"ENSG00000141540.11",425.630707478113,0.584092898792703,0.144712090433071,4.03624118098719,5.43143821606912e-05,0.00119868573391244,"Stable","Sig",0.00119868573391244
"ENSG00000176170.14",894.33168630048,0.342089500816717,0.084757769568634,4.03608427354503,5.43507002248485e-05,0.00119868573391244,"Stable","Sig",0.00119868573391244
"ENSG00000125775.15",64.2394074281334,1.09820901410916,0.272235715742957,4.03403723538642,5.48266242236532e-05,0.00120497865776365,"Up","Sig",0.00120497865776365
"ENSG00000101695.9",115.317552446515,0.719438704335807,0.178340453780956,4.03407465374876,5.48178893646591e-05,0.00120497865776365,"Stable","Sig",0.00120497865776365
"ENSG00000197147.15",264.304530238012,-0.470631454886799,0.116650861245068,-4.03453047721668,5.47115887501257e-05,0.00120497865776365,"Stable","Sig",0.00120497865776365
"ENSG00000224035.1",34.1702202465496,-1.05938487745709,0.262658297979777,-4.03331966134441,5.49943884330936e-05,0.00120726685811399,"Down","Sig",0.00120726685811399
"ENSG00000097046.13",283.487706706805,-0.401819065733752,0.0996369534235521,-4.03283171481205,5.51087448642546e-05,0.0012083786865206,"Stable","Sig",0.0012083786865206
"ENSG00000071575.12",9146.29513839438,0.164761377434366,0.0408654677096683,4.03179962615197,5.53513704907602e-05,0.00121229727955918,"Stable","Sig",0.00121229727955918
"ENSG00000132382.15",1427.96974635478,-0.182272547031339,0.045215653523749,-4.03118240756162,5.54969507434522e-05,0.00121408381170826,"Stable","Sig",0.00121408381170826
"ENSG00000105011.9",705.387532979554,-0.268961129146846,0.0667460767214181,-4.02961705553758,5.58677906674713e-05,0.00122078846266121,"Stable","Sig",0.00122078846266121
"ENSG00000178821.13",25.9440413272703,1.22203463833866,0.303557432311467,4.02571147421218,5.68033043802061e-05,0.00123980238685773,"Up","Sig",0.00123980238685773
"ENSG00000117308.15",762.554997612374,-0.26176391066308,0.0651054171684753,-4.02061644095922,5.80460491163308e-05,0.0012654705903327,"Stable","Sig",0.0012654705903327
"ENSG00000241935.9",38.2968191275527,-1.06775396691274,0.26567155323673,-4.01907526004977,5.84270071882322e-05,0.00127231348489001,"Down","Sig",0.00127231348489001
"ENSG00000278834.2",170.631369798379,-0.533789034148969,0.132906932833693,-4.01626177632812,5.91285749654198e-05,0.00128611431349669,"Stable","Sig",0.00128611431349669
"ENSG00000171385.11",267.634545057838,-0.688313156387653,0.171561272735066,-4.01205438392021,6.01926283923941e-05,0.00130775897218618,"Stable","Sig",0.00130775897218618
"ENSG00000146083.12",1247.73446817911,0.301487483013611,0.0751928529947644,4.00952312628174,6.08414944310338e-05,0.00132034396438606,"Stable","Sig",0.00132034396438606
"ENSG00000151366.13",274.57210190699,-0.450031414281473,0.112311303910634,-4.00700017372749,6.14948178823523e-05,0.0013329968123138,"Stable","Sig",0.0013329968123138
"ENSG00000105186.16",834.313662643498,0.238570350952513,0.0595454274100991,4.00652680363583,6.16181356816178e-05,0.00133414518204708,"Stable","Sig",0.00133414518204708
"ENSG00000130713.17",847.433199792423,-0.283826120173046,0.0708517443782154,-4.00591577051296,6.17776623054015e-05,0.00133607402616482,"Stable","Sig",0.00133607402616482
"ENSG00000096968.14",504.009236133065,0.349504895805269,0.0872886787128394,4.00401175684035,6.227726752226e-05,0.00134534502630377,"Stable","Sig",0.00134534502630377
"ENSG00000108666.11",628.25259315858,-0.360267005026695,0.0900786350472499,-3.99947229259991,6.34838792391458e-05,0.00136829401991918,"Stable","Sig",0.00136829401991918
"ENSG00000278709.2",311.473927671438,-0.440790041372513,0.110204921530269,-3.99973100340575,6.34145221645198e-05,0.00136829401991918,"Stable","Sig",0.00136829401991918
"ENSG00000176533.13",560.13477356267,0.295447417352893,0.0738792129071599,3.99906016492306,6.35945137468291e-05,0.00136912274941669,"Stable","Sig",0.00136912274941669
"ENSG00000141401.12",728.400451087398,0.271726080986608,0.0679551966926042,3.99860634964773,6.37165502953492e-05,0.00137019479529693,"Stable","Sig",0.00137019479529693
"ENSG00000114737.16",53.2346655326026,0.931851538324183,0.233119894374723,3.9973059391761,6.40674756572866e-05,0.00137618098617413,"Stable","Sig",0.00137618098617413
"ENSG00000204054.14",829.380188251141,-0.329001618532205,0.0823885323813828,-3.99329383620079,6.51617362769669e-05,0.00139810254747198,"Stable","Sig",0.00139810254747198
"ENSG00000171724.3",5686.06938722841,0.14918396920063,0.0373726774984486,3.99179237845141,6.55757738997066e-05,0.00140539627520422,"Stable","Sig",0.00140539627520422
"ENSG00000146072.6",2495.47641276453,0.348375763810165,0.0872935377768336,3.99085399311905,6.58358033133975e-05,0.00140937661562665,"Stable","Sig",0.00140937661562665
"ENSG00000034677.13",1786.15789419828,0.349840503042293,0.0876905866132811,3.98948754425721,6.62161960694473e-05,0.00141592174842075,"Stable","Sig",0.00141592174842075
"ENSG00000163032.12",2119.94121047025,0.389572462526291,0.0977472174133916,3.98550948901916,6.73354861270367e-05,0.00143661660896682,"Stable","Sig",0.00143661660896682
"ENSG00000137871.21",262.307847152512,-0.470644516969209,0.118082948482166,-3.98571108715404,6.72783352033922e-05,0.00143661660896682,"Stable","Sig",0.00143661660896682
"ENSG00000115468.13",193.593356528575,1.04640086793957,0.262580395718981,3.98506851615628,6.74606574231336e-05,0.00143766998802761,"Up","Sig",0.00143766998802761
"ENSG00000175175.6",309.040357133434,0.561662025131363,0.140957584973208,3.98461725375131,6.75889773588553e-05,0.00143875499397792,"Stable","Sig",0.00143875499397792
"ENSG00000116604.19",571.539591622318,0.361852783833673,0.0908183793728089,3.98435632008219,6.76632812056892e-05,0.00143875499397792,"Stable","Sig",0.00143875499397792
"ENSG00000166938.13",597.107185394283,-0.258056626146085,0.0647985466707847,-3.98244465971077,6.82100105646249e-05,0.00144875618183565,"Stable","Sig",0.00144875618183565
"ENSG00000105486.15",779.132400035472,-0.22843915828466,0.0574142646881463,-3.97878749341231,6.9267617382929e-05,0.00146957371241836,"Stable","Sig",0.00146957371241836
"ENSG00000094975.15",1418.92233487327,0.328999968640216,0.0827506346357019,3.97579994508311,7.01430736040389e-05,0.00148648455536068,"Stable","Sig",0.00148648455536068
"ENSG00000230077.1",712.788515228291,0.339054762308451,0.0853986477610748,3.97025914575423,7.1794500547024e-05,0.00151978380789666,"Stable","Sig",0.00151978380789666
"ENSG00000284196.3",293.053102161836,-0.45233360144163,0.114070318570449,-3.96539263771997,7.32752287049243e-05,0.00154931824988681,"Stable","Sig",0.00154931824988681
"ENSG00000128973.13",235.921692792872,-0.549721948107536,0.138638745552295,-3.96513936935603,7.33530757841703e-05,0.00154931824988681,"Stable","Sig",0.00154931824988681
"ENSG00000087191.14",2831.41251104629,-0.248570207291195,0.0627016680273304,-3.96433165355104,7.36018661801427e-05,0.00155284382184512,"Stable","Sig",0.00155284382184512
"ENSG00000169083.18",2426.26978857642,0.217751422851629,0.0549318486215551,3.96402867035834,7.36953958900392e-05,0.00155308952649597,"Stable","Sig",0.00155308952649597
"ENSG00000178502.6",338.0290627468,0.449737348063908,0.113608000860538,3.95867671869338,7.53661668415495e-05,0.00158653727689641,"Stable","Sig",0.00158653727689641
"ENSG00000144029.14",209.231329771979,0.414177970882488,0.104677377407342,3.95670947382218,7.59892551582357e-05,0.00159704556426834,"Stable","Sig",0.00159704556426834
"ENSG00000145022.5",621.49901823729,-0.358885910542399,0.0907063312579475,-3.95656957530133,7.60337504367748e-05,0.00159704556426834,"Stable","Sig",0.00159704556426834
"ENSG00000173597.9",60.3387413174965,-0.862593845310198,0.218128367330021,-3.9545239157506,7.66872010694679e-05,0.00160898909589004,"Stable","Sig",0.00160898909589004
"ENSG00000103196.12",538.284256562924,0.330479553755478,0.0835928446329604,3.95344308722294,7.70345934966004e-05,0.00161449186171273,"Stable","Sig",0.00161449186171273
"ENSG00000110422.12",1368.9238471168,0.425236724523925,0.107594578881168,3.95221328942208,7.74316761881518e-05,0.00162102273980207,"Stable","Sig",0.00162102273980207
"ENSG00000148358.21",2239.38020917662,0.136606825848734,0.0346176033577665,3.94616647596679,7.94124096872984e-05,0.00166065620125578,"Stable","Sig",0.00166065620125578
"ENSG00000154096.14",3816.78848998562,0.171640529147068,0.0435281480396613,3.9432077144811,8.03989627773632e-05,0.00167943516189234,"Stable","Sig",0.00167943516189234
"ENSG00000100568.11",356.693937826798,-0.342734229390789,0.0869495283100521,-3.94176065186505,8.08856712994633e-05,0.001687588916817,"Stable","Sig",0.001687588916817
"ENSG00000151012.13",865.536510318042,-0.713339760884728,0.180980931298954,-3.94151889795724,8.0967254405202e-05,0.001687588916817,"Stable","Sig",0.001687588916817
"ENSG00000231925.14",1063.88123224317,0.332421035250005,0.0843631687812178,3.94035738643346,8.13603078114837e-05,0.00169272669437615,"Stable","Sig",0.00169272669437615
"ENSG00000204160.12",1271.68708046519,0.280440482187733,0.071173032191526,3.94026323668592,8.13922468113593e-05,0.00169272669437615,"Stable","Sig",0.00169272669437615
"ENSG00000185340.16",4170.02371607401,0.238272524340142,0.0604991484181906,3.938444268556,8.20116377210376e-05,0.00170374012338984,"Stable","Sig",0.00170374012338984
"ENSG00000183762.13",1711.94346397888,0.294251576497133,0.0747205549794205,3.93802718111737,8.21542899359037e-05,0.00170483634268521,"Stable","Sig",0.00170483634268521
"ENSG00000152291.15",2254.07066959366,0.199939002519347,0.050787125582381,3.93680485411659,8.25737020825461e-05,0.00171166711191219,"Stable","Sig",0.00171166711191219
"ENSG00000275993.4",120.975611285653,0.641727748864284,0.163045112986764,3.93589073053897,8.28886833685397e-05,0.001716320586737,"Stable","Sig",0.001716320586737
"ENSG00000260018.2",48.3992153401551,-0.971683187257963,0.246916239101546,-3.93527453193693,8.31016484359295e-05,0.00171885383411589,"Stable","Sig",0.00171885383411589
"ENSG00000114416.19",4086.25275315273,0.142131161280148,0.0361243463635374,3.93449779962276,8.33708325274397e-05,0.0017225431160653,"Stable","Sig",0.0017225431160653
"ENSG00000226608.3",3029.34984511131,0.304972523400755,0.0775214572099088,3.93404012743163,8.35298288545454e-05,0.00172395023273576,"Stable","Sig",0.00172395023273576
"ENSG00000275895.8",344.337514810027,-0.367162869059903,0.0933995156294457,-3.9311003551302,8.45579642990254e-05,0.00174327272702132,"Stable","Sig",0.00174327272702132
"ENSG00000148225.17",123.04590891161,-0.717130411251209,0.182481694219298,-3.92987589423297,8.49897167190031e-05,0.00174837305532466,"Stable","Sig",0.00174837305532466
"ENSG00000233143.4",26.5190143583962,-1.14078013282405,0.29027760982013,-3.92996254010404,8.49590964930786e-05,0.00174837305532466,"Down","Sig",0.00174837305532466
"ENSG00000118523.6",561.016433260396,-0.415028191231671,0.105664031960853,-3.92780952543465,8.57230586813575e-05,0.00176154848755071,"Stable","Sig",0.00176154848755071
"ENSG00000149187.19",4116.9994272387,0.146599765122102,0.0373320822488636,3.92691101837924,8.60437950863344e-05,0.00176492431245504,"Stable","Sig",0.00176492431245504
"ENSG00000238230.3",37.5235387378353,-0.964071216587989,0.24550889069989,-3.92682812357483,8.60734427701226e-05,0.00176492431245504,"Stable","Sig",0.00176492431245504
"ENSG00000073614.13",1366.14919028439,0.200441489994356,0.0510554219104696,3.92595893822694,8.63848924212766e-05,0.00176939768310405,"Stable","Sig",0.00176939768310405
"ENSG00000130635.17",1908.81693963896,0.315931845166353,0.0805383636777854,3.92274973986709,8.75440723424097e-05,0.00178927631478285,"Stable","Sig",0.00178927631478285
"ENSG00000120322.5",853.566553636888,0.303715436194524,0.0774229897915089,3.92280686928256,8.75233090164387e-05,0.00178927631478285,"Stable","Sig",0.00178927631478285
"ENSG00000184347.16",314.17009976113,0.495545475231603,0.126373500994339,3.92127678138632,8.80810193715447e-05,0.00179831291110881,"Stable","Sig",0.00179831291110881
"ENSG00000274414.1",142.599094672195,-0.717950344244092,0.183127429187636,-3.92049594879893,8.83669216639835e-05,0.00180221011096857,"Stable","Sig",0.00180221011096857
"ENSG00000100030.15",5047.08315975721,0.0969868558586439,0.0247443397086483,3.91955724018558,8.87117908996689e-05,0.00180730025563267,"Stable","Sig",0.00180730025563267
"ENSG00000169504.15",15608.6603495425,0.269582905672676,0.0688456554029509,3.91575770605738,9.01207215039605e-05,0.00183403403944809,"Stable","Sig",0.00183403403944809
"ENSG00000114346.14",4132.55685773015,0.165285411763959,0.042236232216181,3.91335597640353,9.10221981920185e-05,0.00185039446206647,"Stable","Sig",0.00185039446206647
"ENSG00000181350.12",522.290263358371,0.475122901717267,0.121428778733812,3.9127701577136,9.12433707465167e-05,0.00185290472478499,"Stable","Sig",0.00185290472478499
"ENSG00000133101.10",1087.98314195002,0.405000182757869,0.103532728312897,3.91180826930279,9.1607627679927e-05,0.00185831216492532,"Stable","Sig",0.00185831216492532
"ENSG00000124098.10",1837.72846347891,-0.300265685875886,0.0767694906785945,-3.91126322738011,9.18146384584614e-05,0.00186052163209577,"Stable","Sig",0.00186052163209577
"ENSG00000106070.20",6261.4110896581,-0.122504525179768,0.0313396220747768,-3.90893434794683,9.27041508089255e-05,0.001876541759224,"Stable","Sig",0.001876541759224
"ENSG00000162512.16",5569.46134828066,0.169570011903692,0.0433843847720924,3.90854941920877,9.28519553421626e-05,0.00187752989016503,"Stable","Sig",0.00187752989016503
"ENSG00000198729.5",212.633622598913,0.672966249679181,0.172196799968704,3.90812285595023,9.30160066166858e-05,0.00187884408679306,"Stable","Sig",0.00187884408679306
"ENSG00000100345.23",35477.2460404405,0.126353684119271,0.0323544876510378,3.90529083575886,9.41121300549516e-05,0.00189694449601729,"Stable","Sig",0.00189694449601729
"ENSG00000179029.15",300.272871628099,-0.460739614559646,0.117971714410361,-3.90550918804975,9.40271854701962e-05,0.00189694449601729,"Stable","Sig",0.00189694449601729
"ENSG00000233401.1",584.305930071456,0.309895416020044,0.0794034624394045,3.90279474596634,9.50883357042303e-05,0.00191458647908932,"Stable","Sig",0.00191458647908932
"ENSG00000108179.14",1718.8664292211,0.152442001709913,0.0390720549516404,3.90156089559638,9.55744111729622e-05,0.00192233282790835,"Stable","Sig",0.00192233282790835
"ENSG00000145860.13",4081.68102112955,-0.207710374159987,0.0532433586140803,-3.90115085837312,9.57364641224515e-05,0.00192355245234167,"Stable","Sig",0.00192355245234167
"ENSG00000006704.11",1723.36160674587,0.186737474114925,0.047884629428862,3.89973727148384,9.6297126445269e-05,0.00193276994421949,"Stable","Sig",0.00193276994421949
"ENSG00000119969.16",581.808598927686,-0.430993368500258,0.110566964738416,-3.89803020748484,9.69783214786816e-05,0.001944384591423,"Stable","Sig",0.001944384591423
"ENSG00000133111.4",158.289631130809,-0.550370858755861,0.141227086820834,-3.89706302909215,9.73662855041911e-05,0.00194920436267287,"Stable","Sig",0.00194920436267287
"ENSG00000157429.16",45.6390255663506,-0.850696427896295,0.218299754947602,-3.89691884033716,9.74242492652438e-05,0.00194920436267287,"Stable","Sig",0.00194920436267287
"ENSG00000229184.2",296.813097843978,-0.356650517609481,0.0915342356623753,-3.89636200082545,9.76484042916276e-05,0.00195163043645869,"Stable","Sig",0.00195163043645869
"ENSG00000158458.21",287.457664924586,-0.40712499177187,0.104501282193293,-3.89588513391465,9.78407534153489e-05,0.00195341638950413,"Stable","Sig",0.00195341638950413
"ENSG00000144730.19",2485.98734971597,0.263873909383255,0.0678485417831043,3.88916109983318,0.000100591330565622,0.00200622057501383,"Stable","Sig",0.00200622057501383
"ENSG00000083857.15",5842.68351330223,0.284163638563476,0.0731132270993745,3.88662421065404,0.000101647925762639,0.00202516408397057,"Stable","Sig",0.00202516408397057
"ENSG00000183248.12",1052.77049761237,0.335450800648348,0.0864153632384718,3.88184216413738,0.000103668157484225,0.00206324652990902,"Stable","Sig",0.00206324652990902
"ENSG00000160710.18",5875.3329430598,0.111305074593784,0.0286766814690199,3.88137918657113,0.000103865747041151,0.00206501218462213,"Stable","Sig",0.00206501218462213
"ENSG00000183250.13",21.9150327705644,-1.84074912542912,0.474390537484346,-3.88023997103833,0.000104353455773931,0.00207253612111429,"Down","Sig",0.00207253612111429
"ENSG00000255062.2",20.7673721837014,-1.32506712827863,0.341569284989949,-3.87935094432634,0.000104735556889753,0.00207794906645183,"Down","Sig",0.00207794906645183
"ENSG00000116350.18",3950.27957197741,0.186248402675457,0.0480888311294022,3.87300748014193,0.000107500526982749,0.00213057732004369,"Stable","Sig",0.00213057732004369
"ENSG00000105755.8",649.746614837664,0.463430075836359,0.119753513792014,3.86986620402001,0.00010889509847213,0.00215596381286106,"Stable","Sig",0.00215596381286106
"ENSG00000101361.17",3490.35170917876,-0.154031364404008,0.0398382917928555,-3.86641488558079,0.000110446985353395,0.00218440872909055,"Stable","Sig",0.00218440872909055
"ENSG00000185624.16",23266.7764301797,0.248128971095356,0.0642021773880316,3.86480616686391,0.00011117745404596,0.00219656538634347,"Stable","Sig",0.00219656538634347
"ENSG00000047849.22",24958.9491951685,0.120917285088885,0.031299362052027,3.86325078728096,0.000111888034512387,0.00220830421498068,"Stable","Sig",0.00220830421498068
"ENSG00000096433.11",15623.1139677814,0.308240969951577,0.0798390782459464,3.86077816432239,0.000113026486096093,0.00222845463802973,"Stable","Sig",0.00222845463802973
"ENSG00000197183.15",861.367846606618,0.400736321739544,0.103836170092009,3.8593133913207,0.000113706045074995,0.00223720182254919,"Stable","Sig",0.00223720182254919
"ENSG00000196562.16",6038.30510554333,0.117041193512838,0.0303251975027927,3.85953606739278,0.000113602490117908,0.00223720182254919,"Stable","Sig",0.00223720182254919
