ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0050919,negative chemotaxis,10/236,41/18805,0.24390243902439024,19.434683753617193,13.32145838895682,6.386248564759756e-11,2.021886295602939e-7,1.6731971239670564e-7,ROBO2/ROBO1/SLIT2/SLIT3/SEMA7A/LGR6/PLXNA4/DPP4/FLRT3/NRG1,10
BP,GO:0007409,axonogenesis,23/236,459/18805,0.05010893246187364,3.9927901480742958,7.318107391366762,1.8916280581724578e-8,2.9944472160870006e-5,2.4780327562059196e-5,THY1/NEFL/KIAA1755/ROBO2/ROBO1/CDH11/SLIT2/SLIT3/SEMA7A/LGR6/PRICKLE1/SLITRK2/NTN4/BMP7/SLITRK4/VANGL2/PLXNA4/ADGRB1/UNC5D/FLRT3/SEMA6D/EDN3/SHH,23
BP,GO:0007411,axon guidance,16/236,238/18805,0.06722689075630252,5.356786782509614,7.625543114501144,5.842417322154651e-8,4.901377566021307e-5,4.0560989333467544e-5,KIAA1755/ROBO2/ROBO1/SLIT2/SLIT3/SEMA7A/LGR6/NTN4/BMP7/VANGL2/PLXNA4/UNC5D/FLRT3/SEMA6D/EDN3/SHH,16
BP,GO:0097485,neuron projection guidance,16/236,239/18805,0.06694560669456066,5.334373448691581,7.602439441111345,6.192517455491228e-8,4.901377566021307e-5,4.0560989333467544e-5,KIAA1755/ROBO2/ROBO1/SLIT2/SLIT3/SEMA7A/LGR6/NTN4/BMP7/VANGL2/PLXNA4/UNC5D/FLRT3/SEMA6D/EDN3/SHH,16
BP,GO:0001503,ossification,22/236,458/18805,0.048034934497816595,3.827529420472208,6.906280377253053,8.230180982173337e-8,5.211350597912157e-5,4.3126148346588296e-5,IGFBP5/CDH11/IFITM1/TFAP2A/SEMA7A/BAMBI/PRICKLE1/BMP7/MGP/SNX10/GDPD2/PTGS2/CHRDL1/SOX11/PTGER4/LEF1/COL11A1/PBX1/SMOC1/SHH/GPC3/CYP24A1,22
BP,GO:0040013,negative regulation of locomotion,20/236,421/18805,0.047505938242280284,3.785377833246105,6.516164236238428,3.9074810239272473e-7,2.0618474869589441e-4,1.7062667137815647e-4,IGFBP5/THY1/BST2/ROBO2/ROBO1/CDH11/IFITM1/SLIT2/TMEFF2/APOD/SERPINF1/ADGRB1/DPP4/PTGER4/CD74/DSG3/SRGAP3/SEMA6D/ATP1B2/SHH,20
BP,GO:0030336,negative regulation of cell migration,19/236,388/18805,0.04896907216494845,3.9019635680587106,6.511562887885799,4.882677966880871e-7,2.208365491877834e-4,1.827516610461126e-4,IGFBP5/THY1/BST2/ROBO1/CDH11/IFITM1/SLIT2/TMEFF2/APOD/SERPINF1/ADGRB1/DPP4/PTGER4/CD74/DSG3/SRGAP3/SEMA6D/ATP1B2/SHH,19
BP,GO:0003206,cardiac chamber morphogenesis,11/236,129/18805,0.08527131782945736,6.794606490605702,7.444983433285022,6.983883437287172e-7,2.7638718703063984e-4,2.2872218257115491e-4,ROBO2/ROBO1/SLIT2/SLIT3/BMP7/APLNR/FOXF1/NPY2R/SOX11/COL11A1/NRG1,11
BP,GO:2000146,negative regulation of cell motility,19/236,403/18805,0.04714640198511166,3.756729192076376,6.306682674700029,8.643536360867465e-7,3.0406040131673775e-4,2.5162294739414177e-4,IGFBP5/THY1/BST2/ROBO1/CDH11/IFITM1/SLIT2/TMEFF2/APOD/SERPINF1/ADGRB1/DPP4/PTGER4/CD74/DSG3/SRGAP3/SEMA6D/ATP1B2/SHH,19
BP,GO:0051960,regulation of nervous system development,20/236,454/18805,0.04405286343612335,3.5102292242216087,6.103772030433267,1.2676390877350666e-6,3.668341543835257e-4,3.035709047646359e-4,THY1/SERPINE2/NEFL/ROBO2/ROBO1/THBS2/SLIT2/SEMA7A/SLITRK2/BMP7/SLITRK4/JAM2/SERPINF1/ADGRB1/SOX11/LEF1/FLRT3/LINGO4/SEMA6D/SHH,20
