"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"ENSG00000238002.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218319024388058,0,0,0,0
"ENSG00000232494.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260564.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279715.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280366.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230945.1",0,0,0,0,0,0,0,0,0.0864015672674743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236521.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232981.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225901.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439281246862424,0,0,0,0,0,0,0,0,0,0,0,0.0452232264803834,0,0,0,0
"ENSG00000234637.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226798.1",0.506791069123138,0.723437150555771,0.322024855627725,0.284565997176912,0.270861111893902,0,0,0,0,0.104242152399739,0,0,0.460711636177503,0.155109042033723,0.105482717784565,0.0886799177133865,0.105028204593873,0.109905928143089,0.0500584758736678,0.110638796241267,0.211957479015134,0.0911989792677547,0,0.091567671042555,0.193087825280249,0.425818698894938,0.218309930476476,0.354719123448182,0.258552107349071,0.135989569853839
"ENSG00000228375.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237072.1",0.0756361765427173,0.332214099326336,0.28836414430362,0.212350663931073,0.202123716517053,0.2611333594122,0.178759149299938,0.334906089392059,0.218123201894114,0,0,0.0819965471106418,0.171897596328493,0.0771643095903617,0.0787139903467839,0.132350594172243,0.156749641195761,0,0.448259483955524,0.0825615922894738,0.395420674294743,0.272220349436958,0.136550582490306,0.136660429801247,0,0.476635741734758,0,0.463226364748251,0.257251216242912,0.405916036809007
"ENSG00000196781.16",14.9993285918867,17.0982514331806,15.4955273205877,13.862172169402,12.6036075504798,13.8655174162562,36.3596517724351,42.5095655827733,39.4147284249487,29.1582373211132,30.5446000013444,27.9084614445747,6.63752959458261,6.72930906062418,7.54693029379674,7.94594498376877,8.15444015107792,7.86339597605913,22.6264310948979,23.1481848436797,23.5525400832922,24.3914766688056,21.7376994423934,21.6380746911765,8.46173327530571,8.12904055754908,8.97413695032968,7.89923118581545,8.57818053630242,8.16426329693749
"ENSG00000233926.2",0.0240691525473673,0.0528590431230736,0.0458820163557245,0,0.0643203661086989,0.0553990515314583,0.255983531119996,0.24512189911073,0.323921576714566,0.0742619716735458,0.0857751469838857,0.130465835991114,0,0.0736663177716452,0.0751457488150023,0.0842339416527033,0,0.0391484190158438,0.190195157807607,0.157637864593532,0.0251663713450872,0.11911172599951,0.21726751341898,0.0434884585978151,0,0.0505587797697232,0.0414729882934597,0.0210584529156043,0.16372638199789,0.0430572399697336
"ENSG00000207206.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252167.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200969.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291172.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240632.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230846.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189357.9",0,0.0178827414831361,0,0,0,0,0.0192448403674522,0.0288442376401042,0,0,0.0165820501206189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000267559.5",0,0.0199358551452625,0.0230726142030372,0,0.0242585076435775,0,0.0214543363063785,0,0,0,0,0,0.0206308256463092,0.0185222301100053,0,0,0.0376255932218085,0,0.0179330862391627,0,0.0379661154667054,0,0.0163885436412731,0.0164017273085736,0,0,0,0.0317688888867201,0,0.0162390926561575
"ENSG00000186788.14",0,0,0,0,0,0,0.0192331200018204,0.0144133355564589,0.0312911887952039,0.0167388433918379,0,0.017644405184182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237770.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290551.1",0,0,0.023004891469996,0,0.0241873040763238,0,0,0,0.0174012639427833,0,0,0,0,0,0,0,0,0,0,0,0,0.0162877382255123,0,0,0,0,0,0.0158378204248991,0,0
"ENSG00000214929.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231649.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230360.1",5.58214658707767,5.92749257558544,5.84670988832894,4.60688835177168,3.99569359258558,3.68856697552784,6.05278205988429,7.19779039864035,6.9728775163014,9.81012767118908,9.83723462674028,10.6567279838938,6.97059877996184,6.71187799218077,7.42121764382742,6.97701295980683,6.19742747420882,6.51850630282785,5.31686507270123,6.69589042286475,5.51592175496691,5.89194599092177,5.68952054014218,5.72180594475803,7.25975874989942,5.95946626843829,6.18329889389639,5.20591702081268,5.85482707816811,5.0889613821573
"ENSG00000235377.1",0,0.0999281910572976,0.115651151328731,0,0.243190850746965,0,0,0.0402951708008607,0,0,0.0926599690622095,0.197312916997231,0.103411720833259,0.0928424156251798,0.378827830953875,0.15924135053641,0.188597752176511,0.197356615575899,0.0898893403316033,0.496681542717606,0.285456922646375,0.163764795915537,0.0821473424743043,0.164426850839185,0.0866813108948223,0,0.156806497168575,0.0796205523971374,0.154759528500276,0
"ENSG00000225085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228046.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228430.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228123.4",0,0,0,0,0,0,0,0,0.0757819056072636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232749.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278988.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286612.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233309.1",0,0.0606313611029471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165105.10",8.26601863149715,4.90933335447141,6.62491014246004,16.3465904677224,15.962419334211,16.3661651570998,0.812810641232862,2.26550561132401,2.5229933873514,4.89595297038869,4.44167458411892,5.07578866581348,1.89232242556682,2.03131212332243,1.56349869146073,1.75258959591721,2.56334264237197,2.10011469903221,0,0.00658603912002124,0.0126172761815902,0.0651460499104099,0.0435712274050946,0,1.90225946352724,1.74900351949028,1.90772781118392,2.18017586178173,1.96490910540144,2.07774351070836
"ENSG00000286451.1",1.65176943384888,1.60447300744376,1.00919833915028,1.56065959426363,2.75878052060716,1.791239657669,0.938414710072972,1.49088939001948,2.13744606187841,4.21424920313668,3.68708848367431,3.75351864229935,1.91307586405205,1.71754790522445,1.88427071979108,1.27841025591097,1.67866196573748,1.34329951556504,0,0,0,0,0,0,1.57331387270745,1.03422150511121,1.94302757614729,0.750370079188077,0.891308195738615,1.59107078347746
"ENSG00000251776.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273806.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332247833920463,0,0,0,0,0,0
"ENSG00000229109.2",0.0165717956046466,0,0.0421201588758215,0.046525775892298,0,0,0.0391659153075516,0.0587020181489182,0.143371596118909,0.00852165590617959,0,0,0.0282469179580719,0,0.0603614932175627,0.072494641289054,0.01717182923393,0.0179693239274873,0,0,0,0.00745539402653927,0.0149590344604924,0.0149710681675612,0.0236770054459503,0.0261075799007257,0.0142772348083417,0,0.0140908582687829,0
"ENSG00000172159.16",1.41535040810817,0.651520712832408,1.09177646782031,1.18862023651212,0.916661905850927,1.21628720133249,0.299447757808176,0.77721345321142,0.683246436193148,0.305108390557609,0.245428914354645,0.167507593156954,5.87846844798664,6.3306617975984,5.5508775893795,5.25606938743236,5.49493769945731,5.59599267264789,2.38700824494047,2.21959063328948,2.47506761255288,2.58590445261865,3.09080959226053,3.12679737627276,5.58676818675017,5.67992150348171,5.7507803702573,4.87213087437189,4.36714281413296,4.44467421125127
"ENSG00000237529.2",0.0529553151487981,0.0290742193928267,0,0.0371683790896529,0.0707566510924954,0.12188523160587,0.281598791994949,0.140687102280944,0.305430110974586,0.0272310246196148,0,0.114816829507636,0.0300877562926358,0.0270126050745652,0.27555095696034,0.185325798973022,0.0823090916450659,0,0,0.0578040210216924,0,0.0476475512554782,0.167306030726233,0.0478401768789042,0,0.194662990074411,0.0912460528438007,0.0231656891221526,0,0
"ENSG00000251752.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000148057.16",1.63530917530616,1.43168893135812,1.26377891246625,0.806557924192445,1.03346056818945,0.788390498923638,6.31963850308988,5.06863934849481,4.63100969254796,2.31820985113444,2.20509272571473,1.31764021404366,0.97936144324971,1.08217201542382,1.03491106382072,0.638040764077323,0.595372121190072,0.670947215135927,1.68076713894018,1.64030859212383,2.24129844161993,1.17314365034367,1.09714704509163,1.51727731874152,1.05245637952506,1.27654647846088,1.16137513290193,0.96672693855951,1.08984321765533,1.46270001503577
"ENSG00000135018.14",29.2699997478008,21.9034169222728,28.2653131688898,36.2205231778748,34.1017177053047,36.8692264705937,12.1273518107415,23.5012679091143,25.3421446177139,30.0908096149372,30.670490240137,30.6175369605768,27.5824675209664,28.8191335193116,30.4610648357871,31.0993058828336,30.3056154264674,30.3711196152148,29.8399033935006,28.5472906264929,28.3764286833266,29.1463477895592,30.1101292431405,27.829711422195,37.3991041157874,38.7797234413461,37.0362240707954,34.2607689156748,34.3587901187462,33.5584645246078
"ENSG00000254473.2",1.10960973639668,1.26273124567799,1.38449619358658,0.538090383942101,0.458262376904541,0.603660072588511,2.00260627247943,2.09033986947172,3.06419005646924,0.995940121367211,1.29413846574228,1.46537362249567,0.825316089065839,1.27610428441836,1.11277100595931,0.388326101672962,0.940734509944361,0.568778389076693,1.2554423896389,0.990988412734751,1.35004220151763,1.1436131690614,1.29300413163317,0.692587080069733,0.922390356094676,0.656863381706264,0.625726580800014,0.706046368010851,0.617558279556462,0.9203078740939
"ENSG00000165113.13",0.494903377378274,0.530497676246421,0.434269733288912,0.430069392852762,0.897436430920072,0.58311084273996,2.95199559308364,1.90961443916142,2.11818445421572,2.38738122898209,2.05163389170943,1.69898195350651,1.35239246494183,1.00980454525658,1.11592467796161,1.1752826131521,1.15995655999508,0.88162193593793,1.16391106455236,0.964674689449319,1.17045449445857,0.477105771169272,0.840295839046018,0.819681384507481,1.95292840568943,2.35142167316726,2.03037219290879,2.11344354286964,1.72332604884655,2.22386784226687
"ENSG00000226877.9",0.0323936756102143,0,0,0,0,0,0.0765594740436099,0.100404169021781,0.0467092109106588,0,0.0164916025745064,0.0877942827649296,0,0,0,0,0,0.0175627452850876,0.0159984866327561,0,0,0.0437202379398751,0,0,0,0.0340224839218077,0.0139541943439913,0,0,0
"ENSG00000231616.9",0,0,0,0,0,0,0,0.0341182561033717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165115.15",0.34187278142709,0.381086789865558,0.460796388580104,0.356295822605632,0.456795942871593,0.447088385090018,1.11403976879907,1.67890123324129,2.17597083131739,1.17732749083543,0.991541888863913,1.10063332650904,0.759312486172571,0.628860706275244,0.641490033747468,0.47585673637972,0.703135262192897,0.595372299462816,0.59350891746534,0.565417287936699,0.557850228963691,0.503356144261904,0.444199627108599,0.528788806098766,0.809152508290961,0.554915109578779,0.633699651401441,0.643538593228239,0.497699164646207,0.708871331887031
"ENSG00000165118.15",4.91992181040755,4.74707891929545,4.47658982672261,7.80546757797479,8.36310729742854,8.40924008777655,2.49412502245829,3.87999770811294,4.19772320275529,5.3593108627911,4.7426830933221,4.65510535248687,4.61483252888421,3.93526771313228,4.19607876645292,3.85878393575172,4.60032307539846,3.66177499734833,0.776397145413162,0.857993017910218,0.974050056069548,1.46686637096749,1.37963687646796,1.59114621698511,6.71046799034056,5.5036371049983,6.37059133939735,6.41856139389734,5.75522533070675,6.57488666496798
"ENSG00000165119.22",36.5777876711047,34.7976784091741,33.8824496876703,37.1302586783971,37.2496279390357,36.7611632034276,48.73413467476,50.8024334989699,46.5260616362986,47.1660169260326,46.6885948675105,43.008339788263,32.7421192669871,33.2486118666877,34.5311370915345,27.1415078573416,27.5612619115136,27.4609698745107,39.992216960232,37.4626846135956,39.5835519142512,44.1436339283455,39.0109442617151,41.0500359281846,39.9047071306493,40.5812130262603,42.0862173571185,41.8782175035739,40.1793679221994,44.442465030102
"ENSG00000284179.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235298.1",0,0,0,0,0,0,0.121464550165343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178966.17",10.936062262751,8.30170978470089,9.38448224005639,13.8214204067418,13.265403155215,12.0324958085489,3.14422708366602,6.63290323359115,6.27603805371945,11.7655861881633,11.7795611283826,11.9446432077549,5.87392181138284,5.96714764835174,5.17210757623663,4.05081825876594,4.31176096359391,4.95685376796223,9.96853071702847,8.76432341540745,9.84134998673097,8.20521483090902,8.44337768398391,7.35948381831716,9.47879143694288,9.02379236386628,10.1691191281837,8.83999987464019,9.03970995322589,8.71235867893719
