"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30"
"ENSG00000261584.1",0,0,0.118200306636441,0,0,0.0535192113257795,0.659459506698148,0.453016821613852,0.558803639809941,0.23914020460613,0.071026768628602,0.252077552022275,0,0.0711666196338022,0.0483972330438462,0,0,0.100853351695109,0,0.0507629279738064,0,0,0,0.0420127771430748,0.0442959599178297,0,0,0,0.0395426753505636,0
"ENSG00000291342.1",0.0416706585942206,0,0.0529566862373245,0,0,0,1.13257485964982,0.959460688528602,1.32189009048096,0.128568933287204,0.678864305561801,0.0903496257144286,0,0.0425125614167273,0.130099006914123,0,0,0,0,0.0909722326682352,0,0.0749879340964594,0.0376152851974335,0.0752910891836393,0.0793827805596033,0,0,0.109374802487336,0,0
"ENSG00000290474.1",0.060676852019637,0.0666271970142375,0,0.0567839817777341,0.0270246139641872,0.0465525329594571,0.454113176955191,0.322402027527774,0.330523048951559,0.187209859468654,0.350092925490593,0.263117073473099,0.0229832810429115,0.0825370011763707,0.04209729049828,0.0530871454929026,0.167663591995466,0.109656393997457,0.179801357086096,0.0662325589002338,0.211476243568329,0.127388685218355,0.109543605529559,0.0913597726976047,0.134854602494543,0.0212425952841761,0.104550850660076,0.141565502849401,0.0859883606260994,0.0542723258094788
"ENSG00000241549.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243307.2",0,0,0,0,0,0.0505296387325542,0,0,0,0.022578187992386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196363179544335
"ENSG00000224843.8",0.0571449373736852,0.0418326140753049,0.0484146658686682,0,0.0254515490030977,0.0109606937901691,0.0787831366004717,0.101211818889689,0.178530394517753,0.0195902928363492,0.0824286265529052,0.0464627619051748,0.0108227282078999,0.0485828986491942,0.029735149596433,0.0166656723476571,0.00493450402908964,0.0309820346262237,0.0470376032502628,0.0155943135828301,0.0398333014732647,0.0899801760879468,0.0472849783748208,0.0258125544528371,0.0226794472850851,0.0600182806175866,0.0246162729874402,0.0291648816009234,0.040491549242321,0.0170377365572799
"ENSG00000287966.3",0.170176380228772,0.233581152352028,0.0811000246648545,0.149304658906167,0.341073716383247,0.171363715117938,0,0,0,0,0,0,0.362585802815473,0.314676423031005,0.19923891427655,0.10236189493555,0.132253610772756,0.253725518910327,0.147080807064207,0.371516212584101,0.211296693560523,0.315808829374662,0.249624174411835,0.0576519191785575,0.121570021063951,0.234587238237723,0.302390242251391,0.241945923747523,0.180874429037866,0.171240779656758
"ENSG00000272312.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992236823433586,0,0.16357912154375,0.0820542048978029,0,0,0,0,0,0,0.162611866597713
"ENSG00000220581.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216762.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219770.1",0,0,0,0,0,0,0,0,0.17758110138845,0,0,0,0,0.094232912633391,0,0,0,0,0,0,0,0,0,0.0834447324823284,0,0,0,0,0,0
"ENSG00000222800.1",0,0.92185064210973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272468.1",0.638556747095153,0.856994778350682,1.08200351490916,0.199196198023839,0.379205556651462,0.244956956616754,4.77903884986826,1.75929428905421,2.45533374167534,2.99174977387252,1.51708149346897,2.53826479462854,0.403122681655315,0.361921098078687,0.443027414695173,0.0620759423993705,0.0735197432157108,1.15401224550244,0.14016373244627,0.309788629475548,0.519295823587078,0.0638392854874283,0.704504332671224,0.128194739459577,0.47306517193661,0.149036544613228,0.489014244267307,0.682834312637751,0.361972950288699,0.12692359853025
"ENSG00000124635.9",2.22280694734525,2.69328447637412,1.60723036452209,0.806973125359481,0.716901518430465,1.14672329276613,1.81151719175846,2.34178120249859,1.73150062434111,2.32546702215269,2.80956365083847,2.70055549518318,1.43713621404653,1.09475942095695,1.55546671172851,2.07889126410129,1.74732391619749,1.12201764213765,1.1356478322009,1.21316603584055,1.0819254013686,0.793108522857677,0.795674761260434,0.657825300238317,0.620566918389939,0.845276578315465,0.957516538279138,0.972383122941904,0.814669841113428,1.23404684230654
"ENSG00000196787.4",1.3010036046293,1.250014511664,0.82668287481227,0.342431598022725,0.325939867405795,0.187154402283253,0.768700601452067,3.96045132080265,1.7196190223701,1.6725262180161,1.24188792206602,1.49855758512552,0.554395898909338,0,0.0846215312044532,0.0711418001128689,0,0.52901981233986,1.04412029900391,0.710063187236043,1.10525291922547,0.731626699805212,0.293597601297615,0.66112601435289,0.309802169972975,0.170802530844775,0.560432146066995,0.42685014195869,0.414837153981977,0.14546010784907
"ENSG00000290032.1",28.2873200578106,42.2434339607098,25.0613246917635,13.1606036476637,15.5504859320378,15.8119057009672,102.00083555417,77.7279221501134,55.9380469373616,31.7520335215827,35.8792103591731,29.7898745752775,17.082323635144,18.7994660703615,14.9715279220072,18.8092608532286,17.0844467803283,16.8262430634549,18.8401533108726,17.1148849177494,17.0700553991916,13.6713889203118,15.0288231817456,11.5362342656819,14.4726332267012,14.2606338857738,15.597188194171,13.8594339775485,15.2561381568251,14.7471914985853
"ENSG00000276180.2",0.10097524828121,0,0,0,0,0,3.10239430397122,3.57683077839378,2.52370925449278,0.830786322903715,0.514064437933291,1.31359707713774,0.344228184083506,0.103015325145823,0,0,0.104631372586591,0.656943998699121,0.698170732777075,0.661324593149942,0,0,0.455741868512986,0,0,0.212104906061647,0.0869940327490644,0,0.0858584034060096,0
"ENSG00000197903.8",25.0241144088905,27.9227628332772,23.4652681465652,10.4588064376557,14.066994008106,15.1914551647272,64.1185595115233,61.0313913125254,49.0446714561918,25.1531048985399,30.9217548271995,24.1434277603556,11.9633781687204,14.4585650798102,15.5917308151559,19.8392203789503,17.9581255600234,19.9337158985744,12.398827140386,13.8786870594083,12.278011644263,10.5657241688032,7.82200356871237,10.6084384143695,13.9619075925245,17.0962981707083,12.4192329661523,14.5251210764495,13.9097551570536,13.1833875119855
"ENSG00000274997.2",0.17543620817348,0.19264056087851,0,0.369406516028891,0,0,0,0.233041874018982,0.168643759305442,0,0.0893144778378628,0.380377855305384,0,0.357961348646754,0.0912875599207778,0.153491936348553,0,0.190231048492743,0,0.191499535726132,0,0.157852062583794,0,0,0.16710335863969,0,0,0.153491699478945,0.149171930644139,0.0784593360717629
"ENSG00000265565.1",0,0,0,0,0,0,0,0.563492785326322,0.611668238115771,0,0,0,0,0,0.662197061647547,0,0,0,0.628511974858274,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290009.1",0,0.250104364549657,0,0,0,0,1.52520827196254,0.672349346127997,0.510881994335331,0.15616580028067,0,0.164614280184243,0.172548723587313,0,0,0,0,0.0823253685238482,0,0,0,0,0,0,0.0723165103203962,0,0,0,0,0
"ENSG00000174572.3",0,0,0.0760363166571733,0,0,0,0,0.211940570003333,0,0,0.121840944393741,0,0,0.122080848008632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112812.16",0.0682012404742461,0.224668419724002,0.0866727768322788,0.170201666364414,0.121503481762614,0.156976197151379,0,0,0,0,0,0,0.318611707372566,0.208737480196234,0.149839297314199,0.291721725528989,0.337648801781795,0.197207385620833,0.0149702285126923,0.0165435326704806,0.0158467264556683,0.0136367471835149,0,0,0.295937205182597,0.191014701791623,0.365605167500416,0.576812521699753,0.444597210680684,0.406683363910726
"ENSG00000270935.1",0.322994236444728,0.27585369483006,0.136824526840572,0,0,0.0413013072182828,0.127227863646778,0.254252787649477,0.275989965989569,0.258365621234269,0.511579256227974,0.505779954872267,0.326251480945752,0.32951992546645,0.410834882472471,0.188395205670426,0.297501557148624,0.27240336800729,2.33961753935605,1.88036428634218,2.13888246561221,2.26037935633643,1.58738524049832,2.23709575551997,0.410203589427064,0.490006007244477,0.309190966887901,0.3139915248965,0.823917838951671,0.642003877973064
"ENSG00000158553.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174121150376041,0,0,0.0184325935067194,0,0,0,0,0
"ENSG00000220758.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291112.1",0.466905515762864,0.476072201405669,0.360255260701,0.643721074624666,0.579298006157444,0.48935348758401,0.216756622383245,0.25842379193938,0.336621081126108,0.154346897448782,0.169786673759997,0.24404546363421,0.900066969128496,0.757038370086805,0.806949372752283,0.92642663204385,0.855309242256818,0.904072266651245,0.123532407704049,0.0182020149390271,0.113329802241713,0.060015301664554,0.218259406497088,0.0979191307540134,1.35006862861039,1.05957605787056,0.962543376494328,1.01396144197182,1.02087213101388,1.09626034483464
"ENSG00000204789.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000124613.9",1.28693448601555,0.88091793692537,0.998283765492761,1.36077953079866,0.949100836886933,1.16367746085083,1.06651800145179,1.80571421639279,1.71106443345331,1.64154769926048,1.42947849707729,1.34985768716435,2.39302094701204,2.81343292627773,2.46118645238985,2.2299847350368,2.7363383268153,2.33785511815566,2.12962969342222,1.66018161189132,2.20189223509718,1.70683918286223,2.21777275001454,1.93267532993884,2.34017855535871,2.18544989357015,2.13829047475702,2.14224432477906,2.02510924606482,2.54138245545769
"ENSG00000271755.1",0,0,0,0.114259748105045,0.0362523078693868,0.0936722033762882,0.529018193105909,0.636718243724057,0.678113417281646,1.43704245050152,1.74040821078166,1.35301239834683,1.04825539283907,0.802717724808026,1.08707883115135,1.28185245523167,1.27919377239789,1.14737325796486,1.91616391928873,1.82138416289367,1.81558974918141,1.29385272685011,1.32253051467768,1.58095999754844,0.491018092408944,0.470183819680819,0.490875973623655,0.427283492356618,0.17302429518876,0.27908158424714
"ENSG00000237154.2",18.7073476648988,13.0587825543527,11.3775675158017,17.8197598815492,14.9975797655653,13.3787324472184,0.315807830429891,8.63834439905251,8.22082112027596,8.93268377605432,6.53067461950453,5.35984096279895,17.3100879502792,15.8135391787181,16.4092431876262,15.78280835504,10.2462015461629,14.0545869143914,7.91925088321425,8.16809353050528,6.70633463603884,7.33406991441405,7.71965959678529,7.2430027794661,18.4551734337651,22.1741538960381,19.4556354641099,20.4591644430478,20.1106138297896,14.2228469119689
"ENSG00000096654.16",6.44300680335512,4.86477509084823,5.7966961430176,6.80424267922933,7.94053168557115,7.48334041856827,3.18059579666468,6.86587332281296,6.78886325245605,6.57733605887998,7.13019287780129,7.02354262119437,7.21321330761081,6.08717739914698,6.70518789427609,7.08543584962512,6.77502125649591,6.27609868275925,6.65819370157348,6.1489499616899,6.57483787846945,5.95795399376729,5.74072279506928,5.7668590163307,7.27135421417631,6.86703811510015,6.99761804603095,7.29381976579243,7.68601060294386,6.210338493445
"ENSG00000285849.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263448092239112,0,0,0.0227624223113328,0,0,0,0,0,0
"ENSG00000286652.1",0.0364594575421921,0.0400348960079487,0,0,0,0.0209793361358899,0.23696358354221,0.548886560331506,0.403050148717486,0.0937420902094062,0.148491919497602,0.0988134833302414,0.0621457885771495,0.0557941119821169,0,0.0159494804254863,0.0755591721998665,0.0395341469582463,0.0720259289059959,0,0,0,0.0658224726874599,0.0164688557968761,0.0347277102766432,0.134024450646957,0.109939252846589,0.0318989116243193,0.046501754641454,0.0326111110366491
"ENSG00000285703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217024865222871,0,0,0,0
"ENSG00000270666.1",0.84930452473814,0.932592545778381,0.863463256954341,1.19222300724014,0,1.17288712278361,0.200725315951202,2.70763058711885,3.7555393094481,2.44571524507354,1.38361750413232,1.84144788002713,2.89530909070237,2.94597639580152,2.65159416634293,2.08059620499585,2.64016874471673,1.47348456205396,1.3422459124092,3.33744741712534,2.30885461516168,5.50208079158598,3.21993216762098,3.06906897435004,2.10330731711525,1.60561616389463,1.17073325428402,1.93197920890766,0.433293891765074,1.8231821992269
"ENSG00000218347.2",0,0,0,0,0,0,0.150543986963401,0.0376059803766507,0,0,0.0432380470041349,0.0460361970006781,0,0.0433231822911988,0,0,0,0.0920927851283726,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219738.2",0.630742241448884,0.153910378184404,0.623444624339411,0.787033929255027,0.468206161512404,0.645224617661845,0,0.310315082828306,0.0673690541980656,0.432459139238778,0.49950527028553,0.379879108117484,0.796378724249136,0.214495196238942,0.218802875264661,0.551846445980418,0.508340182549189,0.0759926478681676,1.03836331510676,0.688494397239144,0.512940804766956,0.126116070980409,0.37957242335592,0.569816652230725,0.867798123844755,1.10409503111635,0.96605960843017,0.674477948671904,1.72812552170173,1.06564787052714
"ENSG00000206671.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216676.2",1.96856655912519,4.32323258721549,0.909720217148324,4.01949471012389,3.34767405481369,1.64762714867221,4.86400453117466,3.01116457158753,2.58047537955091,3.68105100661579,5.10208954648791,3.29816468512001,1.62688796525181,3.6515253645439,2.97988677741396,2.50520767540317,2.59616593230479,3.6870004331752,1.7676899292889,3.51623924304277,2.61966196720267,4.02557994424073,3.23088431785099,1.94009003021413,4.09104829812527,2.8193855258864,3.23780915637924,2.34862857126824,3.34771113994682,5.92262907873857
"ENSG00000287674.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281706.5",0,0.0159776290964572,0.0184915906208008,0,0.0194420271785913,0.00837269694425081,0.0687784748667639,0.0773140736309799,0.118892319967693,0.0598588330658394,0.0444465151055208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692978538097445,0.0152823317071641,0.0125359822146565,0.00636530913447169,0.00618616808569615,0
"ENSG00000216915.2",5.36283258429969,4.74043964807965,4.36178897426032,4.74273489542377,4.12021422130916,3.76474537783564,1.99624347663041,4.08428616842543,3.11889430043914,3.80564042530125,4.177229167158,4.38942051188272,2.98607396431502,3.41948863569328,3.3486353083983,3.51902081494759,3.66762705620583,4.2450153904792,4.44961253638794,3.60012722498381,4.40173301780141,4.05326085516167,3.5096696536388,3.6578375240782,5.00594717059342,5.51983510049127,4.89750218882425,3.56593558950015,4.21797353722701,4.65287479428117
"ENSG00000287252.3",0,0,0.0311967741336841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484951064495668,0.0803875883283915,0.0513344659831509,0,0,0.0332654751047127,0,0,0,0,0,0
"ENSG00000218069.2",10.4893415623237,8.66081483081489,8.47349946682576,11.4143866007575,11.8424818490772,10.3870693267206,9.32049479260631,10.0091406107558,12.1154976576075,15.3872412057481,14.1575223115527,13.927770497049,15.4306858529766,14.6831316078536,14.9780110231882,13.5169420214451,16.8513813050209,13.8426850895597,14.5373672399775,21.6569272106993,16.663813243707,14.1935579762211,15.7808710697468,16.1608581286262,10.6881748640676,11.5291708320223,10.0877786292059,10.7423952392937,10.0943707468948,12.0004588975482
"ENSG00000217862.2",0,0.166107049663168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185130.6",0,0.878415329150014,0.79071025525974,0,0.712586938496927,0.204583415356195,0.630215182676057,2.36142209371784,0.854436784951076,0.274242380980689,0.724021576441744,1.34903410102209,0.202008261760757,0.18136179194187,0.0925020285671739,0.466601873024093,0,0,0,0,0,0,0,0,0.16932646318922,0,0.0765778957901964,0.466601152961495,0,0
"ENSG00000196747.5",1.70066796953625,2.22314990710806,2.9846174396947,0.227365357340341,0.649245877297201,0.372796445760177,0.382797370218049,1.93636611684863,2.17976317583075,0.832884268163573,0.329832051490128,0.877942827649296,0.184051971826467,0.495722231307778,0.589957382195087,0.354271792481256,0.335665898318195,0.175627452850876,0,0,0.169351884748455,0.14573412646625,0,0,0.231412833025268,0.170112419609038,0.20931291515987,0.283416996613649,0.275440696179279,0
"ENSG00000278828.2",2.72592780259953,4.6483396777741,2.68986073806416,0.900366815067751,0.728453874327459,1.55008762147082,10.5732461627927,8.91761142346023,10.7898277203622,2.44068405942653,1.76328214726622,1.52972758289613,0.327980613794764,0.752506347125207,0.600745174326654,0.841749778935464,0.731080326537028,1.21709824825657,0.63354007065714,1.22521402957579,0.637101790423689,0.865660711209527,0.289487234879448,0.579440222357288,0.641476373146043,0.80837421798215,0.248663743209926,0.673398783954029,0.708984351965465,0.487640465553221
"ENSG00000276368.2",0,0.924755633628983,0.856207263198422,0.709322595904216,0.450107435941337,0,0.199038548590267,0.447479564817961,0.647648722710816,0.173225929723096,0.342997616570616,0.73038941123765,0,0,0,0.147365157376657,0.174532163516288,0.182637792355428,0,0.183855646695047,0.176111728887574,0,0,0,0,0.530707863696264,0,0.221047394942893,0,0.150655111700822
"ENSG00000273703.2",0,0,0,0,0,0,0,0,0.329359820523876,0,0.261645617768611,0.185718675079659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147592440176831,0.149883988593756,0.145665752787119,0
"ENSG00000197238.5",0.824414880568436,1.13157758767968,1.04769834776979,0,0.137693534388224,0.237190540682889,1.82665197549423,2.82905246720387,1.98123902320275,1.48377582991608,1.25912749733378,1.67576490881646,0.70261485388767,0.630803353463625,0.214490564955246,0.360646863297114,0,0.782196817645612,0.814318856885784,1.12487516486944,1.29299510977613,0.463614348334151,1.95348069809396,1.30336810941549,0,0.865867842740092,0.443915565570419,0.991777343548404,0.35049651570371,0.368698371051883
"ENSG00000273542.2",0.828675422586877,1.93362340757771,0.263278202378843,0.290816154737646,0,0,3.54977793894063,3.85271811362648,1.89190408533483,3.72860980515088,1.26563461618305,4.15491547503795,0,0.6340633191146,0,0.0906276678440422,0.214670051250008,0.224639765274377,1.22779083460686,0.904550778572013,1.08306437920524,1.77083909485153,1.77656894790359,0.935788472799238,1.28263702025633,0.217585652988305,0.178483881144075,0.36251011194769,0,0.277952841742602
"ENSG00000275221.2",0.484925486705325,1.06496052001789,0.308131041292174,0,0.107989485639151,0.186022420011379,0.573038401989721,1.35988077426534,1.39845117343404,1.24680759901503,0.822917668788373,1.75234556325162,1.10208539581574,0.494722791325303,0.0841097074270069,0.707115069670249,0.167494576277728,0.175273365244322,0.638649264775343,0.970431619047646,0.845052247484733,0,0.437732714031424,0.292056563688149,1.4626597409964,0.679077804084467,1.18371517545048,0.424268387067811,1.64931223317028,0.939772007262789
"ENSG00000233822.6",0.667336300891548,0.846308602387021,0.64501616334268,0.369435387190754,0.263732352266682,0.551655701829758,1.2995140501863,1.22356545953272,1.74379228774904,1.05365230219849,1.17712921775946,1.13103326295875,0.982617443959826,1.01643397720669,1.1640073554916,1.17594976932172,1.27586489897089,1.1414754966064,0.287803959413414,0.451427041545259,0.422585564697641,0.0253710642206778,0.212109638686583,0.16133300446642,0.859455867554571,0.641660855910997,0.817866291005682,0.797670990176104,0.775221865594847,0.756631299561925
"ENSG00000217646.1",0,0.906260520956403,0.299672542119448,0,0.315075205158936,0,0,0,0,0,0.240098331599431,0,0,0,0,0,0.122172514461402,0.1278464546488,0,0,0.246556420442604,0,0,0,0.336909859845611,0,0.507891632373214,0.2063109019467,0,0
"ENSG00000276903.2",0.748515689022327,1.09589298325493,0.528468175936786,1.16748809007748,0,0.574276682524755,0.491402225772652,0.957470106187256,0.719535043592618,0.427673975872374,0.762137857566659,1.26227049701444,0.850572131210489,1.44242827678249,0.605869095822755,0,0.344719127940884,0.721457171462106,0.328599621710135,0.544700961577856,0.521758400106756,0.598658859757626,0.150148980746602,0.525944185230941,0.316872343976508,0.349401027827693,0.214958284240945,0,0.282869594623949,0.446339210599116
"ENSG00000184357.5",0.201190331581632,0.331380437847475,0.255680462536041,0.141211859326812,0.268822006911012,0.115768030521511,0.118873712834338,0,0.096700373905379,0.103457393410532,0.102425888009795,0.218108757684518,0,0.307882690711857,0.104688619532736,0.0880123148196847,0,0,0.099363248221007,0.109805881840455,0,0.0905124122971066,0.0908052807024619,0.45439164237554,0.0958171077770871,0.316959778067029,0.216666442919564,0.308042626495073,0.0855352224647072,0
"ENSG00000275379.2",0.159709854851156,0,0,0,0,0,0.188729779141369,0,0.153526290841807,0,0,0.173140119396973,0,0,0,0.139732699026472,0,0,0,0,0.667961617135342,0.0718509886462091,0.0720834748205798,0.144282923893747,0.0760619869505363,0,0,0.139732483390195,0,0
"ENSG00000275126.2",0,0,0,0,0,0,0,0,0,0.213063417437193,0,0.224590025677727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197153.5",0.0467216475147322,0.0513034593948014,0.118751357017031,0.0655861607712523,0.249709952806616,0,0.938589705823102,1.40676170882166,1.07790486716905,2.16229569619389,1.95044915063874,0.861059311732963,0,0.0953311983284188,0.243114305849624,0.081755029034136,0.0968267014379408,0.0506617652454451,0.184597922685647,0.0509995849806773,0.195406020863602,0.42038690326803,0.590445991886987,0.168834563623918,0,0.0981417805436759,0.0805049673691808,0.163509805738643,0.039727023487396,0.334320900557535
"ENSG00000278677.2",0.246943574338646,0.0903867929378636,0.10460848492876,0.346650467813559,0.219970369104801,0.284190309011223,0.389085622706231,0.728953705863619,0.237382540049036,0.507939687155197,0,0.624655420493801,0.0935377064210485,0.251932756157444,0,0.0720182904633354,0,0.178512503411055,0.0813064772403927,0,0.172133845894221,0,0.297214820204773,0.0743634782286048,0.156809517245048,0.259360311210905,0.141834213558023,0,0.279965389340335,0
"ENSG00000274641.2",1.88847498605585,1.97941270101827,0.872708045572696,0.361496312259536,0.344086412486204,0.197574133459623,3.14455334368093,2.35653406797068,1.56780916707618,2.03048980579064,0.611813735767287,1.02363997784805,1.26806685086008,0.700592446816132,0.803995147653445,0.375512927790625,0.889478692010205,2.42004852054687,0.423942766767358,0.749595613077878,0.628270107765951,0.0772359663820064,0.774858765737282,1.31831956371439,1.22643846196475,0.721247517828471,1.25722211354055,1.05143457523158,0.437933012661916,0.383896323177684
"ENSG00000238610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168131.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000168126.3",0.0853826913048779,0,0.108507629734411,0,0.114084738822192,0,0,0.151224900854348,0.205192220454172,0,0.260809689277337,0,0,0,0,0,0,0,0,0.0932005195174039,0,0,0,0,0,0.0896758761517294,0.0735604494172067,0.0373512815025975,0,0
"ENSG00000124657.1",0.0425553859529089,0.233643143103713,0.540810320173101,0.119475426627886,0.0568607058142453,0,0.352015097612936,0.339172409002149,0.245446490454099,0.218831057718136,0.0866596950571195,0,0.145072812188059,0,0,0,0.308673656494837,0.276864933634343,0.210171201783818,0.139355553864398,0.222476600187063,0.0382900173040308,0.422553023311297,0.076889626108982,0.202670474783276,0.0446951420947314,0.329967812115082,0,0.0361844863611314,0
"ENSG00000214374.2",0.11790345166953,0.129465788708058,0.149836271059724,0,0,0.135686941655359,0,0.208823796915049,0,0,0,0,0,0,0.8589085417252,0,0.122172514461402,0.255692909297599,0.232919143623949,0.128698952686533,0.123278210221302,0.106085871471756,0.106429130470385,0.319544240270563,0,0.247663669724923,0,0.10315545097335,0,0.527292890952877
"ENSG00000216629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217539.2",1.7429205898974,2.45295254294385,1.90300322215473,2.99800646474642,2.06641484828671,2.23181338203486,3.68410236968121,4.50000576450739,3.87002831366328,4.11520313391169,3.6992492486477,4.81685778586887,4.15638493020854,3.4811357547593,4.0364418564848,4.08074244738054,4.04448630237806,4.20570210883865,7.10453309486153,7.5564333028688,7.41783033456531,6.62630673001781,7.48979526862015,6.89704183837709,5.68187234546731,6.85814522042929,5.3507456481009,5.41234478836291,4.92605360190805,5.35752825884271
"ENSG00000269293.5",0.618056946772128,1.03157446198465,0.65977858486983,0.581296028075271,0.445943629873424,0.469444182970436,2.91413793574298,1.62010691655338,1.3664928723863,0.870830198049841,1.0635252955368,0.743733713616876,0.856837694927563,0.693598404119347,0.874761705858184,0.61104510368298,0.768522755168854,0.730494851878587,1.63610795305382,1.44374588305151,1.69958950940315,1.94637969551942,1.81877965176342,1.60248365533979,0.329672306067449,0.421937025972927,0.521830070634459,0.416375224557864,0.352104173943332,0.447784342178299
"ENSG00000199851.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217315.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187763.3",0,0,0,0,0,0,0,0,0,0,0.0874019622524696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182477.5",0,0,0,0,0,0,0.151506954897069,0,0,0,0,0,0,0,0,0,0,0,0,0.0932998804124118,0,0,0,0,0,0,0,0,0,0
"ENSG00000220721.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272009.1",0.64279724379598,1.34750106614509,1.26246887277727,0.246091512864728,0.468479168020575,0.874251140111786,0.414325141963414,0.724490723990985,0.674083364454114,0.420691543613233,0.178498759643892,0.380100611970614,0.398421542510647,0.89425110968422,0.912210237983865,0.664646934290636,0.423863825682414,0.190092396125037,0.230881949947937,0.127573305870032,0.366599925439441,0.31547402012009,0.369243922040113,0.422332523584029,0.278302605314644,0.613743787948061,1.00689886301395,1.07365877543691,0.347814144410059,0.731753399689707
"ENSG00000197279.5",0.52620394897857,0.542788151544522,0.688984603600003,0.425292598604994,0.596562440953275,0.734026414682927,0.414544884812506,0.268297877500241,0.56714346183288,0.426381087162497,0.113650363804027,0.103718782741385,0.289914800490378,0.309086952098227,0.215727682374439,0.167412446088994,0.363504537856517,0.0864514609796974,0.535510202922205,0.539573174747834,0.350121885831383,0.53085133775445,0.53256899813741,0.691456112598196,0.243011089573074,0.468925643552361,0.370918471375187,0.432481484987713,0.338959687273129,0.356562416316584
"ENSG00000291008.1",0.454991814686478,0.105181285927693,0.121730781745056,0.806780300239921,0.639937692676452,0.248029893348505,0,0.106033588636673,0.0920790896088257,0.073884894756446,0.243827457418777,0.0778820250334053,0,0,0,0,0,0,1.32460588249701,0.810326739137428,1.25192925553294,2.32704492260626,2.16164303225395,1.7523393821289,0,0,0.020631201315041,0,0.122171276531132,0.085677220035354
"ENSG00000219891.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196812.6",2.98409131300615,3.97267222531049,2.3156514618321,3.33633948271153,4.51649305945879,4.49787016080214,5.55472270914235,3.5780678246116,3.80781610684719,2.68876769178893,3.73749906172237,3.03462846948344,2.46069484072342,2.69414256145532,2.55587126758431,2.35667757607096,1.5597518644677,1.5462851827088,5.50382719485576,4.23740029991627,4.69399245770176,4.25321879958568,3.55184436734501,4.2465563068016,3.26996394492226,3.13413642649261,2.8211740738939,4.15883636335245,3.25588866407572,3.44859276770762
