ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009435,NAD biosynthetic process,4/453,26/18888,0.0032114629219649185,0.04584033376284171,0.037764210711786456,NMNAT2/QPRT/ASPDH/NAPRT,4
BP,GO:0035902,response to immobilization stress,4/453,26/18888,0.0032114629219649185,0.04584033376284171,0.037764210711786456,TH/MYRF/UGT8/TPH1,4
BP,GO:0060740,prostate gland epithelium morphogenesis,4/453,26/18888,0.0032114629219649185,0.04584033376284171,0.037764210711786456,SHH/SFRP1/CYP7B1/NOG,4
BP,GO:0032341,aldosterone metabolic process,3/453,13/18888,0.0032763887437030573,0.04613509555322413,0.03800704154324101,BMP5/BMP2/WNT4,3
BP,GO:0035810,positive regulation of urine volume,3/453,13/18888,0.0032763887437030573,0.04613509555322413,0.03800704154324101,DRD2/NPR3/NPR1,3
BP,GO:0045956,positive regulation of calcium ion-dependent exocytosis,3/453,13/18888,0.0032763887437030573,0.04613509555322413,0.03800704154324101,SYT4/SYT7/CDK5R2,3
BP,GO:0051481,negative regulation of cytosolic calcium ion concentration,3/453,13/18888,0.0032763887437030573,0.04613509555322413,0.03800704154324101,KCNK3/DRD2/ATP1A2,3
BP,GO:0032233,positive regulation of actin filament bundle assembly,6/453,61/18888,0.00335568177058246,0.04683452174763687,0.03858324324194148,SYNPO/SFRP1/SERPINF2/SYNPO2L/PLEK/WNT4,6
BP,GO:0150115,cell-substrate junction organization,8/453,103/18888,0.0033574488140143246,0.04683452174763687,0.03858324324194148,FAM107A/ARHGAP6/THSD1/SFRP1/TRIP6/APOD/ITGA2/WNT4,8
BP,GO:0098659,inorganic cation import across plasma membrane,9/453,126/18888,0.0033710068436398903,0.04683452174763687,0.03858324324194148,KCNJ9/KCNJ16/HCN4/ATP1A3/SLC9A2/SLC8A3/SCNN1G/CACNA1A/ATP1A2,9
BP,GO:0099587,inorganic ion import across plasma membrane,9/453,126/18888,0.0033710068436398903,0.04683452174763687,0.03858324324194148,KCNJ9/KCNJ16/HCN4/ATP1A3/SLC9A2/SLC8A3/SCNN1G/CACNA1A/ATP1A2,9
BP,GO:0003014,renal system process,9/453,127/18888,0.003553310939756056,0.04920332224884798,0.04053470986355746,PDGFB/TMEM63C/DRD2/GAS6/SERPINF2/NPR3/NPR1/AQP1/SLC15A2,9
BP,GO:0015850,organic hydroxy compound transport,16/453,311/18888,0.003600790353404894,0.0495316640032726,0.0408052045607322,MTTP/SPP1/SYT4/SHH/SYT12/SYT7/DRD2/SLC16A3/GRAMD1B/SLC16A7/ABCG1/AQP1/GRM2/SYT13/MAPK15/ATP8B1,16
BP,GO:0046879,hormone secretion,16/453,311/18888,0.003600790353404894,0.0495316640032726,0.0408052045607322,EGFR/SPP1/PTPRN/SMPD3/NNAT/SFRP1/SYT7/GLP1R/DRD2/NOS2/FOXD1/CCN3/GIPR/AQP1/TCIRG1/GCK,16
CC,GO:0043025,neuronal cell body,39/480,488/19894,6.393933555318152e-11,2.557573422127261e-8,1.9720237175875986e-8,HOMER1/CRYAB/PCSK2/UBB/PCSK1/KIF5A/RTN4RL1/PSD2/GRIP2/L1CAM/PTPRN/UNC5A/TH/SYT4/RGS8/CPLX2/ATP1A3/KCNN2/SYNPO/FLRT1/NEURL1/PLXDC1/DRD2/SLC8A3/KCNN4/NRSN1/PDE1A/CCN3/RIC3/SHANK2/GABRA5/SNCB/SLC17A8/APOD/CACNA1A/GFRA1/ATP1A2/SORCS2/BMPR1B,39
CC,GO:0044306,neuron projection terminus,16/480,128/19894,8.035958295109398e-8,1.6071916590218797e-5,1.2392293581405547e-5,PCSK1/PTPRN/TH/CPLX2/SLC1A2/TSPOAP1/BSN/FLRT1/DRD2/SLC8A3/SNCB/PACSIN1/SLC17A8/ITGA2/CNGB1/ROR1,16
CC,GO:0097060,synaptic membrane,29/480,397/19894,1.354574710657141e-7,1.8060996142095213e-5,1.392597860429973e-5,NRXN2/RIMS3/CRYAB/CNTN2/SLITRK3/KCNJ9/PDE2A/NSG1/GABRQ/GRIP2/GRIK5/GPR179/GRIK1/SLC1A2/SYT7/DRD2/SLITRK1/MAGEE1/ANK3/SHANK2/GABRA5/SLC16A7/GRM2/CNTN1/RPH3A/PLPPR4/SLC6A11/CLSTN2/SORCS2,29
CC,GO:0062023,collagen-containing extracellular matrix,30/480,428/19894,2.0140279587306234e-7,2.0140279587306235e-5,1.552921557652823e-5,IGFBPL1/COL4A5/EMILIN1/L1CAM/COL5A1/ADAMTS3/COL20A1/PDGFB/ADAMTS9/SERPINE1/SHH/SFRP1/FBLN1/AZGP1/COL27A1/COL4A6/PRELP/CCN3/SERPINF2/COL12A1/LAMB3/ANGPTL1/CILP/ADAMTS2/FIBCD1/SSC5D/RARRES2/COL4A3/COL14A1/LAMC3,30
CC,GO:0098984,neuron to neuron synapse,25/480,360/19894,2.492020005356854e-6,1.7494375976709868e-4,1.3489084634673662e-4,HOMER1/INSYN2A/SLITRK3/GRIP2/C1QL1/GRIK5/GRIK1/ATP1A3/BSN/SYT12/SYNPO/SYT7/NEURL1/ANKS1B/SLITRK1/SLC8A3/SRCIN1/DLGAP3/SHANK2/GNG3/SLC16A7/PLPPR4/CLSTN2/SORCS2/NEFH,25
CC,GO:0043679,axon terminus,13/480,112/19894,3.0899135185454367e-6,1.7494375976709868e-4,1.3489084634673662e-4,PCSK1/PTPRN/TH/CPLX2/TSPOAP1/DRD2/SLC8A3/SNCB/PACSIN1/SLC17A8/ITGA2/CNGB1/ROR1,13
CC,GO:0150034,distal axon,21/480,272/19894,3.093691545329597e-6,1.7494375976709868e-4,1.3489084634673662e-4,DPYSL3/PCSK1/STMN4/L1CAM/PTPRN/TH/CPLX2/KIF21B/TSPOAP1/CDK5R2/DRD2/SLC8A3/NRSN1/SHANK2/RASGRF1/SNCB/PACSIN1/SLC17A8/ITGA2/CNGB1/ROR1,21
CC,GO:0045211,postsynaptic membrane,21/480,276/19894,3.8917209041265696e-6,1.7494375976709868e-4,1.3489084634673662e-4,CNTN2/SLITRK3/NSG1/GABRQ/GRIP2/GRIK5/GPR179/GRIK1/DRD2/SLITRK1/MAGEE1/ANK3/SHANK2/GABRA5/SLC16A7/CNTN1/RPH3A/PLPPR4/SLC6A11/CLSTN2/SORCS2,21
CC,GO:0043204,perikaryon,15/480,151/19894,3.93623459475972e-6,1.7494375976709868e-4,1.3489084634673662e-4,CRYAB/PCSK2/PCSK1/KIF5A/RTN4RL1/PTPRN/TH/RGS8/CPLX2/SYNPO/NEURL1/DRD2/SLC8A3/SLC17A8/SORCS2,15
CC,GO:0098978,glutamatergic synapse,26/480,409/19894,7.801948388254265e-6,3.120779355301706e-4,2.4062851344826313e-4,NRXN2/HOMER1/NPTXR/NSG1/PSD2/GRIP2/WNT7A/C1QL1/SYT4/FZD9/CPLX2/SLC1A2/TSPOAP1/BSN/DRD2/SLITRK1/SRCIN1/DLGAP3/SHANK2/CADPS2/SLC16A7/PPM1H/GRM2/PLPPR4/SEMA3F/CLSTN2,26
CC,GO:0032279,asymmetric synapse,22/480,329/19894,1.7948742146378543e-5,6.135863947366946e-4,4.731074043627672e-4,HOMER1/INSYN2A/SLITRK3/GRIP2/C1QL1/GRIK5/GRIK1/BSN/SYNPO/NEURL1/ANKS1B/SLITRK1/SLC8A3/SRCIN1/DLGAP3/SHANK2/GNG3/SLC16A7/PLPPR4/CLSTN2/SORCS2/NEFH,22
CC,GO:0031253,cell projection membrane,23/480,354/19894,1.8407591842100835e-5,6.135863947366946e-4,4.731074043627672e-4,MTTP/EGFR/EPHA2/PSD2/FAM107A/UNC5A/FZD9/FOLR1/SLC1A2/GPR88/DRD2/EPS8L2/RASGRP2/SHANK2/GABRA5/JCAD/PTPRH/PACSIN1/AQP1/PLEK/LCP1/PRCD/CNGB1,23
CC,GO:0014069,postsynaptic density,21/480,313/19894,2.64068113035796e-5,8.125172708793723e-4,6.264935799148844e-4,HOMER1/INSYN2A/SLITRK3/GRIP2/GRIK5/GRIK1/BSN/SYNPO/NEURL1/ANKS1B/SLITRK1/SLC8A3/SRCIN1/DLGAP3/SHANK2/GNG3/SLC16A7/PLPPR4/CLSTN2/SORCS2/NEFH,21
CC,GO:0099572,postsynaptic specialization,22/480,341/19894,3.103009564527634e-5,8.865741612936098e-4,6.835953401553359e-4,HOMER1/INSYN2A/SLITRK3/GRIP2/GRIK5/GRIK1/BSN/SYNPO/NEURL1/ANKS1B/SLITRK1/SLC8A3/SRCIN1/DLGAP3/SHANK2/GABRA5/GNG3/SLC16A7/PLPPR4/CLSTN2/SORCS2/NEFH,22
CC,GO:0034702,monoatomic ion channel complex,22/480,344/19894,3.5417747219634335e-5,9.444732591902489e-4,7.282385919545868e-4,KCNF1/KCNJ9/GABRQ/SCN3A/GRIK5/KCNJ16/HCN4/GRIK1/RYR3/KCNK12/KCNN4/SCN5A/GABRA5/KCNK13/SCNN1G/SLC17A8/CACNA1A/KCNG2/CACNG1/CATSPERG/KCNG1/CNGB1,22
CC,GO:0034703,cation channel complex,16/480,204/19894,3.7869425970416735e-5,9.467356492604184e-4,7.29983013771849e-4,KCNF1/SCN3A/GRIK5/KCNJ16/HCN4/GRIK1/RYR3/KCNN4/SCN5A/SCNN1G/CACNA1A/KCNG2/CACNG1/CATSPERG/KCNG1/CNGB1,16
CC,GO:0005581,collagen trimer,10/480,86/19894,4.1828589034646254e-5,9.84202094932853e-4,7.588716153034894e-4,COL4A5/EMILIN1/COL5A1/COL20A1/C1QL1/COL27A1/COL4A6/COL12A1/COL4A3/COL14A1,10
CC,GO:0005788,endoplasmic reticulum lumen,20/480,313/19894,8.054080598069004e-5,0.0017897956884597786,0.0013800266755755663,IGFBP5/MTTP/IGFBP3/COL4A5/COL5A1/WNT7A/COL20A1/PDGFB/SPP1/WNT1/SHH/COL27A1/GAS6/COL4A6/COL12A1/NOTUM/COL4A3/WNT4/COL14A1/CES3,20
CC,GO:0098644,complex of collagen trimers,5/480,21/19894,1.1835125039306599e-4,0.002491605271432968,0.0019211588013943678,COL4A5/COL5A1/COL27A1/COL4A6/COL4A3,5
CC,GO:0032587,ruffle membrane,10/480,100/19894,1.5149472386965664e-4,0.003029894477393133,0.0023362081102004948,EGFR/EPHA2/PSD2/FAM107A/EPS8L2/RASGRP2/JCAD/PACSIN1/PLEK/LCP1,10
CC,GO:1990351,transporter complex,25/480,471/19894,2.1399540648373068e-4,0.0037906359624033737,0.0029227798341689174,KCNF1/KCNJ9/GABRQ/SCN3A/GRIK5/KCNJ16/HCN4/GRIK1/ATP1A3/RYR3/KCNK12/KCNN4/SCN5A/GABRA5/KCNK13/SCNN1G/SLC17A8/CACNA1A/KCNG2/ATP1A2/CACNG1/ATP8B1/CATSPERG/KCNG1/CNGB1,25
CC,GO:0042734,presynaptic membrane,13/480,167/19894,2.1431482275038178e-4,0.0037906359624033737,0.0029227798341689174,NRXN2/RIMS3/KCNJ9/PDE2A/GRIK5/GRIK1/SLC1A2/SYT7/DRD2/GABRA5/GRM2/CNTN1/SLC6A11,13
CC,GO:1902495,transmembrane transporter complex,24/480,444/19894,2.17961567838194e-4,0.0037906359624033737,0.0029227798341689174,KCNF1/KCNJ9/GABRQ/SCN3A/GRIK5/KCNJ16/HCN4/GRIK1/ATP1A3/RYR3/KCNK12/KCNN4/SCN5A/GABRA5/KCNK13/SCNN1G/SLC17A8/CACNA1A/KCNG2/ATP1A2/CACNG1/CATSPERG/KCNG1/CNGB1,24
CC,GO:0034706,sodium channel complex,5/480,24/19894,2.3287271987157673e-4,0.0038812119978596125,0.002992618724665438,SCN3A/GRIK5/GRIK1/SCN5A/SCNN1G,5
CC,GO:0044309,neuron spine,13/480,173/19894,3.028017834080925e-4,0.00484482853452948,0.0037356177910977313,HOMER1/CRYAB/GRIP2/KCNN2/SYNPO/NEURL1/DRD2/ANKS1B/SLC8A3/SHANK2/RPH3A/ATP1A2/SORCS2,13
CC,GO:0031256,leading edge membrane,13/480,179/19894,4.207346713239672e-4,0.006472841097291803,0.0049909011618592064,EGFR/EPHA2/PSD2/FAM107A/UNC5A/SLC1A2/EPS8L2/RASGRP2/GABRA5/JCAD/PACSIN1/PLEK/LCP1,13
CC,GO:0032432,actin filament bundle,9/480,95/19894,4.8167004945719795e-4,0.007043237410111325,0.005430706739901627,CRYAB/FAM107A/SYNPO/TRIP6/LCP1/ROR1/RFLNA/ZNF664-RFLNA/MYL9,9
CC,GO:0001726,ruffle,13/480,182/19894,4.930266187077927e-4,0.007043237410111325,0.005430706739901627,EGFR/EPHA2/PSD2/FAM107A/FGD3/EPS8L2/RASGRP2/KLHL41/CARMIL2/JCAD/PACSIN1/PLEK/LCP1,13
CC,GO:0032809,neuronal cell body membrane,5/480,29/19894,5.89126971564112e-4,0.008125889262953268,0.006265488300119232,UNC5A/RGS8/ATP1A3/FLRT1/GABRA5,5
CC,GO:0030133,transport vesicle,22/480,434/19894,9.255116435726715e-4,0.011766804626404375,0.009072825672464428,DPYSL3/PCSK2/MAP6/PCSK1/FGFRL1/PTPRN/TH/SYT4/RAB3C/FOLR1/BSN/SYT12/SYT7/DRD2/NRSN1/LGI3/CD74/IL33/SLC17A8/RPH3A/SVOP/SYT13,22
CC,GO:0043197,dendritic spine,12/480,171/19894,9.372750934665129e-4,0.011766804626404375,0.009072825672464428,HOMER1/CRYAB/KCNN2/SYNPO/NEURL1/DRD2/ANKS1B/SLC8A3/SHANK2/RPH3A/ATP1A2/SORCS2,12
CC,GO:0044298,cell body membrane,5/480,32/19894,9.4134437011235e-4,0.011766804626404375,0.009072825672464428,UNC5A/RGS8/ATP1A3/FLRT1/GABRA5,5
CC,GO:0097449,astrocyte projection,4/480,19/19894,9.725681256338544e-4,0.011788704553137628,0.009089711668603487,SYT4/SLC1A2/GRM2/SLC17A8,4
CC,GO:0098791,Golgi apparatus subcompartment,20/480,382/19894,0.0010568034594052216,0.01243298187535555,0.009586483393366253,CABP7/PCSK1/NMNAT2/NSG1/MARCHF4/HID1/CSGALNACT1/ELAPOR1/SMPD3/BACE2/MMP24/ST6GAL1/CHSY3/RAB7B/CLVS2/RAB32/NSG2/CD74/FUT3/ATP8B1,20
CC,GO:0030018,Z disc,10/480,131/19894,0.0013032552138958187,0.0148943453016665,0.011484324140495486,HOMER1/CRYAB/RYR3/KCNN2/SYNPO/ANK3/SCN5A/SYNPO2L/FLNC/MYL9,10
CC,GO:0033162,melanosome membrane,4/480,22/19894,0.0017333630869931936,0.0182459272315073,0.014068570207451682,MREG/TH/BACE2/RAB32,4
CC,GO:0045009,chitosome,4/480,22/19894,0.0017333630869931936,0.0182459272315073,0.014068570207451682,MREG/TH/BACE2/RAB32,4
CC,GO:0090741,pigment granule membrane,4/480,22/19894,0.0017333630869931936,0.0182459272315073,0.014068570207451682,MREG/TH/BACE2/RAB32,4
CC,GO:0097386,glial cell projection,5/480,37/19894,0.0018458848692541302,0.018932152505170566,0.014597686010565727,SYT4/SLC1A2/GRM2/SLC17A8/LCP1,5
CC,GO:0016528,sarcoplasm,8/480,95/19894,0.002105138865728944,0.021051388657289442,0.01623172862259423,IRAG1/SCN3A/RYR3/RASD1/JPH3/SLC8A3/KLHL41/ANK3,8
CC,GO:0032420,stereocilium,6/480,56/19894,0.0022374057096262627,0.021828348386597685,0.016830805466508218,MYO3B/EPS8L2/PCDH15/ESPN/MYO7A/ATP8B1,6
CC,GO:0099634,postsynaptic specialization membrane,9/480,120/19894,0.0025302777007151223,0.024097882863953545,0.018580735997732602,SLITRK3/GRIK5/GRIK1/SLITRK1/GABRA5/SLC16A7/PLPPR4/CLSTN2/SORCS2,9
CC,GO:0030017,sarcomere,13/480,219/19894,0.002649773535060589,0.02460162922960632,0.018969150958617502,HOMER1/CRYAB/RYR3/KCNN2/SYNPO/KLHL41/ANK3/SCN5A/SYNPO2L/FLNC/TNNT1/MYL9/MYLK2,13
CC,GO:0098839,postsynaptic density membrane,8/480,99/19894,0.002728276463206052,0.02460162922960632,0.018969150958617502,SLITRK3/GRIK5/GRIK1/SLITRK1/SLC16A7/PLPPR4/CLSTN2/SORCS2,8
CC,GO:0031674,I band,10/480,145/19894,0.002767683288330711,0.02460162922960632,0.018969150958617502,HOMER1/CRYAB/RYR3/KCNN2/SYNPO/ANK3/SCN5A/SYNPO2L/FLNC/MYL9,10
CC,GO:0034705,potassium channel complex,8/480,100/19894,0.002904512356841945,0.025256629189929956,0.01947419040170915,KCNF1/GRIK5/KCNJ16/HCN4/GRIK1/KCNN4/KCNG2/KCNG1,8
CC,GO:0098686,hippocampal mossy fiber to CA3 synapse,5/480,42/19894,0.0032643515686555324,0.027781715477919425,0.021421164829027346,GRIK5/SYT12/SYT7/SHANK2/SLC16A7,5
CC,GO:0030672,synaptic vesicle membrane,9/480,128/19894,0.0038997973344268525,0.03183508028103553,0.024546522427219504,SYT4/RAB3C/BSN/SYT12/SYT7/DRD2/SLC17A8/RPH3A/SVOP,9
CC,GO:0099501,exocytic vesicle membrane,9/480,128/19894,0.0038997973344268525,0.03183508028103553,0.024546522427219504,SYT4/RAB3C/BSN/SYT12/SYT7/DRD2/SLC17A8/RPH3A/SVOP,9
CC,GO:0032421,stereocilium bundle,6/480,64/19894,0.0043973519094939436,0.0342559652282963,0.02641315213655478,MYO3B/EPS8L2/PCDH15/ESPN/MYO7A/ATP8B1,6
CC,GO:0060076,excitatory synapse,6/480,64/19894,0.0043973519094939436,0.0342559652282963,0.02641315213655478,HOMER1/KCNJ9/C1QL1/BSN/SLC16A7/SLC17A8,6
CC,GO:0005802,trans-Golgi network,14/480,260/19894,0.004453275479678519,0.0342559652282963,0.02641315213655478,CABP7/PCSK1/NMNAT2/NSG1/MARCHF4/ELAPOR1/BACE2/MMP24/RAB7B/CLVS2/RAB32/NSG2/CD74/ATP8B1,14
CC,GO:0070160,tight junction,9/480,131/19894,0.004541709374484792,0.03427705188290409,0.026429411057081315,EPHA2/NHS/SYNPO/CLMP/PLXDC1/ANK3/IGSF5/MAPK15/F11R,9
CC,GO:0070382,exocytic vesicle,13/480,235/19894,0.004816200992685644,0.03567556290878255,0.027507736663877073,DPYSL3/TH/SYT4/RAB3C/BSN/SYT12/SYT7/DRD2/LGI3/SLC17A8/RPH3A/SVOP/SYT13,13
CC,GO:0030658,transport vesicle membrane,13/480,238/19894,0.0053482707090343005,0.03889651424752218,0.029991259669800003,MAP6/PTPRN/SYT4/RAB3C/FOLR1/BSN/SYT12/SYT7/DRD2/CD74/SLC17A8/RPH3A/SVOP,13
CC,GO:0030016,myofibril,13/480,240/19894,0.005728417254466041,0.04091726610332887,0.031549365705987785,HOMER1/CRYAB/RYR3/KCNN2/SYNPO/KLHL41/ANK3/SCN5A/SYNPO2L/FLNC/TNNT1/MYL9/MYLK2,13
CC,GO:0005771,multivesicular body,6/480,68/19894,0.005923979685539584,0.041571787266944445,0.03205403597161769,EGFR/NSG1/NSG2/CD74/SLC17A8/GFRA1,6
CC,GO:0005604,basement membrane,7/480,92/19894,0.006856697410303568,0.04656394843284506,0.03590325497585159,COL4A5/COL5A1/FBLN1/COL4A6/LAMB3/COL4A3/LAMC3,7
CC,GO:0098862,cluster of actin-based cell projections,10/480,165/19894,0.006868182393844647,0.04656394843284506,0.03590325497585159,MTTP/FOLR1/MYO3B/EPS8L2/PCDH15/ESPN/SHANK2/MYO7A/AQP1/ATP8B1,10
CC,GO:0042383,sarcolemma,9/480,141/19894,0.00729059918858534,0.04860399459056894,0.037476237934307106,RYR3/SLC8A3/ANK3/SCN5A/SGCG/AQP1/FLNC/ATP1A2/CACNG1,9
CC,GO:0031985,Golgi cisterna,8/480,117/19894,0.007483657779878991,0.0490731657696983,0.0378379936066358,NSG1/HID1/CSGALNACT1/SMPD3/ST6GAL1/CHSY3/NSG2/FUT3,8
MF,GO:0015079,potassium ion transmembrane transporter activity,17/458,158/18522,4.018573077970703e-7,2.499552454497777e-4,2.191179846725078e-4,KCNF1/KCNJ9/GRIK5/KCNK3/KCNJ16/HCN4/GRIK1/ATP1A3/KCNN2/SLC9A2/KCNK12/KCNN4/KCNK13/AQP1/KCNG2/ATP1A2/KCNG1,17
MF,GO:0046873,metal ion transmembrane transporter activity,29/458,437/18522,1.5775334801007137e-6,3.052811435672162e-4,2.676182642880657e-4,KCNF1/KCNJ9/SCN3A/GRIK5/KCNK3/KCNJ16/HCN4/GRIK1/TRPM3/ATP1A3/RYR3/SLC1A2/TSPOAP1/KCNN2/SLC9A2/KCNK12/SLC8A3/KCNN4/SCN5A/KCNK13/AQP1/SCNN1G/SLC17A8/CACNA1A/KCNG2/SLC6A11/ATP1A2/CACNG1/KCNG1,29
MF,GO:0022836,gated channel activity,23/458,301/18522,1.8705743589217598e-6,3.052811435672162e-4,2.676182642880657e-4,KCNF1/KCNJ9/GABRQ/GRIK5/TMEM63C/KCNK3/KCNJ16/HCN4/GRIK1/RYR3/TSPOAP1/KCNN2/KCNK12/KCNN4/GABRA5/KCNK13/AQP1/SCNN1G/CACNA1A/KCNG2/CACNG1/KCNG1/CNGB1,23
MF,GO:0005267,potassium channel activity,14/458,122/18522,1.9632227882136088e-6,3.052811435672162e-4,2.676182642880657e-4,KCNF1/KCNJ9/GRIK5/KCNK3/KCNJ16/HCN4/GRIK1/KCNN2/KCNK12/KCNN4/KCNK13/AQP1/KCNG2/KCNG1,14
MF,GO:0005261,monoatomic cation channel activity,24/458,330/18522,2.662561963981541e-6,3.312227083193037e-4,2.903593889141975e-4,KCNF1/KCNJ9/SCN3A/GRIK5/TMEM63C/KCNK3/KCNJ16/HCN4/GRIK1/TRPM3/RYR3/TSPOAP1/KCNN2/KCNK12/KCNN4/SCN5A/KCNK13/AQP1/SCNN1G/CACNA1A/KCNG2/CACNG1/KCNG1/CNGB1,24
MF,GO:0005216,monoatomic ion channel activity,27/458,441/18522,1.5706862233220066e-5,0.0016282780515104803,0.0014273955503171921,KCNF1/KCNJ9/GABRQ/SCN3A/GRIK5/TMEM63C/KCNK3/KCNJ16/HCN4/GRIK1/TRPM3/RYR3/TSPOAP1/KCNN2/KCNK12/KCNN4/SCN5A/GABRA5/KCNK13/AQP1/SCNN1G/SLC17A8/CACNA1A/KCNG2/CACNG1/KCNG1/CNGB1,27
MF,GO:0022843,voltage-gated monoatomic cation channel activity,13/458,143/18522,5.644836168838547e-5,0.005015840138596538,0.004397030278884764,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/TSPOAP1/KCNN2/KCNK12/KCNK13/CACNA1A/KCNG2/CACNG1/KCNG1,13
MF,GO:0001968,fibronectin binding,6/458,30/18522,7.932457548745729e-5,0.005633040200286212,0.004938085672276627,IGFBP5/IGFBP3/TNFAIP6/FBLN1/IGFBP6/SSC5D,6
MF,GO:0015276,ligand-gated monoatomic ion channel activity,14/458,169/18522,8.182148887379395e-5,0.005633040200286212,0.004938085672276627,KCNJ9/GABRQ/GRIK5/TMEM63C/KCNJ16/HCN4/GRIK1/RYR3/KCNN2/KCNN4/GABRA5/AQP1/SCNN1G/CNGB1,14
MF,GO:0022834,ligand-gated channel activity,14/458,171/18522,9.286660788476237e-5,0.005633040200286212,0.004938085672276627,KCNJ9/GABRQ/GRIK5/TMEM63C/KCNJ16/HCN4/GRIK1/RYR3/KCNN2/KCNN4/GABRA5/AQP1/SCNN1G/CNGB1,14
MF,GO:0099094,ligand-gated monoatomic cation channel activity,12/458,132/18522,1.0825450924886367e-4,0.005633040200286212,0.004938085672276627,KCNJ9/GRIK5/TMEM63C/KCNJ16/HCN4/GRIK1/RYR3/KCNN2/KCNN4/AQP1/SCNN1G/CNGB1,12
MF,GO:0030020,extracellular matrix structural constituent conferring tensile strength,7/458,45/18522,1.08676016725779e-4,0.005633040200286212,0.004938085672276627,COL4A5/COL5A1/COL27A1/COL4A6/COL12A1/COL4A3/COL14A1,7
MF,GO:0015081,sodium ion transmembrane transporter activity,13/458,157/18522,1.4650640843254906e-4,0.007009768157311194,0.0061449651472113695,SCN3A/GRIK5/HCN4/GRIK1/ATP1A3/SLC1A2/SLC9A2/SLC8A3/SCN5A/SCNN1G/SLC17A8/SLC6A11/ATP1A2,13
MF,GO:0005249,voltage-gated potassium channel activity,10/458,99/18522,1.6927455563259735e-4,0.00752062668596254,0.00659279848253274,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/KCNN2/KCNK12/KCNK13/KCNG2/KCNG1,10
MF,GO:0005201,extracellular matrix structural constituent,13/458,166/18522,2.5464219528834986e-4,0.010195506825229501,0.008937675639649489,COL4A5/EMILIN1/COL5A1/CHI3L1/FBLN1/COL27A1/COL4A6/PRELP/COL12A1/LAMB3/CILP/COL4A3/COL14A1,13
MF,GO:0005109,frizzled binding,6/458,37/18522,2.683031886524484e-4,0.010195506825229501,0.008937675639649489,WNT7A/WNT1/SFRP1/WNT10B/WNT10A/WNT4,6
MF,GO:0001786,phosphatidylserine binding,8/458,69/18522,2.9335628288199467e-4,0.010195506825229501,0.008937675639649489,SYT4/SMPD3/SYT12/SYT7/GAS6/GRAMD1B/SYT13/AXL,8
MF,GO:0005125,cytokine activity,16/458,238/18522,3.0106824009820275e-4,0.010195506825229501,0.008937675639649489,WNT7A/SPP1/WNT1/WNT10B/BMP5/WNT10A/MSTN/BMP2/THNSL2/CD70/GDF6/IL33/IL34/CCL2/WNT4/ALKAL2,16
MF,GO:0005544,calcium-dependent phospholipid binding,7/458,53/18522,3.114383113816086e-4,0.010195506825229501,0.008937675639649489,SYT4/SYT12/SYT7/CPNE4/RPH3A/PLA2G4A/SYT13,7
MF,GO:0005244,voltage-gated monoatomic ion channel activity,13/458,172/18522,3.597175739665034e-4,0.010946910987653352,0.00959637822238016,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/TSPOAP1/KCNN2/KCNK12/KCNK13/CACNA1A/KCNG2/CACNG1/KCNG1,13
MF,GO:0022832,voltage-gated channel activity,13/458,173/18522,3.8039830832610466e-4,0.010946910987653352,0.00959637822238016,KCNF1/KCNJ9/KCNK3/KCNJ16/HCN4/TSPOAP1/KCNN2/KCNK12/KCNK13/CACNA1A/KCNG2/CACNG1/KCNG1,13
MF,GO:0030507,spectrin binding,5/458,26/18522,3.871897776983501e-4,0.010946910987653352,0.00959637822238016,PTPRN/ANK3/GBP1/MYO7A/DYNC1I1,5
MF,GO:0042562,hormone binding,9/458,92/18522,4.519058442799577e-4,0.012221105875744943,0.010713374248833781,EGFR/ATP1A3/GLP1R/CMKLR1/NPR3/GIPR/NPR1/VIPR1/ATP1A2,9
MF,GO:0005178,integrin binding,12/458,157/18522,5.426331916306575e-4,0.014063243549761207,0.01232824531862634,EGFR/EMILIN1/COL5A1/SPP1/FBLN1/CCN3/ITGA2/GFRA1/ITGA10/COL4A3/LCP1/F11R,12
MF,GO:0005516,calmodulin binding,14/458,205/18522,6.04185227877543e-4,0.014853804836773505,0.013021274167284947,EGFR/MAP6/RGS16/RYR3/KCNN2/SYT7/NOS2/SLC8A3/KCNN4/PDE1A/SCN5A/MYO7A/PCP4/MYLK2,14
MF,GO:0005272,sodium channel activity,6/458,43/18522,6.208985944632011e-4,0.014853804836773505,0.013021274167284947,SCN3A/GRIK5/HCN4/GRIK1/SCN5A/SCNN1G,6
MF,GO:0008525,phosphatidylcholine transporter activity,4/458,17/18522,6.798826845925813e-4,0.015641819960941723,0.013712070976083623,MTTP/ABCG1/ABCB1/ATP8B1,4
MF,GO:0035254,glutamate receptor binding,6/458,44/18522,7.041333744475373e-4,0.015641819960941723,0.013712070976083623,HOMER1/NSG1/GRIP2/DRD2/SHANK2/RASGRF1,6
MF,GO:0072341,modified amino acid binding,9/458,101/18522,8.939577324531682e-4,0.019173852054685192,0.016808352283511477,SYT4/FOLR1/SMPD3/SYT12/SYT7/GAS6/GRAMD1B/SYT13/AXL,9
