ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0030509,BMP signaling pathway,13/453,168/18888,2.135154738691986e-4,0.009888138834297998,0.008146052348085683,DLX1/SMAD9/WNT1/TNFAIP6/SMPD3/SFRP1/BMP5/FOXD1/BMP2/GDF6/SMAD6/NOG/BMPR1B,13
BP,GO:0048678,response to axon injury,9/453,86/18888,2.1764555337487837e-4,0.00996864468644498,0.008212374726533871,DPYSL3/PCSK1/RTN4RL1/SPP1/FOLR1/DRD2/GIPR/APOD/AXL,9
BP,GO:0060571,morphogenesis of an epithelial fold,5/453,24/18888,2.262782853471638e-4,0.010098337770588543,0.008319218559364539,EGFR/RDH10/SHH/BMP5/NOG,5
BP,GO:0014059,regulation of dopamine secretion,6/453,37/18888,2.2774562150559575e-4,0.010098337770588543,0.008319218559364539,SYT4/SYT12/SYT7/DRD2/GRM2/SYT13,6
BP,GO:0060392,negative regulation of SMAD protein signal transduction,6/453,37/18888,2.2774562150559575e-4,0.010098337770588543,0.008319218559364539,EMILIN1/CCN3/LDLRAD4/CILP/SMAD6/NOG,6
BP,GO:0071277,cellular response to calcium ion,9/453,87/18888,2.37700081117925e-4,0.010428778295784329,0.008591442267109933,SYT4/RYR3/SYT12/SYT7/CPNE4/RASGRP2/SCN5A/RASAL1/SYT13,9
BP,GO:2000146,negative regulation of cell motility,22/453,396/18888,2.472740147600898e-4,0.010722483451084395,0.008833402620829704,DPYSL3/IGFBP5/IGFBP3/EMILIN1/ADAMTS9/SERPINE1/TNFAIP6/SHH/SFRP1/FBLN1/BMP5/DRD2/NEXMIF/CCN3/LDLRAD4/CD74/IL33/APOD/CCL2/WNT4/MAPK15/NOG,22
BP,GO:0032963,collagen metabolic process,10/453,107/18888,2.516739961240957e-4,0.010722483451084395,0.008833402620829704,EMILIN1/COL5A1/ADAMTS3/SMPD3/MMP24/SERPINF2/ADAMTS2/ITGA2/ADAMTS14/WNT4,10
BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,19/453,317/18888,2.5211213488634133e-4,0.010722483451084395,0.008833402620829704,CDKN2B/DLX1/EMILIN1/WNT1/TNFAIP6/FOLR1/SFRP1/BMP5/FOXD1/BMP2/CCN3/LDLRAD4/GDF6/CILP/SMAD6/CDH3/PRDM16/NOG/ADAMTSL2,19
BP,GO:0048706,embryonic skeletal system development,11/453,128/18888,2.623970730105574e-4,0.011047181821292962,0.009100895823077493,DLX2/DLX1/RDH10/SHH/EYA1/HOXD10/DSCAML1/HOXD9/PAX5/HOXB7/NOG,11
BP,GO:0048568,embryonic organ development,24/453,455/18888,2.8302294744185014e-4,0.011723998815765415,0.009658471597390339,EGFR/DLX2/EPHA2/PDGFB/RDH10/TH/WNT1/FOLR1/SHH/BMP5/MYO3B/EYA1/COL27A1/HOXD10/DSCAML1/MYO7A/HOXD9/RARRES2/PAX5/CEBPA/SOX15/HOXB7/FOXF1/NOG,24
BP,GO:0048839,inner ear development,14/453,196/18888,2.8409881967185864e-4,0.011723998815765415,0.009658471597390339,KCNK3/WNT1/SHH/MYO3B/EYA1/BMP2/PCDH15/GABRA5/MYO7A/SLC17A8/PLPPR4/CEBPA/ATP8B1/ROR1,14
BP,GO:0045600,positive regulation of fat cell differentiation,8/453,71/18888,2.9167941511256735e-4,0.011918821590090006,0.00981897060987817,SFRP1/BMP2/CMKLR1/VSTM2A/FNDC5/TPH1/RARRES2/CEBPA,8
BP,GO:0003002,regionalization,23/453,429/18888,2.997060052566786e-4,0.012006042160111259,0.00989082471115338,DLX2/DLX1/WNT7A/PLXNA2/NKD1/WNT1/FOLR1/SHH/SFRP1/HOXD10/FOXD1/BMP2/DSCAML1/WT1/HOXD9/SMAD6/HES2/SEMA3F/HOXB7/FOXF1/CXXC4/NOG/BMPR1B,23
BP,GO:0010810,regulation of cell-substrate adhesion,15/453,221/18888,3.026973998861893e-4,0.012006042160111259,0.00989082471115338,EMILIN1/PDGFB/FAM107A/ARHGAP6/WNT1/SERPINE1/SFRP1/FBLN1/ST6GAL1/NEXMIF/GBP1/APOD/WNT4/OLFM4/FOXF1,15
BP,GO:0017158,regulation of calcium ion-dependent exocytosis,6/453,39/18888,3.069461382986366e-4,0.012006042160111259,0.00989082471115338,SYT4/SYT12/SYT7/CDK5R2/RPH3A/SYT13,6
BP,GO:0046849,bone remodeling,9/453,90/18888,3.072702334044844e-4,0.012006042160111259,0.00989082471115338,EGFR/EPHA2/SPP1/SFRP1/SYT7/TPH1/LRRK1/TNFAIP3/TCIRG1,9
BP,GO:0072073,kidney epithelium development,12/453,152/18888,3.0821653338097523e-4,0.012006042160111259,0.00989082471115338,WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/WT1/AQP1/SMAD6/WNT4/HOXB7/NOG,12
BP,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,14/453,198/18888,3.151709424841749e-4,0.012163263780315195,0.010020347118746378,DLX1/EMILIN1/WNT1/TNFAIP6/SFRP1/BMP2/CCN3/LDLRAD4/CILP/SMAD6/CDH3/PRDM16/NOG/ADAMTSL2,14
BP,GO:0060070,canonical Wnt signaling pathway,19/453,323/18888,3.190059403763303e-4,0.01219831889439032,0.01004922624343399,EGFR/WNT7A/AMER2/NKD1/WNT1/FZD9/FOLR1/SHH/SFRP1/WNT10B/WNT10A/FOXD1/IGFBP6/BMP2/NOTUM/LRRK1/CDH3/WNT4/NOG,19
BP,GO:0002686,negative regulation of leukocyte migration,7/453,55/18888,3.271820699198329e-4,0.01239722606750785,0.010213090067736795,EMILIN1/TNFAIP6/BMP5/CCN3/IL33/APOD/CCL2,7
BP,GO:0045444,fat cell differentiation,16/453,248/18888,3.407049404783676e-4,0.012793317044268794,0.010539397969089,CNTN2/WNT1/SFRP1/WNT10B/BMP2/CMKLR1/RORC/VSTM2A/LAMB3/GDF6/FNDC5/TPH1/SMAD6/RARRES2/CEBPA/PRDM16,16
BP,GO:0050806,positive regulation of synaptic transmission,13/453,177/18888,3.5530290622385864e-4,0.012968357799122742,0.010683600146665924,RIMS3/EGFR/NSG1/FAM107A/SYT12/DRD2/SLC8A3/NFATC4/SHANK2/CCL2/CLSTN2/CYP46A1/NOG,13
BP,GO:0038065,collagen-activated signaling pathway,4/453,15/18888,3.612152339998545e-4,0.012968357799122742,0.010683600146665924,COL4A5/COL4A6/ITGA2/COL4A3,4
BP,GO:0014013,regulation of gliogenesis,10/453,112/18888,3.64579387856929e-4,0.012968357799122742,0.010683600146665924,EGFR/CDKN2B/DLX2/DLX1/SHH/BMP2/MYRF/IL33/IL34/NOG,10
BP,GO:0042476,odontogenesis,11/453,133/18888,3.656749130009226e-4,0.012968357799122742,0.010683600146665924,DLX2/DLX1/SERPINE1/SMPD3/SHH/ALPL/WNT10A/BMP2/SCN5A/AQP1/TCIRG1,11
BP,GO:0015872,dopamine transport,7/453,56/18888,3.6631260498161346e-4,0.012968357799122742,0.010683600146665924,SYT4/SYT12/SYT7/DRD2/GRM2/SYT13/MAPK15,7
BP,GO:0030900,forebrain development,22/453,408/18888,3.728968215499624e-4,0.012968357799122742,0.010683600146665924,EGFR/UBB/PCSK1/DLX2/DLX1/RTN4RL1/WNT7A/TH/WNT1/SLC1A2/OTP/SHH/CDK5R2/DRD2/BMP2/SCN5A/AQP1/PAX5/ATP1A2/WNT4/AXL/NOG,22
BP,GO:0048659,smooth muscle cell proliferation,13/453,178/18888,3.7512950919313983e-4,0.012968357799122742,0.010683600146665924,IGFBP5/EGFR/IGFBP3/PDGFB/SMPD3/BMP2/PDE1A/CCN3/SERPINF2/NPR1/APOD/ITGA2/TNFAIP3,13
BP,GO:0030336,negative regulation of cell migration,21/453,381/18888,3.775010534562875e-4,0.012968357799122742,0.010683600146665924,DPYSL3/IGFBP5/IGFBP3/EMILIN1/ADAMTS9/SERPINE1/TNFAIP6/SHH/SFRP1/BMP5/DRD2/NEXMIF/CCN3/LDLRAD4/CD74/IL33/APOD/CCL2/WNT4/MAPK15/NOG,21
BP,GO:0007596,blood coagulation,15/453,226/18888,3.840824797537487e-4,0.012968357799122742,0.010683600146665924,EMILIN1/PDGFB/VAV3/SERPINE1/SHH/FBLN1/GAS6/PRSS56/SERPINF2/ITGA2/PLA2G4A/PLEK/F11R/AXL/MYL9,15
BP,GO:0009880,embryonic pattern specification,8/453,74/18888,3.881688613304167e-4,0.012968357799122742,0.010683600146665924,WNT7A/WNT1/SHH/WT1/SMAD6/SEMA3F/RIPPLY3/CXXC4,8
BP,GO:0071560,cellular response to transforming growth factor beta stimulus,18/453,302/18888,3.8914631463171103e-4,0.012968357799122742,0.010683600146665924,CDKN2B/DLX1/PDE2A/WNT7A/SMAD9/WNT1/FOLR1/SFRP1/WNT10A/MSTN/BMP2/LDLRAD4/CILP/SMAD6/CDH3/WNT4/PRDM16/ADAMTSL2,18
BP,GO:0033002,muscle cell proliferation,16/453,251/18888,3.8924134954069594e-4,0.012968357799122742,0.010683600146665924,IGFBP5/EGFR/IGFBP3/PDGFB/SMPD3/SHH/MSTN/BMP2/PDE1A/CCN3/SERPINF2/NPR1/APOD/ITGA2/TNFAIP3/NOG,16
BP,GO:0035249,"synaptic transmission, glutamatergic",10/453,113/18888,3.915882658165622e-4,0.012968357799122742,0.010683600146665924,EGFR/HOMER1/GRIK5/GRIK1/DRD2/GRM2/SLC17A8/PLPPR4/CCL2/ATP1A2,10
BP,GO:0001656,metanephros development,9/453,93/18888,3.928799220100886e-4,0.012968357799122742,0.010683600146665924,PDGFB/RDH10/SHH/EYA1/FOXD1/GDF6/WT1/AQP1/WNT4,9
BP,GO:0042475,odontogenesis of dentin-containing tooth,9/453,93/18888,3.928799220100886e-4,0.012968357799122742,0.010683600146665924,DLX2/DLX1/SERPINE1/SMPD3/SHH/WNT10A/BMP2/SCN5A/TCIRG1,9
BP,GO:0016055,Wnt signaling pathway,24/453,466/18888,3.9999013455606906e-4,0.012968357799122742,0.010683600146665924,EGFR/WNT7A/AMER2/NKD1/WNT1/FZD9/FOLR1/SHH/SFRP1/WNT10B/DRD2/WNT10A/FOXD1/IGFBP6/BMP2/NFATC4/NOTUM/LRRK1/CDH3/TNFAIP3/WNT4/ROR1/CXXC4/NOG,24
BP,GO:0072001,renal system development,19/453,329/18888,4.0087590508385967e-4,0.012968357799122742,0.010683600146665924,PDGFB/RDH10/WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/GDF6/DDC/WT1/AQP1/SMAD6/GFRA1/COL4A3/WNT4/HOXB7/FOXF1/NOG,19
BP,GO:0060537,muscle tissue development,23/453,438/18888,4.013719184469371e-4,0.012968357799122742,0.010683600146665924,IGFBP5/HOMER1/ADAMTS9/HCN4/SHH/WNT10B/BMP5/EYA1/NEURL1/KLHL41/HOXD10/MSTN/BMP2/SCN5A/SGCG/WT1/HOXD9/MYLK3/PAX5/SOX15/COL14A1/NOG/MYLK2,23
BP,GO:0042417,dopamine metabolic process,6/453,41/18888,4.0625892171397256e-4,0.013025286043875674,0.010730498806728571,TH/DRD2/GPR37/NPR1/SNCB/DDC,6
BP,GO:0031214,biomineral tissue development,13/453,180/18888,4.1761769591982205e-4,0.013233123777302453,0.010901719810475958,SPP1/FZD9/SMPD3/WNT10B/ALPL/GAS6/BMP2/NOTUM/WNT4/TCIRG1/RFLNA/ZNF664-RFLNA/BMPR1B,13
BP,GO:0043473,pigmentation,10/453,114/18888,4.20242021237759e-4,0.013233123777302453,0.010901719810475958,ADAMTS9/MREG/TH/SPNS2/BACE2/SHROOM3/DRD2/RAB32/MYO7A/CDH3,10
BP,GO:0198738,cell-cell signaling by wnt,24/453,468/18888,4.2530721658327723e-4,0.013233123777302453,0.010901719810475958,EGFR/WNT7A/AMER2/NKD1/WNT1/FZD9/FOLR1/SHH/SFRP1/WNT10B/DRD2/WNT10A/FOXD1/IGFBP6/BMP2/NFATC4/NOTUM/LRRK1/CDH3/TNFAIP3/WNT4/ROR1/CXXC4/NOG,24
BP,GO:0048704,embryonic skeletal system morphogenesis,9/453,94/18888,4.2544111951980056e-4,0.013233123777302453,0.010901719810475958,DLX2/RDH10/EYA1/HOXD10/DSCAML1/HOXD9/PAX5/HOXB7/NOG,9
BP,GO:0072006,nephron development,12/453,158/18888,4.3881454576359815e-4,0.013527972657545583,0.011144622388350766,PDGFB/WNT1/SHH/EYA1/FOXD1/BMP2/WT1/AQP1/COL4A3/WNT4/HOXB7/NOG,12
BP,GO:0050920,regulation of chemotaxis,15/453,229/18888,4.414117757740401e-4,0.013527972657545583,0.011144622388350766,PDGFB/SERPINE1/TNFAIP6/ST6GAL1/GAS6/PRSS56/MSTN/CCN3/CMKLR1/CD74/ITGA2/RARRES2/IL34/SEMA3F/CCL2,15
BP,GO:0014046,dopamine secretion,6/453,42/18888,4.644913924644027e-4,0.014028986404287177,0.011557367827756534,SYT4/SYT12/SYT7/DRD2/GRM2/SYT13,6
BP,GO:0021983,pituitary gland development,6/453,42/18888,4.644913924644027e-4,0.014028986404287177,0.011557367827756534,PCSK1/OTP/DRD2/BMP2/WNT4/NOG,6
BP,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,21/453,388/18888,4.7943905508449075e-4,0.014294649774232789,0.011776226781378766,CDKN2B/DLX1/SMAD9/WNT1/TNFAIP6/FOLR1/SMPD3/SFRP1/BMP5/FOXD1/MSTN/BMP2/LDLRAD4/GDF6/CILP/SMAD6/CDH3/PRDM16/NOG/ADAMTSL2/BMPR1B,21
BP,GO:0002062,chondrocyte differentiation,10/453,116/18888,4.8279485441390886e-4,0.014294649774232789,0.011776226781378766,WNT7A/SMPD3/WNT10B/COL27A1/BMP2/CCN3/GDF6/RFLNA/ZNF664-RFLNA/BMPR1B,10
BP,GO:0050817,coagulation,15/453,231/18888,4.835762039747657e-4,0.014294649774232789,0.011776226781378766,EMILIN1/PDGFB/VAV3/SERPINE1/SHH/FBLN1/GAS6/PRSS56/SERPINF2/ITGA2/PLA2G4A/PLEK/F11R/AXL/MYL9,15
BP,GO:0007219,Notch signaling pathway,13/453,183/18888,4.889785553294759e-4,0.014352553652206026,0.011823929188174577,DLX2/DLX1/GRIP2/PGAM2/WNT1/PTP4A3/LLGL2/NEURL1/BMP2/CCN3/DTX4/CNTN1/CEBPA,13
BP,GO:0071496,cellular response to external stimulus,19/453,335/18888,5.004262567154162e-4,0.014585850615313669,0.012016124029486108,EGFR/CDKN2B/PDE2A/FAM107A/ELAPOR1/FOLR1/SLC1A2/SFRP1/GAS6/IL33/AQP1/ITGA2/ATP1A2/WNT4/RNF152/CYP24A1/F11R/AXL/PRR5,19
BP,GO:0071559,response to transforming growth factor beta,18/453,309/18888,5.105592034982126e-4,0.014777852501253819,0.01217429913604656,CDKN2B/DLX1/PDE2A/WNT7A/SMAD9/WNT1/FOLR1/SFRP1/WNT10A/MSTN/BMP2/LDLRAD4/CILP/SMAD6/CDH3/WNT4/PRDM16/ADAMTSL2,18
BP,GO:0035418,protein localization to synapse,8/453,78/18888,5.556587831805527e-4,0.01597231591928651,0.013158322691360894,NRXN2/HOMER1/SLITRK3/KIF5A/NSG1/GRIP2/WNT7A/BSN,8
BP,GO:0048732,gland development,23/453,449/18888,5.657427663854349e-4,0.016104762213532086,0.013267434675356517,IGFBP5/EGFR/CDKN2B/PCSK1/EPHA2/WNT1/OTP/SHH/SFRP1/NEURL1/DRD2/WNT10A/BMP2/WT1/HOXD9/TPH1/ITGA2/TNFAIP3/CEBPA/WNT4/CYP7B1/FOXF1/NOG,23
BP,GO:0042886,amide transport,18/453,312/18888,5.718581592137113e-4,0.016104762213532086,0.013267434675356517,MTTP/EGFR/PTPRN/FOLR1/SMPD3/NNAT/SFRP1/SYT7/DRD2/NOS2/CCN3/GIPR/CD74/AQP1/SLC15A2/ABCB1/TCIRG1/GCK,18
BP,GO:0051047,positive regulation of secretion,18/453,312/18888,5.718581592137113e-4,0.016104762213532086,0.013267434675356517,EGFR/PCSK1/SPP1/SYT4/SMPD3/NNAT/SYT7/CDK5R2/DRD2/KCNN4/BMP2/GIPR/CADPS2/ABCG1/NPR1/AQP1/PLA2G4A/GCK,18
BP,GO:0060993,kidney morphogenesis,9/453,98/18888,5.786921725280982e-4,0.016136496537060698,0.013293578064423679,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/WNT4/HOXB7/NOG,9
BP,GO:0051017,actin filament bundle assembly,12/453,163/18888,5.807280423606297e-4,0.016136496537060698,0.013293578064423679,DPYSL3/FAM107A/ARHGAP6/SYNPO/SFRP1/ESPN/SERPINF2/SYNPO2L/PLEK/WNT4/LCP1/F11R,12
BP,GO:0008217,regulation of blood pressure,13/453,187/18888,5.99982787939045e-4,0.01640922231494653,0.013518255175107479,GRIP2/EMILIN1/PDGFB/GLP1R/DRD2/GAS6/NOS2/SERPINF2/NPR3/ADM2/NPR1/SCNN1G/ATP1A2,13
BP,GO:0045685,regulation of glial cell differentiation,8/453,79/18888,6.055476601320058e-4,0.01640922231494653,0.013518255175107479,DLX2/DLX1/SHH/BMP2/MYRF/IL33/IL34/NOG,8
BP,GO:0030322,stabilization of membrane potential,4/453,17/18888,6.062908436904428e-4,0.01640922231494653,0.013518255175107479,KCNK3/KCNK12/KCNN4/KCNK13,4
BP,GO:0072074,kidney mesenchyme development,4/453,17/18888,6.062908436904428e-4,0.01640922231494653,0.013518255175107479,SHH/FOXD1/WT1/WNT4,4
BP,GO:0010721,negative regulation of cell development,17/453,288/18888,6.245707244195254e-4,0.01679490825406827,0.013835991192234241,CDKN2B/DLX2/DLX1/WNT7A/SPP1/SYT4/TNFAIP6/SHH/SFRP1/SHB/NFATC4/CD74/SEMA3F/CEBPA/RFLNA/ZNF664-RFLNA/NOG,17
BP,GO:0030595,leukocyte chemotaxis,15/453,237/18888,6.313492094150194e-4,0.016868355800267954,0.01389649879292708,PDGFB/VAV3/SERPINE1/TNFAIP6/GAS6/PRSS56/MSTN/CCN3/CMKLR1/CD74/PIK3CD/RARRES2/IL34/CCL2/CYP7B1,15
BP,GO:0034329,cell junction assembly,23/453,453/18888,6.386451236505718e-4,0.01695460430175531,0.013967552084131177,NRXN2/SLITRK3/EPHA2/WNT7A/FAM107A/ARHGAP6/AMIGO2/THSD1/BSN/SFRP1/TRIP6/DRD2/SLITRK1/SHANK2/CDH19/GABRA5/UGT8/APOD/ITGA2/CDH3/WNT4/F11R/CLSTN2,23
BP,GO:0051966,"regulation of synaptic transmission, glutamatergic",8/453,80/18888,6.589917764021305e-4,0.017384036228127085,0.014321326946194202,EGFR/HOMER1/GRIK1/DRD2/GRM2/PLPPR4/CCL2/ATP1A2,8
BP,GO:0072009,nephron epithelium development,10/453,121/18888,6.736517119551616e-4,0.01765899582030889,0.014547844319084655,WNT1/SHH/EYA1/FOXD1/BMP2/WT1/AQP1/WNT4/HOXB7/NOG,10
BP,GO:0007269,neurotransmitter secretion,11/453,144/18888,7.167621853999902e-4,0.01844114067127876,0.01519219135006347,NRXN2/RIMS3/WNT7A/GRIK5/SYT4/CPLX2/SYT12/SYT7/CADPS2/SNPH/RPH3A,11
BP,GO:0030534,adult behavior,11/453,144/18888,7.167621853999902e-4,0.01844114067127876,0.01519219135006347,NRXN2/HOMER1/SLC1A2/DRD2/SLITRK1/HOXD10/SHANK2/HOXD9/GRM2/PAX5/ATP1A2,11
BP,GO:0099643,signal release from synapse,11/453,144/18888,7.167621853999902e-4,0.01844114067127876,0.01519219135006347,NRXN2/RIMS3/WNT7A/GRIK5/SYT4/CPLX2/SYT12/SYT7/CADPS2/SNPH/RPH3A,11
BP,GO:0090287,regulation of cellular response to growth factor stimulus,20/453,373/18888,7.287107282757839e-4,0.018633535677628633,0.015350690317310992,CDKN2B/DLX1/EMILIN1/ADAMTS3/WNT1/PTP4A3/TNFAIP6/FOLR1/SFRP1/FOXD1/BMP2/LDLRAD4/JCAD/CILP/SMAD6/CDH3/WNT4/PRDM16/NOG/ADAMTSL2,20
BP,GO:0001822,kidney development,18/453,319/18888,7.400577467953245e-4,0.01880829688196898,0.015494662195419439,PDGFB/RDH10/WNT1/SHH/SFRP1/EYA1/FOXD1/BMP2/GDF6/DDC/WT1/AQP1/SMAD6/GFRA1/COL4A3/WNT4/HOXB7/NOG,18
BP,GO:0010759,positive regulation of macrophage chemotaxis,4/453,18/18888,7.648406741117394e-4,0.019210180157476567,0.01582574191173062,MSTN/CMKLR1/RARRES2/IL34,4
BP,GO:0048713,regulation of oligodendrocyte differentiation,6/453,46/18888,7.650887490741628e-4,0.019210180157476567,0.01582574191173062,DLX2/DLX1/SHH/MYRF/IL33/IL34,6
BP,GO:0030500,regulation of bone mineralization,8/453,82/18888,7.772862618791443e-4,0.019399575685702237,0.015981769847146353,FZD9/WNT10B/BMP2/NOTUM/WNT4/RFLNA/ZNF664-RFLNA/BMPR1B,8
BP,GO:0051962,positive regulation of nervous system development,17/453,294/18888,7.860403951341965e-4,0.01950128789832935,0.016065562461953314,EGFR/MAP6/SLITRK3/L1CAM/WNT7A/PLXNA2/AMIGO2/OTP/SHH/NEURL1/DRD2/SLITRK1/BMP2/MYRF/IL33/IL34/CLSTN2,17
BP,GO:0045598,regulation of fat cell differentiation,11/453,146/18888,8.038440325853481e-4,0.019824981821394857,0.016332228179965155,WNT1/SFRP1/WNT10B/BMP2/CMKLR1/RORC/VSTM2A/FNDC5/TPH1/RARRES2/CEBPA,11
BP,GO:0070167,regulation of biomineral tissue development,9/453,103/18888,8.309866662270213e-4,0.0203738377931425,0.016784387029303675,FZD9/WNT10B/GAS6/BMP2/NOTUM/WNT4/RFLNA/ZNF664-RFLNA/BMPR1B,9
BP,GO:0048562,embryonic organ morphogenesis,17/453,297/18888,8.793458568112137e-4,0.021433412463094378,0.01765728645686783,DLX2/EPHA2/RDH10/TH/WNT1/FOLR1/SHH/MYO3B/EYA1/HOXD10/DSCAML1/MYO7A/HOXD9/PAX5/HOXB7/FOXF1/NOG,17
