ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0031570,DNA integrity checkpoint signaling,36/2408,134/18888,8.265394208497525e-6,3.509911645298002e-4,2.9323250474211284e-4,DTL/ORC1/CDK1/CDK2/CDC45/PLK1/FANCD2/EME1/RAD51/E2F7/GTSE1/CDT1/CLSPN/E2F1/WDR76/BRCA2/CDC6/TICRR/STK33/RFWD3/CCND1/BLM/CDKN1A/TIMELESS/CHEK1/RPS27L/TAOK3/BRCA1/BARD1/MAP3K20/FBXO6/DNA2/MUC1/BRIP1/MDC1/PRKDC,36
BP,GO:0050890,cognition,69/2408,322/18888,8.318153219715186e-6,3.509911645298002e-4,2.9323250474211284e-4,FOS/FOSL1/NOG/ITGA3/SLC1A1/ATP1A2/C1QL1/BTG2/ITGA5/NLGN3/PTN/MAP1A/ADCY1/TTBK1/SGK1/S100B/KCNK10/GRIA1/PPP1R1B/NRXN2/LDLR/FEN1/FGF13/GPR88/ADCY3/ITPR3/APOE/SERPINF1/DRD2/CNR1/MAPK8IP2/ABCA7/CALB1/ELAVL4/NDRG4/ABCC8/EN1/UBE3A/DOP1B/B3GAT1/SHANK3/NTRK2/FAM107A/CHRM1/JPH3/FZD9/SLC7A11/SLC12A5/TUSC3/HLA-DRA/CLN3/CHRNB2/PTCHD1/SHROOM4/MFSD2A/HIF1A/PRKCG/TMOD2/KCNK2/CSMD1/TANC1/CHL1/C5AR1/TNR/DNAAF4/PRKAR2B/GRIN2B/GPR158/ADGRF1,69
BP,GO:0050770,regulation of axonogenesis,40/2408,156/18888,9.184967297492144e-6,3.848756435629694e-4,3.215409969860371e-4,L1CAM/EFNA1/RGMA/SEMA5B/DRAXIN/MAP6/RND2/EPHA4/PLXNB1/PLXNA2/NTN1/SEMA6B/SPP1/NRP1/FGF13/EPHB3/PLXNB3/SEMA3A/ARHGAP4/EFNB3/CDH4/SEMA6C/SLITRK1/MT3/PAK3/CRABP2/EFNA5/SEMA6D/NTRK2/SEMA6A/FSTL4/SEMA7A/EPHA7/SLIT2/ROBO2/CDH1/PLXNC1/RET/MACF1/TNR,40
BP,GO:0072088,nephron epithelium morphogenesis,25/2408,79/18888,9.259922883914479e-6,3.853405150451032e-4,3.219293698081048e-4,AGT/NOG/SOX8/KIF26B/NPNT/BMP2/LIF/MYC/WNT11/HS3ST3A1/GATA3/FGF1/LAMA5/SHH/SMO/HES5/TMEM59L/CITED1/PAX8/PTCH1/HOXB7/FMN1/TACSTD2/GDNF/WT1,25
BP,GO:0061351,neural precursor cell proliferation,42/2408,167/18888,9.33506881655041e-6,3.858068851990765e-4,3.223189946824796e-4,ASCL1/NCAN/ID2/BCAN/AKNA/MELK/BTG2/SHCBP1/PTN/ADGRG1/EPHB1/WDR62/ARX/NUMBL/RACGAP1/FGF13/FGFR2/RRM1/GPR37L1/FOXG1/DRD2/KIF14/DCT/POU3F3/SHH/SMO/RASSF10/CEND1/ACSL6/SLC16A2/NDE1/FZD9/ASPM/SKOR2/TRNP1/OTP/GBX2/HIF1A/LYN/KCNA1/ACAN/GJC2,42
BP,GO:0051255,spindle midzone assembly,9/2408,14/18888,9.594412152454164e-6,3.9382777501978524e-4,3.29019977071987e-4,CDCA8/RACGAP1/AURKB/KIF23/PRC1/KIF4A/BIRC5/KIF4B/INCENP,9
BP,GO:0048640,negative regulation of developmental growth,32/2408,114/18888,9.68419011387924e-6,3.948270482915361e-4,3.298548112046065e-4,NOG/RGMA/SEMA5B/RGS4/DRAXIN/GDF15/NTN1/SEMA6B/WWC1/SPP1/NRP1/FGF13/SEMA3A/ARHGAP4/CDKN1A/STC2/SEMA6C/RGS2/MT3/WWC3/SEMA6D/SEMA6A/FSTL4/SEMA7A/EPHA7/PTCH1/CDH1/MIR17HG/FGFR3/KCNK2/TNR/WWC2,32
BP,GO:0010389,regulation of G2/M transition of mitotic cell cycle,30/2408,104/18888,1.008217542467702e-5,4.082942718959808e-4,3.4110588561482336e-4,DTL/AURKA/ORC1/CDK1/CDK2/CCNB1/PLK1/CDC25A/CLSPN/FBXO5/CDC6/AURKB/RRM1/TICRR/CCND1/WEE1/BLM/KIF14/CDKN1A/HSPA2/CHEK1/PKMYT1/RBBP8/TAOK3/BRCA1/CDC25C/CENPF/BARD1/CDC7/NABP1,30
BP,GO:0060485,mesenchyme development,71/2408,336/18888,1.026502870782814e-5,4.1292788815356664e-4,3.4497699987220325e-4,AGT/NOG/SOX8/AKNA/SFRP2/EFNA1/SEMA5B/HAS2/FAM83D/HMGA2/PHLDB1/SOX4/BMP2/MYC/DLL3/EPHA4/KITLG/SEMA6B/HEY2/NRP1/WNT11/COL1A1/FGFR2/BAMBI/EDNRB/GATA3/SPRY1/CRB2/SEMA3A/EFNB1/TRIM62/TMEM100/SEMA6C/GSC/LAMA5/SHH/GCNT2/SMO/FRZB/LOXL2/SPRY2/CORO1C/RBM24/PHLDB2/LDLRAD4/SEMA6D/TGFB3/SCX/NOLC1/ACTG2/NCAM1/SEMA6A/SEMA7A/NRP2/LOXL3/RANBP3L/SNAI1/NRTN/ROBO2/GBX2/ACTA2/RET/HIF1A/FOXF2/RADIL/WNT16/IL1B/GDNF/WT1/ADAMTS5/FOLR1,71
BP,GO:0014032,neural crest cell development,25/2408,80/18888,1.185245616817835e-5,4.736272882038951e-4,3.956877838229775e-4,SOX8/SEMA5B/KITLG/SEMA6B/NRP1/EDNRB/SEMA3A/EFNB1/SEMA6C/LAMA5/SHH/SMO/CORO1C/SEMA6D/NOLC1/SEMA6A/SEMA7A/NRP2/NRTN/GBX2/RET/HIF1A/RADIL/GDNF/FOLR1,25
BP,GO:0050804,modulation of chemical synaptic transmission,96/2408,493/18888,1.2295283336169165e-5,4.8809039243713644e-4,4.0777085801187076e-4,GFAP/NOG/SLC1A1/CCL2/ATP1A2/RGS4/NLGN3/PTN/MAP1A/ADCY1/LRRC4/EPHB1/S100B/GRIA1/GRIK3/EPHA4/CACNB4/LRP8/SHISA9/KCNJ10/TMEM25/CACNG7/PCDH17/HAP1/ITPR3/MCTP2/SYBU/CLSTN3/EFNB3/APOE/DRD2/NTNG2/STX3/CNR1/MAPK8IP2/STX1B/AKAP12/SLC6A9/CALB1/ITPKA/BAIAP3/CACNG8/ADGRB1/SYP/TMEM108/CSPG5/SLC38A1/GRIA3/UBE3A/GPER1/FBXO45/SHANK3/P2RY1/CDC20/PLAT/LRRTM2/NTRK2/CHRNA5/PTK2B/GRID2IP/FAM107A/CHRM1/JPH3/SLC7A11/GRIK4/CHRDL1/OPHN1/EPHA7/GRIN2D/CLN3/BEGAIN/MCTP1/FBXO2/CHRNB2/VGF/SNCAIP/CDH1/PICK1/SORCS2/KCNMB4/NTNG1/PRKCG/ADRA2A/CYP46A1/CAMKV/SYNE1/GRIK2/DGKI/TNR/GRIA2/PRKAR2B/GRIN2B/OTOF/IL1B/GPR158/GRIN2C,96
BP,GO:0099177,regulation of trans-synaptic signaling,96/2408,494/18888,1.3388678323053405e-5,5.280214705967598e-4,4.4113092871759726e-4,GFAP/NOG/SLC1A1/CCL2/ATP1A2/RGS4/NLGN3/PTN/MAP1A/ADCY1/LRRC4/EPHB1/S100B/GRIA1/GRIK3/EPHA4/CACNB4/LRP8/SHISA9/KCNJ10/TMEM25/CACNG7/PCDH17/HAP1/ITPR3/MCTP2/SYBU/CLSTN3/EFNB3/APOE/DRD2/NTNG2/STX3/CNR1/MAPK8IP2/STX1B/AKAP12/SLC6A9/CALB1/ITPKA/BAIAP3/CACNG8/ADGRB1/SYP/TMEM108/CSPG5/SLC38A1/GRIA3/UBE3A/GPER1/FBXO45/SHANK3/P2RY1/CDC20/PLAT/LRRTM2/NTRK2/CHRNA5/PTK2B/GRID2IP/FAM107A/CHRM1/JPH3/SLC7A11/GRIK4/CHRDL1/OPHN1/EPHA7/GRIN2D/CLN3/BEGAIN/MCTP1/FBXO2/CHRNB2/VGF/SNCAIP/CDH1/PICK1/SORCS2/KCNMB4/NTNG1/PRKCG/ADRA2A/CYP46A1/CAMKV/SYNE1/GRIK2/DGKI/TNR/GRIA2/PRKAR2B/GRIN2B/OTOF/IL1B/GPR158/GRIN2C,96
BP,GO:0051383,kinetochore organization,11/2408,21/18888,1.4583306851613615e-5,5.650768754045558e-4,4.7208854322216523e-4,CENPA/NUF2/CENPE/CENPH/NDC80/SMC4/DLGAP5/CENPK/CENPF/CENPW/KNTC1,11
BP,GO:0000725,recombinational repair,44/2408,181/18888,1.4630062022184449e-5,5.650768754045558e-4,4.7208854322216523e-4,RMI2/UHRF1/MCM4/CDC45/MCM3/RAD54L/RAD51/MCM6/FEN1/MCM2/XRCC2/BRCA2/GINS4/AUNIP/MCM5/XRCC3/RFWD3/RAD51AP1/BLM/TIMELESS/CHEK1/GINS2/AP5S1/MCM8/HROB/RBBP8/BRCA1/FANCB/MMS22L/ACTL6A/AP5Z1/CDC7/POLQ/POLL/NABP1/FANCM/RECQL5/RMI1/PARPBP/FIGNL1/GEN1/ZGRF1/POLN/REC8,44
BP,GO:1901888,regulation of cell junction assembly,50/2408,215/18888,1.4676646918181323e-5,5.650768754045558e-4,4.7208854322216523e-4,AGT/LRRN3/LRRC4B/NLGN3/EPHB1/ARF6/NTN1/NRP1/EPHB3/COL16A1/GPM6B/LIMCH1/AGRN/CLSTN3/EFNB3/SLITRK3/NTNG2/THBS2/ADGRB1/SLITRK1/EPHA2/CORO1C/S100A10/PTPRJ/EFNA5/PHLDB2/LRRTM2/NTRK2/PTK2B/LRRN1/FAM107A/LRRC24/LHFPL4/EPHA7/SNAI1/CHRNB2/IL1RAP/ROBO2/F11R/RAB17/HOPX/COLQ/SLITRK4/MACF1/CLDN1/APOD/MYOC/FMN1/PRKCH/IL1B,50
BP,GO:0060078,regulation of postsynaptic membrane potential,38/2408,148/18888,1.4702862021629973e-5,5.650768754045558e-4,4.7208854322216523e-4,P2RX7/RGS4/NLGN3/ABAT/GRIA1/GRIK3/CHRNA9/TMEM25/SLC29A1/DRD2/MAPK8IP2/STX1B/INSYN1/TMEM108/GLRA2/GRIA3/SHANK3/GABRA3/CHRNA5/PTK2B/GABRE/CHRM1/GRIK4/GRIN2D/CHRNB2/P2RX6/INSYN2A/TRPV1/KCNA1/SYNE1/GRIK2/NPFF/CHRNE/GRIA2/GRIN2B/INSYN2B/GRIN2C/CHRFAM7A,38
BP,GO:0072028,nephron morphogenesis,25/2408,81/18888,1.5086821422631705e-5,5.761638004060742e-4,4.813510179412607e-4,AGT/NOG/SOX8/KIF26B/NPNT/BMP2/LIF/MYC/WNT11/HS3ST3A1/GATA3/FGF1/LAMA5/SHH/SMO/HES5/TMEM59L/CITED1/PAX8/PTCH1/HOXB7/FMN1/TACSTD2/GDNF/WT1,25
BP,GO:0097306,cellular response to alcohol,30/2408,106/18888,1.522377222530216e-5,5.777373686004606e-4,4.826656417542009e-4,MLC1/FOS/ADCY1/AKR1C3/SGK1/RAD51/AKR1C2/LRP8/ABCA1/ADCY5/ADCY3/BLM/BRCA1/SMO/PTGER4/GLRA2/TNC/EFNA5/OSBPL7/RECQL5/LANCL2/TP53INP1/ADCY7/PTCH1/PRKAA2/INHBB/ITPR2/CDH1/SCNN1D/ADCY2,30
BP,GO:0001649,osteoblast differentiation,57/2408,257/18888,1.7323729238527443e-5,6.49983164860761e-4,5.430227616346291e-4,ID3/NOG/SOX8/GDPD2/CEBPD/SFRP2/TPM4/NPNT/BMP2/NPPC/FHL2/IGFBP3/DDX21/TNN/FBXO5/SPP1/WNT11/COL1A1/FGFR2/SMAD6/TMT1A/BAMBI/MAP2K6/IL6R/ERFE/FOSL2/JUNB/SMAD1/SHH/SMO/IFITM1/SMOC1/TENT5A/EPHA2/PTHLH/CBFB/CCN4/TNC/IPO7/CITED1/NOCT/CLIC1/SEMA7A/RASSF2/SCUBE3/IARS1/RANBP3L/IFT80/FIGNL1/SNAI1/PTCH1/FBN2/ALPL/CREB3L1/BMP6/MYOC/LOX,57
BP,GO:0001508,action potential,38/2408,149/18888,1.7342938273546987e-5,6.49983164860761e-4,5.430227616346291e-4,ATP1A2/NDP/CACNA1G/GRIA1/CACNB4/CALM1/FGF13/GPR88/ATP1A1/KCND3/CXADR/ANK3/USP53/CNR1/KCNIP2/GPER1/DSG2/KCNJ11/SCN1B/NTRK2/GNA14/SCN5A/KCNJ2/SLC8A1/NRCAM/SCN1A/CLN3/CHRNB2/SCN4B/NOS1AP/KCNMB2/GPR35/KCNMB4/KCNA1/GRIK2/SCN8A/CACNA1I/AKAP6,38
BP,GO:0072078,nephron tubule morphogenesis,24/2408,77/18888,1.8482666231517796e-5,6.884222718578912e-4,5.751363780554823e-4,AGT/NOG/SOX8/KIF26B/NPNT/BMP2/MYC/WNT11/HS3ST3A1/GATA3/FGF1/LAMA5/SHH/SMO/HES5/TMEM59L/CITED1/PAX8/PTCH1/HOXB7/FMN1/TACSTD2/GDNF/WT1,24
BP,GO:0046697,decidualization,12/2408,25/18888,1.8673668214593168e-5,6.91269411085001e-4,5.775149956712088e-4,PTN/NDP/LIF/SPP1/GJB2/TCF23/STC2/JUNB/TPPP3/STC1/EPOR/VDR,12
BP,GO:0007405,neuroblast proliferation,25/2408,82/18888,1.9100648310595838e-5,7.027640969886297e-4,5.871181306767874e-4,ASCL1/NCAN/BCAN/AKNA/BTG2/PTN/WDR62/NUMBL/RACGAP1/FGF13/FGFR2/FOXG1/DRD2/DCT/SHH/SMO/ACSL6/NDE1/FZD9/ASPM/SKOR2/OTP/HIF1A/KCNA1/ACAN,25
BP,GO:0007565,female pregnancy,44/2408,183/18888,1.9599954997742023e-5,7.167644148871234e-4,5.988145740617962e-4,FOS/FOSL1/ITGA3/ITGB4/ITGA5/PTN/SLC2A1/NDP/ADM/LIF/SLC38A3/ERRFI1/SPP1/COL16A1/HMX3/TRO/GJB2/TCF23/CLDN4/STC2/TEAD4/CNR1/JUNB/NR2F2/MMP9/RGS2/TPPP3/STC1/SLC38A1/ABCC8/DSG2/PTHLH/PZP/EPOR/VDR/TGFB3/AGO2/FBLN1/ADCY7/TLE6/ADRA2A/EPO/CSMD1/IL1B,44
BP,GO:0036297,interstrand cross-link repair,16/2408,41/18888,2.0460757150075087e-5,7.437361966479101e-4,6.213479137077337e-4,NEIL3/FANCD2/RAD51/FANCI/XRCC3/RFWD3/RAD51AP1/FANCA/DCLRE1B/MCM8/HROB/FANCB/FAAP100/FANCM/FIRRM/POLN,16
BP,GO:0060707,trophoblast giant cell differentiation,8/2408,12/18888,2.119256535982164e-5,7.590986533674047e-4,6.341823440811718e-4,LIF/E2F7/PLK4/MDFI/NR2F2/E2F8/SOX15/SNAI1,8
BP,GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint,8/2408,12/18888,2.119256535982164e-5,7.590986533674047e-4,6.341823440811718e-4,MAD2L1/CDCA8/NDC80/AURKB/XRCC3/BIRC5/INCENP/GEN1,8
BP,GO:0030174,regulation of DNA-templated DNA replication initiation,9/2408,15/18888,2.1260800864947198e-5,7.590986533674047e-4,6.341823440811718e-4,MCM4/CDK2/MCM3/CDT1/MCM6/MCM2/MCM5/TICRR/GMNN,9
BP,GO:0033044,regulation of chromosome organization,55/2408,247/18888,2.1430038226778486e-5,7.606402980022434e-4,6.354702976349361e-4,PKIB/RMI2/TRIP13/CDK1/TOP2A/MAD2L1/HASPIN/CDK2/CDCA8/CCNB1/PLK1/ZWINT/BUB1/NUF2/CENPE/MYC/NCAPH/NCAPG/NDC80/TTK/FEN1/ESPL1/FBXO5/NEK2/CDC6/AURKB/SMC4/GNL3/DLGAP5/NCAPG2/DKC1/UBE2C/XRCC3/BIRC5/KNL1/CCT5/NCAPD2/SMARCE1/TACC3/BUB1B/CENPF/ACTL6A/INCENP/MAP3K20/ZWILCH/CDC20/SPDL1/NCAPD3/SPC24/SPC25/KNTC1/UCHL5/GEN1/GCH1/MAPK15,55
BP,GO:0031345,negative regulation of cell projection organization,47/2408,201/18888,2.2511577892896536e-5,7.943559123142556e-4,6.636377133215235e-4,GFAP/ITGA3/EFNA1/RGMA/SEMA5B/DRAXIN/ARF6/EPHA4/PRKCD/NTN1/SEMA6B/SPP1/NRP1/FGF13/PRAG1/PLXNB3/SEMA3A/ARHGAP4/EFNB3/APOE/STX1B/NGEF/SEMA6C/RTN4RL1/PAQR3/CRMP1/MT3/UBE3A/INPP5F/SPRY2/INPP5J/SEMA6D/CCP110/SEMA6A/FSTL4/SEMA7A/EPHA7/NEU4/SLIT2/CEP97/SPOCK1/CDH1/ZNF296/TNR/TACSTD2/GRIN2B/FAT3,47
BP,GO:0060135,maternal process involved in female pregnancy,20/2408,59/18888,2.312071341990846e-5,8.111068882309748e-4,6.776321699384433e-4,ITGA3/PTN/NDP/LIF/SPP1/HMX3/GJB2/TCF23/STC2/CNR1/JUNB/NR2F2/RGS2/TPPP3/STC1/DSG2/EPOR/VDR/ADCY7/CSMD1,20
BP,GO:0014033,neural crest cell differentiation,27/2408,93/18888,2.420212640952306e-5,8.441365939598969e-4,7.052265492863154e-4,SOX8/SEMA5B/KITLG/SEMA6B/NRP1/EDNRB/SEMA3A/EFNB1/SEMA6C/GSC/LAMA5/SHH/SMO/FRZB/CORO1C/SEMA6D/NOLC1/SEMA6A/SEMA7A/NRP2/NRTN/GBX2/RET/HIF1A/RADIL/GDNF/FOLR1,27
BP,GO:0090231,regulation of spindle checkpoint,11/2408,22/18888,2.5803855003070226e-5,8.948302361409526e-4,7.475781101615445e-4,MAD2L1/CDCA8/CCNB1/ZWINT/NDC80/AURKB/XRCC3/BIRC5/KNL1/INCENP/GEN1,11
BP,GO:0060560,developmental growth involved in morphogenesis,54/2408,243/18888,2.689591546766262e-5,9.27371165325007e-4,7.747641454113462e-4,CXCR4/KIF26B/SFRP2/L1CAM/RGMA/SEMA5B/AURKA/NLGN3/DRAXIN/DCLK1/S100B/RND2/TNN/NTN1/SEMA6B/SPP1/NRP1/WNT11/FGF13/FGFR2/CACNG7/SPRY1/SEMA3A/ARHGAP4/SLIT3/APOE/FGF1/CDH4/SEMA6C/POSTN/SHH/TSC22D4/TMEM108/CPNE5/MT3/SPRY2/CYFIP2/CRABP2/TNC/EFNA5/SEMA6D/SEMA6A/FSTL4/SEMA7A/NRP2/NRCAM/EPHA7/SLIT2/CDH1/IQGAP1/MACF1/TNR/FMN1/FLRT1,54
BP,GO:0032508,DNA duplex unwinding,24/2408,79/18888,2.9714184018024275e-5,0.0010184682857039909,8.508704394809086e-4,TOP2A/MCM4/CDC45/MCM3/DSCC1/GINS1/RAD51/MCM6/RFC3/MCM2/HMGA1/GINS4/MCM5/RFC5/BLM/GINS2/MCM8/RFC4/POLQ/DNA2/FANCM/RECQL5/BRIP1/ZGRF1,24
BP,GO:0051781,positive regulation of cell division,27/2408,94/18888,2.9875519815977193e-5,0.0010184682857039909,8.508704394809086e-4,LBH/PTN/KIF20B/CDCA8/CIT/PDGFA/RACGAP1/CDC6/AURKB/FGFR2/KIF23/BIRC5/DRD2/KIF14/FGF1/TGFA/SHH/THBS4/PDGFB/ECT2/INCENP/TGFB3/SVIL/PROK1/PKP4/FGF7/IL1B,27
BP,GO:0099505,regulation of presynaptic membrane potential,13/2408,30/18888,3.288756504227676e-5,0.0011148515026129099,9.313929567561407e-4,KCNC1/GRIA1/GRIK3/GRIA3/KCNJ9/KCNJ11/GRIK4/GRIN2D/SCN1A/KCNMB4/KCNA1/GRIK2/GRIN2B,13
BP,GO:1901978,positive regulation of cell cycle checkpoint,10/2408,19/18888,3.433814002679987e-5,0.0011575214353168179,9.67041179584502e-4,MAD2L1/CDCA8/NDC80/AURKB/XRCC3/BIRC5/KNL1/INCENP/MAP3K20/GEN1,10
BP,GO:0000724,double-strand break repair via homologous recombination,42/2408,176/18888,3.617796969850705e-5,0.0012102259594986451,0.0010110727142750749,RMI2/UHRF1/MCM4/CDC45/MCM3/RAD54L/RAD51/MCM6/FEN1/MCM2/XRCC2/BRCA2/GINS4/AUNIP/MCM5/XRCC3/RFWD3/RAD51AP1/BLM/TIMELESS/CHEK1/GINS2/AP5S1/MCM8/RBBP8/BRCA1/FANCB/MMS22L/ACTL6A/AP5Z1/CDC7/POLQ/POLL/NABP1/FANCM/RECQL5/RMI1/PARPBP/FIGNL1/GEN1/POLN/REC8,42
BP,GO:0050919,negative chemotaxis,17/2408,47/18888,3.630276742944229e-5,0.0012102259594986451,0.0010110727142750749,SEMA5B/DPP4/PDGFA/NTN1/SEMA6B/SEMA3A/SLIT3/SEMA6C/LGR6/EFNA5/SEMA6D/SEMA6A/SEMA7A/NRP2/EPHA7/SLIT2/ROBO2,17
BP,GO:0032392,DNA geometric change,25/2408,85/18888,3.7587512997342954e-5,0.001246170623219601,0.0010411023698338657,TOP2A/MCM4/CDC45/MCM3/DSCC1/GINS1/RAD51/MCM6/RFC3/MCM2/HMGA1/HMGB2/GINS4/MCM5/RFC5/BLM/GINS2/MCM8/RFC4/POLQ/DNA2/FANCM/RECQL5/BRIP1/ZGRF1,25
BP,GO:0002062,chondrocyte differentiation,31/2408,116/18888,3.809756208010309e-5,0.0012561786316466778,0.0010494634731182842,ECM1/SULF2/EFEMP1/SFRP2/HMGA2/WNT9A/BMP2/COL3A1/NPPC/LTBP3/CCN3/CHSY1/SOX6/PKDCC/FOSL2/MAF/ZNF219/CHADL/LOXL2/PTHLH/CCN4/SCX/IFT80/HIF1A/ADAMTS12/FGFR3/CREB3L2/CYTL1/FGF18/BMP6/COMP,31
BP,GO:0001764,neuron migration,43/2408,183/18888,4.354952688877147e-5,0.0014281404632980816,0.0011931274843840192,ASCL1/CXCR4/ITGA3/DCX/GPM6A/KIF20B/AXL/ADGRG1/DCLK1/WDR62/ARX/COL3A1/LHX6/GPR173/TNN/NTN1/NRP1/FGF13/MATN2/GATA3/SEMA3A/FOXG1/DRD2/NTNG2/NR2F2/DCDC2/FBXO45/NTRK2/SEMA6A/NDE1/NRP2/ASPM/NRCAM/DNER/SPOCK1/CCK/NTNG1/CHL1/DNAAF4/CDK5R2/IGSF10/FAT3/EVX1,43
BP,GO:1900046,regulation of hemostasis,22/2408,71/18888,4.500267992988041e-5,0.0014678171389021534,0.0012262750166952905,SERPINE1/PLAUR/ADAMTS18/EMILIN1/PROS1/PDGFA/EMILIN2/PRKCD/PLAU/APOE/SH2B3/PDGFB/F3/PLAT/TSPAN8/CEACAM1/UBASH3B/SERPINF2/F2RL1/HPSE/PROC/COMP,22
BP,GO:0031055,chromatin remodeling at centromere,7/2408,10/18888,4.57927061414728e-5,0.0014776106356023896,0.0012344569080299085,HJURP/CENPA/CENPN/CENPI/MIS18A/CENPW/OIP5,7
BP,GO:0034080,CENP-A containing chromatin assembly,7/2408,10/18888,4.57927061414728e-5,0.0014776106356023896,0.0012344569080299085,HJURP/CENPA/CENPN/CENPI/MIS18A/CENPW/OIP5,7
BP,GO:0048864,stem cell development,25/2408,86/18888,4.66446688352153e-5,0.0014903173484093065,0.0012450726203325313,SOX8/SEMA5B/KITLG/SEMA6B/NRP1/EDNRB/SEMA3A/EFNB1/SEMA6C/LAMA5/SHH/SMO/CORO1C/SEMA6D/NOLC1/SEMA6A/SEMA7A/NRP2/NRTN/GBX2/RET/HIF1A/RADIL/GDNF/FOLR1,25
BP,GO:1904029,regulation of cyclin-dependent protein kinase activity,24/2408,81/18888,4.6751268688546686e-5,0.0014903173484093065,0.0012450726203325313,CDKN3/TTBK1/CCNB1/PLK1/CCNB2/CCNF/CCNE2/CDC25A/CCNA2/CDC6/GADD45A/CCND1/BLM/CDKN1A/PKMYT1/NR2F2/CDC25C/HERC5/IPO7/MAPRE3/IPO5/CCNP/CDK5R2/INCA1,24
BP,GO:0051347,positive regulation of transferase activity,75/2408,376/18888,4.692746042389265e-5,0.0014903173484093065,0.0012450726203325313,AGT/MET/PKIB/EFNA1/TPX2/PLAAT4/HMGA2/AXL/AGAP2/MAP3K12/TTBK1/PLK1/ROR1/DSCC1/CHI3L1/CENPE/PDGFA/MYC/EPHA4/CD74/CLSPN/LRP8/PRKCD/CALM1/RFC3/TRIB3/NEK2/PDGFRB/AURKB/FGFR2/ARRDC3/DKC1/PCNA/UBE2C/CCND1/RFC5/APOE/IL6R/KIF14/CDKN1A/FGF1/CIMAP3/RFC4/CSF1R/TAOK3/SRCIN1/BORA/PDGFB/PRIM2/GPRC5B/ECT2/EPHA2/MT3/TPD52L1/CDC20/MAPRE3/CARD14/NTRK2/MAGEC2/PTK2B/RASSF2/HLA-DRB1/EEF1A2/PIH1D1/GHR/RET/UBE2S/ADRA2A/FGFR3/CEMIP/IQGAP1/FGF18/MAP3K5/IL1B/MAPK15,75
BP,GO:0021953,central nervous system neuron differentiation,42/2408,178/18888,4.7924819414804534e-5,0.0015140228290519925,0.0012648771572196138,ASCL1/BTG2/PRDM8/DCLK2/DRAXIN/EPHB1/DCLK1/ARX/EPHA4/HPRT1/NOVA2/LHX6/NRP1/FGFR2/EPHB3/OLIG2/FOXG1/FAIM2/TCTN1/DRD2/ARHGEF28/B4GALT6/CSF1R/ELAVL4/SHH/SMO/CEND1/HES5/FBXO45/SHANK3/SCN1B/NTRK2/NRP2/OPHN1/PTCH1/CHRNB2/SKOR2/SLIT2/SPOCK1/OTP/GBX2/DYNC2H1,42
BP,GO:0035640,exploration behavior,14/2408,35/18888,4.8535527851518566e-5,0.0015210626661530265,0.0012707585276776937,NOG/ITGA3/ATP1A2/ABTB3/NDP/ABAT/DPP4/APOE/GAD1/UBE3A/JPH3/NAGLU/CHL1/TNR,14
BP,GO:0007611,learning or memory,59/2408,278/18888,4.8651822102673865e-5,0.0015210626661530265,0.0012707585276776937,FOS/FOSL1/NOG/ITGA3/SLC1A1/ATP1A2/C1QL1/BTG2/ITGA5/NLGN3/PTN/MAP1A/ADCY1/TTBK1/SGK1/S100B/KCNK10/GRIA1/PPP1R1B/NRXN2/LDLR/FEN1/FGF13/GPR88/ADCY3/ITPR3/APOE/SERPINF1/DRD2/CNR1/MAPK8IP2/ABCA7/CALB1/ELAVL4/NDRG4/ABCC8/EN1/UBE3A/B3GAT1/SHANK3/NTRK2/JPH3/FZD9/SLC7A11/SLC12A5/CLN3/CHRNB2/PTCHD1/HIF1A/PRKCG/TMOD2/KCNK2/CSMD1/TANC1/TNR/DNAAF4/PRKAR2B/GRIN2B/ADGRF1,59
BP,GO:0006935,chemotaxis,89/2408,466/18888,5.303699162862438e-5,0.0016496144715830903,0.001378156011445915,FOSL1/CXCR4/MET/SERPINE1/CCL2/PLAUR/L1CAM/SEMA5B/PTN/NOD2/ENPP2/ACKR3/EPHB1/ANOS1/DPP4/PLP2/PDGFA/CD74/PTGDR2/NOVA2/PRKCD/NTN1/SEMA6B/NRP1/CCN3/PDGFRB/PLAU/HMGB2/PLXNB3/EDNRB/RIN3/SEMA3A/SLIT3/SCG2/CXADR/ITGA1/IL6R/STX3/FGF1/HSD3B7/ADGRE2/SEMA6C/LGR6/PLA2G6/CSF1R/CDH13/THBS4/PDGFB/F3/CH25H/CMTM5/EPHA2/ITGA9/MCU/PTPRJ/EFNA5/SEMA6D/HOXB9/CCL25/PTK2B/SEMA6A/SEMA7A/MSMP/VAV3/NRP2/IL17RC/EPHA7/CMTM7/SLIT2/PDE4B/ROBO2/SWAP70/CXCL8/ACKR2/LYN/FGF7/CMKLR1/S100A8/FGF18/C5AR1/RAC2/VCAM1/F2RL1/IL1B/GDNF/CXCL10/IL16/LOX/LSP1,89
