ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006310,DNA recombination,65/2408,339/18888,4.5673638353398697e-4,0.009279283967151775,0.0077522967951240964,RMI2/UHRF1/TRIP13/TOP2A/MCM4/EXO1/CDC45/MCM3/RAD54L/FANCD2/EME1/RAD51/KPNA2/MCM6/FEN1/MCM2/XRCC2/BRCA2/HMGB2/GINS4/PSMC3IP/AUNIP/MCM5/XRCC3/RFWD3/RAD51AP1/BLM/TIMELESS/ATAD5/CHEK1/GINS2/AP5S1/MCM8/HROB/RBBP8/BRCA1/FANCB/MMS22L/BARD1/ACTL6A/AP5Z1/CDC7/POLQ/POLL/NABP1/PAXIP1/FANCM/RECQL5/RMI1/PARPBP/NSD2/BRIP1/ZCWPW1/FIGNL1/MSH6/UCHL5/GEN1/PRKDC/ZGRF1/BCL6/SWAP70/C14orf39/STAT6/POLN/REC8,65
BP,GO:0034762,regulation of transmembrane transport,88/2408,489/18888,4.727010499529669e-4,0.009571403138980545,0.007996345207434682,ATP1B2/CCL2/ATP1A2/P2RX7/SLC7A5/PLP1/KCNC1/RGS4/NLGN3/KCNN4/CLIP3/SLC43A2/ACTN2/PDE4D/CACNB4/SHISA9/CALM1/KCNJ10/HK2/TRIB3/FGF13/ENPP1/CACNG7/HAP1/CNIH3/KCNG1/DRD2/ANK3/CNIH2/ERFE/MAPK8IP2/KCNIP2/SORBS1/SLC6A9/MMP9/RGS2/CACNG8/OPN3/KCNIP3/SLC38A1/GPER1/GRB10/KCNJ9/SHANK3/FXYD5/GSTM2/FGF21/KCNJ11/AZIN2/SCN1B/PTK2B/SCN5A/KCNAB1/KCNJ2/JPH3/SLC8A1/GRIN2D/CLIC2/JPH1/SCN4B/NOS1AP/SLN/GPR35/UBASH3B/PDE4B/APPL1/OCLN/ADRA2A/CEMIP/JPH2/LYN/ANTKMT/FXYD2/GAL/EPO/SLC25A27/GJC2/CASQ1/GRIN2B/FXYD7/PCSK9/IL1B/CXCL10/KCNJ16/STAC3/GRIN2C/AKAP6/KCNRG,88
BP,GO:0003333,amino acid transmembrane transport,26/2408,104/18888,4.870600977945092e-4,0.009796402100306894,0.008184318625747032,GFAP/SLC1A1/ATP1A2/SLC7A5/SLC25A18/RGS4/SLC43A2/SLC38A3/SLC1A5/KCNJ10/SLC38A11/SLC25A15/SLC6A9/RGS2/SLC38A1/SLC7A1/SLC38A7/SLC16A2/SLC16A10/SLC7A2/SLC7A11/CLN3/LRRC8B/PRAF2/SLC7A7/LRRC8C,26
BP,GO:0010469,regulation of signaling receptor activity,26/2408,104/18888,4.870600977945092e-4,0.009796402100306894,0.008184318625747032,NOG/SERPINE1/GPRC5A/CCL2/NLGN3/SHISA9/PRKCD/ERRFI1/NRP1/PLAU/CACNG7/CNIH3/CNIH2/MAPK8IP2/SLC6A9/CACNG8/SHANK3/RAMP3/PTK2B/BEGAIN/CBLB/HIF1A/ADRA2A/FCGR2B/LYNX1/PCSK9,26
BP,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,46/2408,221/18888,4.918716945081687e-4,0.009860311643396312,0.008237711295679734,ATP1B2/CCL2/ATP1A2/NLGN3/ACTN2/CACNB4/SHISA9/CALM1/FGF13/CACNG7/HAP1/CNIH3/KCNG1/DRD2/ANK3/CNIH2/MAPK8IP2/KCNIP2/SLC6A9/MMP9/CACNG8/SHANK3/FXYD5/GSTM2/SCN1B/PTK2B/KCNAB1/JPH3/CLIC2/JPH1/SCN4B/NOS1AP/SLN/GPR35/ADRA2A/JPH2/ANTKMT/FXYD2/GAL/EPO/CASQ1/FXYD7/PCSK9/STAC3/AKAP6/KCNRG,46
BP,GO:0032886,regulation of microtubule-based process,52/2408,258/18888,4.946682671054225e-4,0.009883537495742117,0.008257115131292675,APC2/MET/AURKA/TPX2/MAP1A/PHLDB1/SKA1/DIAPH3/CLIP3/PLK1/MAP6/WDR62/SKA3/CCNF/PLK4/MAP9/FGF13/HAUS6/SPAG5/HAP1/XRCC3/PDE4DIP/GPSM2/CCDC40/TACC3/BORA/KIF18A/BRCA1/STMN3/HAUS8/EFNA5/PHLDB2/MAPRE3/CENPJ/FAM107A/TPPP/STIL/CKAP2/CKAP5/PRKAA2/GEN1/CEP97/PKHD1/CALY/OCLN/MACF1/CFAP45/CHMP4A/TAC4/CFAP43/MAPK15/RSPH4A,52
BP,GO:0043954,cellular component maintenance,20/2408,72/18888,5.004365756760771e-4,0.009933007557991608,0.008298444462994228,ITGA3/C1QL1/ARF6/PLEKHA7/APOE/CSF1R/ITPKA/OPHN1/MTSS1/KIRREL1/PJVK/INAVA/APPL1/PICK1/FCGR2B/CLDN1/TANC1/GRIN2B/CBLN3/F2RL1,20
BP,GO:0061035,regulation of cartilage development,20/2408,72/18888,5.004365756760771e-4,0.009933007557991608,0.008298444462994228,NOG/EFEMP1/WNT9A/BMP2/LTBP3/WNT11/SOX6/PKDCC/SMAD1/MAF/ZNF219/CHADL/FRZB/LOXL2/PTHLH/CCN4/SCX/ADAMTS12/FGF18/BMP6,20
BP,GO:0045143,homologous chromosome segregation,19/2408,67/18888,5.165646496107863e-4,0.010186114691998318,0.008509900608827161,TRIP13/PLK1/ZWINT/FANCD2/CCNE2/ESPL1/PSMC3IP/KNL1/PTTG2/PTTG1/PTTG3P/BRIP1/NDC1/ZCWPW1/MAEL/C14orf39/FMN2/REC8/SYCP2,19
BP,GO:2000630,positive regulation of miRNA metabolic process,19/2408,67/18888,5.165646496107863e-4,0.010186114691998318,0.008509900608827161,AGT/FOS/FOSL1/ATOH8/BMP2/MYCN/MYC/SMAD6/NEAT1/GNL3/GATA3/MYB/SMAD1/PDGFB/KLF5/MALAT1/HIF1A/TEAD1/WT1,19
BP,GO:0060349,bone morphogenesis,25/2408,99/18888,5.273220799680604e-4,0.010364369480544873,0.008658822016002198,SFRP4/HAS2/CSGALNACT1/COL3A1/NPPC/LTBP3/COL1A1/FGFR2/CHSY1/FOSL2/DHRS3/STC1/INSIG1/TGFB3/SCX/TFAP2A/RAB23/IFT80/ALPL/GHR/FGFR3/FGF18/BMP6/CYP26B1/COMP,25
BP,GO:0071897,DNA biosynthetic process,41/2408,192/18888,5.652373621880736e-4,0.010949079614796768,0.00914731299395735,PKIB/DTL/TYMS/DSCC1/NPPC/MYC/CCNA2/RFC3/JADE2/NEK2/PDGFRB/AURKB/ING4/RRM1/DKC1/PCNA/POLH/RFC5/CDKN1A/POLD3/CCT5/CHEK1/RFC4/HROB/PDGFB/POLE2/CENPF/TK1/CERS1/POLQ/POLD1/POLL/PTK2B/LIN9/SPHK1/USP43/GCH1/KCNK2/POLN/LOX/MAPK15,41
BP,GO:0009128,purine nucleoside monophosphate catabolic process,6/2408,10/18888,5.661439906888616e-4,0.010949079614796768,0.00914731299395735,PNP/NT5E/HPRT1/ADA/AMPD3/XDH,6
BP,GO:0009169,purine ribonucleoside monophosphate catabolic process,6/2408,10/18888,5.661439906888616e-4,0.010949079614796768,0.00914731299395735,PNP/NT5E/HPRT1/ADA/AMPD3/XDH,6
BP,GO:0044837,actomyosin contractile ring organization,6/2408,10/18888,5.661439906888616e-4,0.010949079614796768,0.00914731299395735,IQGAP3/RACGAP1/ANLN/ECT2/IQGAP2/IQGAP1,6
BP,GO:0051307,meiotic chromosome separation,6/2408,10/18888,5.661439906888616e-4,0.010949079614796768,0.00914731299395735,ZWINT/NCAPH/TTK/ESPL1/KNL1/MAPK15,6
BP,GO:0051382,kinetochore assembly,8/2408,17/18888,5.750494624715004e-4,0.011015391925565186,0.009202713035174656,CENPA/CENPE/CENPH/DLGAP5/CENPK/CENPF/CENPW/KNTC1,8
BP,GO:0051782,negative regulation of cell division,8/2408,17/18888,5.750494624715004e-4,0.011015391925565186,0.009202713035174656,TXNIP/E2F7/MYC/AURKB/BLM/E2F8/ASPM/PTCH1,8
BP,GO:0055119,relaxation of cardiac muscle,8/2408,17/18888,5.750494624715004e-4,0.011015391925565186,0.009202713035174656,ATP1A2/PDE4D/ATP1A1/RGS2/GSTM2/KCNJ2/SLC8A1/PDE4B,8
BP,GO:0007266,Rho protein signal transduction,33/2408,145/18888,5.886680459457357e-4,0.011240579079862562,0.009390843677661985,ITGA3/MET/CDC42EP3/ADGRG1/COL3A1/PLXNB1/CTNNAL1/EPS8L2/RACGAP1/ABCA1/NTN1/NRP1/SCAI/LPAR4/PRAG1/STARD8/ARHGAP4/APOE/ARHGEF28/COL1A2/RHOJ/CDH13/OPHN1/GPR35/ARHGAP29/BCL6/F11R/LPAR2/ADRA2A/SYNPO2L/MYOC/EPS8L1/F2RL1,33
BP,GO:0098742,cell-cell adhesion via plasma-membrane adhesion molecules,55/2408,279/18888,6.090549500735367e-4,0.011557499848206676,0.009655612367297903,ITGA3/PECAM1/L1CAM/LRRC4B/ITGA5/PCDH19/LRRC4/CDH15/BMP2/TENM2/MYADM/CADM4/TRO/PLXNB3/PCDH17/CRB2/CLSTN3/CXADR/CLDN4/SLITRK3/NTNG2/CDHR2/CDH4/CDH13/PCDH18/PCDHB14/SLITRK1/DSG2/CRB1/FXYD5/EFNA5/NEXN/PCDHB10/PCDH9/CLDN11/PCDHGA1/CEACAM1/CDH22/IL1RAP/CADM1/ROBO2/CDH1/NTNG1/RET/PCDHGA2/PCDHGA3/PCDHB16/PCDHB13/CLDN1/PCDHGB1/SCARF1/MYPN/VCAM1/PCDHB12/FAT3,55
BP,GO:0007099,centriole replication,14/2408,43/18888,6.090959482482139e-4,0.011557499848206676,0.009655612367297903,CDK2/WDR62/PLK4/CEP152/BRCA1/CEP85/POC1B/CCDC57/CEP72/CCP110/CENPJ/RTTN/STIL/CEP44,14
BP,GO:0035023,regulation of Rho protein signal transduction,23/2408,89/18888,6.113528756281705e-4,0.011563960036176742,0.009661009474949045,ITGA3/MET/ADGRG1/COL3A1/PLXNB1/EPS8L2/ABCA1/NRP1/SCAI/LPAR4/PRAG1/STARD8/APOE/ARHGEF28/OPHN1/GPR35/BCL6/F11R/LPAR2/SYNPO2L/MYOC/EPS8L1/F2RL1,23
BP,GO:1902904,negative regulation of supramolecular fiber organization,37/2408,169/18888,6.267321697320265e-4,0.011817818475509523,0.0098730932922588,APC2/MET/TPX2/EMILIN1/DIAPH3/CLIP3/CRYAB/PRKCD/LDLR/MYADM/FGF13/SPTB/APOE/FHOD3/CHADL/HIP1R/SHANK3/RHPN1/TMOD4/TMOD1/PHLDB2/AVIL/SSH3/SVIL/ADD2/CARMIL1/CKAP2/KANK3/KANK4/SLIT2/PICK1/SWAP70/F11R/TMOD2/LMOD1/MYOC/TACSTD2,37
BP,GO:0035850,epithelial cell differentiation involved in kidney development,15/2408,48/18888,6.428557315364998e-4,0.012065055476161225,0.010079645286418384,CD34/LIF/EDNRB/GATA3/MMP9/SMO/PDGFB/FOXJ1/PAX8/MTSS1/PODXL/ACTA2/IQGAP1/GDNF/WT1,15
BP,GO:0051261,protein depolymerization,28/2408,117/18888,6.438428676373739e-4,0.012065055476161225,0.010079645286418384,APC2/TPX2/MAP1A/KIF2C/DIAPH3/NCKAP5/ACTN2/KIF18B/FGF13/SPTB/KIF18A/STMN3/CFL2/TMOD4/TMOD1/AVIL/SVIL/ADD2/CARMIL1/CKAP2/CKAP5/MICAL2/SLN/SWAP70/TMOD2/LMOD1/KIF19/F2RL1,28
BP,GO:0051965,positive regulation of synapse assembly,18/2408,63/18888,6.506814087663915e-4,0.012149924648260252,0.010150548495458777,LRRN3/LRRC4B/NLGN3/EPHB1/EPHB3/AGRN/CLSTN3/SLITRK3/THBS2/ADGRB1/SLITRK1/EFNA5/LRRTM2/NTRK2/LRRN1/LRRC24/IL1RAP/SLITRK4,18
BP,GO:0090183,regulation of kidney development,12/2408,34/18888,6.527161018025731e-4,0.012149924648260252,0.010150548495458777,AGT/NOG/SOX8/MYC/GATA3/SMO/PAX8/HOXB7/RET/TACSTD2/GDNF/WT1,12
BP,GO:0007389,pattern specification process,85/2408,474/18888,6.544125804913129e-4,0.012149924648260252,0.010150548495458777,ASCL1/APC2/NOG/DLL1/BTG2/ZIC1/SFRP2/AURKA/ADGRG1/LEFTY2/BMP2/IFT140/DLL3/CCDC103/MDFI/VANGL2/PLXNA2/OTX1/MEIS3/XRCC2/HEY2/NRP1/WNT11/FGFR2/SSBP3/SMAD6/HOXB8/SPRY1/CRB2/CHSY1/FOXG1/TCTN1/BHLHE41/EFNB1/CCDC40/SMAD1/FGF1/NR2F2/CIMAP3/GSC/LAMA5/SHH/SMO/STC1/PCSK6/HES5/FOXJ1/NDRG4/EN1/DOP1B/MFNG/PAX8/HOXB9/HES6/RTTN/IFT25/STIL/NRP2/CHRDL1/SNAI1/PTCH1/MICAL2/ENKUR/SHROOM3/HOXB7/ODAD4/ODAD3/RING1/DNAAF3/PRKDC/ROBO2/GBX2/VAX2/DNAI1/HOXD3/HIF1A/CFAP52/DNAAF4/HES7/CFAP45/CYP26B1/GDNF/DYNC2H1/WT1/FOLR1,85
BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,17/2408,58/18888,6.604354920085431e-4,0.01222413422938512,0.010212546242263199,CSPG4/TXNIP/PDGFA/NRP1/PDGFRB/PDGFRL/PDGFB/F3/HIP1R/NDRG4/ARID5B/PTPRJ/PLAT/CBLB/IQGAP1/APOD/LOX,17
BP,GO:0008361,regulation of cell size,40/2408,188/18888,7.064479360732553e-4,0.013014414069498926,0.010872778636643295,P2RX7/L1CAM/RGMA/SEMA5B/DRAXIN/KCNN4/IQGAP3/RND2/NTN1/SEMA6B/SPP1/NRP1/FGF13/MSN/SEMA3A/ARHGAP4/APOE/KCNMA1/CDH4/SEMA6C/MT3/CRABP2/SHANK3/EFNA5/SEMA6D/AKT3/SEMA6A/FSTL4/AQP1/SEMA7A/VAV3/SLC12A5/NRCAM/EPHA7/CLN3/CDH1/RET/MACF1/AQP4/TNR,40
BP,GO:0051258,protein polymerization,56/2408,287/18888,7.074457763996766e-4,0.013014414069498926,0.010872778636643295,MET/TPX2/CDC42EP3/DIAPH3/CLIP3/TTBK1/MZT1/KRT5/ARF6/PRKCD/MYADM/FBXO5/FGF13/HAUS6/SPTB/UBE2C/ARHGAP18/PDE4DIP/FHOD3/TPPP3/HIP1R/PAK3/HAUS8/CCDC57/CYFIP2/CYRIA/TUBG1/TMOD4/TMOD1/MAPRE3/AVIL/CENPJ/SSH3/PTK2B/FAM107A/SVIL/TPPP/NDE1/ELN/ADD2/CARMIL1/CKAP5/KIRREL1/KANK3/KANK4/SLIT2/TUBGCP3/CORO7/OCLN/UBE2S/TMOD2/LMOD1/CASQ1/FMN1/CHMP4A/PIK3R2,56
BP,GO:0048732,gland development,81/2408,449/18888,7.20663315341989e-4,0.01321727186861265,0.011042254414246633,ASCL1/NOG/MET/ID2/SULF2/LBH/SLC7A5/AURKA/PTN/TYMS/CCNB2/TG/BMP2/RPS6KA1/CEBPG/E2F7/ARF6/PDGFA/IQGAP3/CACNB4/HK2/NTN1/ERRFI1/NRP1/WNT11/BRCA2/ADA/FGFR2/XBP1/EPHB3/SLC29A1/MSN/GATA3/PCNA/TFCP2L1/CCND1/SERPINF1/DRD2/CDO1/CCDC40/FGF1/TGFA/CSF1R/LAMA5/E2F8/SHH/SMO/PCK2/FRZB/EPHA2/ARID5B/UBE3A/TNC/XDH/VDR/PAX8/TGFB3/NPC1/HOXB9/NAGLU/PTCH1/CEACAM1/INHBB/CADM1/OTP/CDH1/HOXD3/HIF1A/GATA6/RREB1/SERPINA5/FGF7/NTN4/STAT6/CSMD1/CLDN1/PLAG1/PCSK9/IRF6/WT1/ONECUT1,81
BP,GO:0014015,positive regulation of gliogenesis,20/2408,74/18888,7.346242868727116e-4,0.01336587021048417,0.011166399601906511,GFAP/CXCR4/ID2/SOX8/SLC7A5/ETV5/PTN/TTBK1/BMP2/LIF/NTN1/OLIG2/MYB/TNFRSF1B/SHH/LYN/GJC2/PLAG1/PRKCH/IL1B,20
BP,GO:1902475,L-alpha-amino acid transmembrane transport,20/2408,74/18888,7.346242868727116e-4,0.01336587021048417,0.011166399601906511,SLC1A1/ATP1A2/SLC7A5/SLC25A18/RGS4/SLC43A2/SLC38A3/SLC1A5/KCNJ10/SLC38A11/SLC25A15/SLC6A9/RGS2/SLC38A1/SLC7A1/SLC7A2/SLC7A11/CLN3/PRAF2/SLC7A7,20
BP,GO:0097106,postsynaptic density organization,13/2408,39/18888,7.357232678423552e-4,0.01336587021048417,0.011166399601906511,LRRC4B/LRRC4/ARF6/NRXN2/NPTX1/SLITRK3/TMEM108/SHANK3/LRRTM2/PTK2B/OPHN1/IL1RAP/C1QL2,13
BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,46/2408,225/18888,7.37625916488437e-4,0.01336587021048417,0.011166399601906511,AGT/CSPG4/GPRC5A/PECAM1/SFRP2/EFNA1/ITGA5/NOD2/ENPP2/EHD4/LIF/PDGFA/EPHA4/CD74/LRP8/PRKCD/KITLG/CADM4/ERRFI1/NRP1/IL11/IL6R/TGFA/SOCS3/CSF1R/SRCIN1/THBS4/PDGFB/GPRC5B/HES5/INPP5F/PTPRJ/EFNA5/PTK2B/SOCS1/EPHA7/TNFRSF14/GHR/TSLP/CBLB/FGFR3/LYN/FGF7/EPO/BMP6/HPX,46
BP,GO:0051146,striated muscle cell differentiation,60/2408,313/18888,7.439151235958813e-4,0.013439472622088465,0.011227890094234716,SDC1/DLL1/PGM5/RGS4/CDK1/BMP2/ACTN2/FHL2/KRT8/GDF15/MYH9/HEY2/CCN3/PDGFRB/DYRK1B/XBP1/ADAMTS15/SOX6/CXADR/BHLHE41/RGS2/FHOD3/SHH/MYBPC2/SMO/ADGRB1/KLHL41/CFL2/KLF5/LRRC27/RBM24/TMOD4/TMOD1/ADAM12/SLC8A1/NAGLU/DNER/MYH11/MYH7/MYH3/CSRP3/GATA6/TMOD2/HOPX/PLPP7/LMOD1/MYOZ2/SYNE1/LDB3/SYNPO2L/TANC1/CASQ1/TNNT3/MYPN/CYP26B1/CXCL10/WT1/ADAMTS5/STAC3/AKAP6,60
BP,GO:0030501,positive regulation of bone mineralization,14/2408,44/18888,7.897240245026064e-4,0.01422446198163799,0.011883702602805914,P2RX7/PTN/BMP2/GPM6B/PKDCC/ADGRV1/TENT5A/VDR/ATP2B1/TFAP2A/FZD9/SLC8A1/FBN2/BMP6,14
BP,GO:0045931,positive regulation of mitotic cell cycle,30/2408,130/18888,8.026580134121989e-4,0.014414400157527405,0.01204238479395683,RRM2/DTL/AURKA/CDK1/CCNB1/CCNE2/CDC25A/CDCA5/ESPL1/FBXO5/BRCA2/CDC6/RRM1/DLGAP5/UBE2C/CCND1/HSPA2/DYNLT3/CDC25C/CCDC57/CDC7/CDC20/CENPJ/STIL/SPHK1/MBLAC1/ASNS/EIF4EBP1/LSM11/UBE2E2,30
BP,GO:0035249,"synaptic transmission, glutamatergic",27/2408,113/18888,8.176015505696768e-4,0.014523536066922424,0.01213356143685632,CCL2/ATP1A2/NLGN3/ABTB3/GRIA1/GRIK3/CACNB4/CACNG7/CLSTN3/DRD2/CNR1/MAPK8IP2/CACNG8/ABCC8/GRIA3/SHANK3/PTK2B/GRIK4/OPHN1/GRIN2D/CLN3/GRIK2/DGKI/TNR/GRIA2/GRIN2B/GRIN2C,27
BP,GO:0031297,replication fork processing,15/2408,49/18888,8.186113254721507e-4,0.014523536066922424,0.01213356143685632,EME1/RAD51/BRCA2/PCNA/RFWD3/BLM/RBBP8/BRCA1/MMS22L/BARD1/POLQ/DNA2/FANCM/GEN1/TRAIP,15
BP,GO:2001259,positive regulation of cation channel activity,15/2408,49/18888,8.186113254721507e-4,0.014523536066922424,0.01213356143685632,ACTN2/CALM1/FGF13/HAP1/ANK3/KCNIP2/GSTM2/SCN1B/NOS1AP/JPH2/ANTKMT/GAL/CASQ1/STAC3/AKAP6,15
BP,GO:0007100,mitotic centrosome separation,7/2408,14/18888,8.207699368280654e-4,0.014523536066922424,0.01213356143685632,AURKA/MAP9/NEK2/KIF11/CHEK1/CEP85/NDE1,7
BP,GO:0009158,ribonucleoside monophosphate catabolic process,7/2408,14/18888,8.207699368280654e-4,0.014523536066922424,0.01213356143685632,PNP/NT5E/HPRT1/ADA/UPP1/AMPD3/XDH,7
BP,GO:0030168,platelet activation,31/2408,136/18888,8.25747950584004e-4,0.01456889805211661,0.012171458711439813,ADAMTS18/EMILIN1/AXL/COL3A1/PDGFA/EMILIN2/MYH9/ENTPD1/PRKCD/APOE/ADAMTS13/METAP1/SH2B3/PDGFB/ENTPD2/P2RY1/CLIC1/DGKB/VAV3/SLC7A11/CEACAM1/UBASH3B/DGKH/DGKG/SVEP1/F11R/ADRA2A/LYN/DGKI/MMRN1/COMP,31
BP,GO:0044782,cilium organization,75/2408,412/18888,8.55781608930268e-4,0.01505477034485492,0.01257737647741922,KCNF1/DCX/AURKA/EHD4/IFT140/PLK4/CCDC103/ABLIM3/VANGL2/RFX4/KCNJ10/CFAP44/STK36/HAP1/DNMBP/SPACA9/TCTN1/CCDC40/POC1A/SEPTIN6/CIMAP3/ODF2/CEP20/LAMA5/ARMC9/TMEM80/DCDC2/FOXJ1/POC1B/CCDC57/ABLIM1/CFAP70/AVIL/CCP110/CEP128/CENPJ/RAB23/RTTN/TEKT2/IFT25/DNAI4/IFT80/SSX2IP/KIAA0586/TTC12/ARMC12/CROCC/TMEM17/BBOF1/CEP97/ODAD4/ODAD3/PKHD1/DNAAF3/CEP162/DNAI1/PTPDC1/RAB17/TTC21A/DNAH1/CFAP184/DNAAF8/ALPK1/CC2D2B/CFAP221/DNAAF4/KIF19/LCA5L/CFAP46/DYNC2H1/ONECUT1/ZMYND10/CFAP43/MAPK15/RSPH4A,75
BP,GO:0030308,negative regulation of cell growth,40/2408,190/18888,8.775666383763322e-4,0.01537669876476561,0.012846328765846605,SFRP2/RGMA/SEMA5B/RGS4/DRAXIN/TSPYL2/CRYAB/NTN1/SEMA6B/SPP1/NRP1/CCN3/WNT11/FGF13/PRDM11/ENPP1/SEMA3A/ARHGAP4/SLIT3/CDKN1A/CDHR2/SEMA6C/RGS2/GNG4/BRCA1/FRZB/MT3/PTPRJ/SEMA6D/SEMA6A/FSTL4/SEMA7A/CRLF3/EPHA7/DNAJB2/SLIT2/BCL6/CDH1/TNR/WT1,40
BP,GO:0034110,regulation of homotypic cell-cell adhesion,12/2408,35/18888,8.791781693477188e-4,0.01537669876476561,0.012846328765846605,PLAUR/ADAMTS18/EMILIN1/EMILIN2/PRKCD/ANK3/SH2B3/CEACAM1/UBASH3B/F11R/LYN/MMRN1,12
BP,GO:0072111,cell proliferation involved in kidney development,9/2408,22/18888,9.130849547556759e-4,0.015923568257213146,0.01330320610990244,BMP2/MYC/PDGFRB/GATA3/IL6R/SHH/PDGFB/PTCH1/WT1,9
BP,GO:0010544,negative regulation of platelet activation,8/2408,18/18888,9.198985593715949e-4,0.0159501951357707,0.013325451303177763,ADAMTS18/PDGFA/PRKCD/APOE/SH2B3/PDGFB/CEACAM1/UBASH3B,8
BP,GO:1901970,positive regulation of mitotic sister chromatid separation,8/2408,18/18888,9.198985593715949e-4,0.0159501951357707,0.013325451303177763,CDCA8/ESPL1/AURKB/DLGAP5/UBE2C/BIRC5/INCENP/CDC20,8
BP,GO:0042326,negative regulation of phosphorylation,60/2408,316/18888,9.501402547659418e-4,0.016427353287271327,0.013724088915922472,AGT/GPRC5A/DUSP6/SFRP2/PKIB/SPRY4/PBK/PLK1/BMP2/MAPK8IP1/PDE4D/IGFBP3/PRKCD/CALM1/MYADM/CADM4/TRIB3/ERRFI1/GADD45A/ENPP1/SPRY1/APOE/DRD2/NIBAN1/CDKN1A/NR2F2/SOCS3/RGS2/TRIB1/SRCIN1/SMO/PAQR3/CEP85/INPP5F/SPRY2/GRB10/CORO1C/INPP5J/PTPRJ/XDH/IPO7/CD109/IPO5/FBLN1/SOCS1/RASSF2/SLC8A1/KIRREL1/CEACAM1/SLIT2/UBASH3B/CADM1/PRKDC/OCLN/CBLB/LYN/PPM1E/PRKAR2B/IL1B/INCA1,60
BP,GO:0070286,axonemal dynein complex assembly,13/2408,40/18888,9.641808164355479e-4,0.01657511979023389,0.013847539151026657,CCDC103/CCDC40/TEKT2/DNAI4/TTC12/ODAD4/ODAD3/DNAAF3/DNAI1/DNAH1/DNAAF8/DNAAF4/ZMYND10,13
BP,GO:0071459,"protein localization to chromosome, centromeric region",13/2408,40/18888,9.641808164355479e-4,0.01657511979023389,0.013847539151026657,CDK1/HASPIN/CENPA/TTK/AURKB/KNL1/BUB1B/ZWILCH/SPDL1/H4C8/KNTC1/H2AC8/H4C9,13
BP,GO:0090303,positive regulation of wound healing,18/2408,65/18888,9.751687418480291e-4,0.016669031694932033,0.013925997032086511,CXCR4/SERPINE1/EMILIN1/MYLK/EMILIN2/XBP1/PLAU/CLDN4/F3/CCN4/PLAT/OCLN/ADRA2A/RREB1/CLDN1/SERPINF2/DUOX2/HPSE,18
BP,GO:1905330,regulation of morphogenesis of an epithelium,18/2408,65/18888,9.751687418480291e-4,0.016669031694932033,0.013925997032086511,AGT/NOG/SOX8/LIF/PDGFA/GATA3/FGF1/SHH/SMO/PAX8/HOXB7/LBX2/ADAMTS12/FGF7/NTN4/TACSTD2/GDNF/CXCL10,18
BP,GO:0099084,postsynaptic specialization organization,14/2408,45/18888,0.001013528643741258,0.01727579614783828,0.014432913098057939,LRRC4B/LRRC4/ARF6/NRXN2/NPTX1/SLITRK3/NTNG2/TMEM108/SHANK3/LRRTM2/PTK2B/OPHN1/IL1RAP/C1QL2,14
BP,GO:0085029,extracellular matrix assembly,16/2408,55/18888,0.0010300564170923508,0.01750805752319787,0.014626953836783595,AGT/MFAP4/THSD4/FBLN5/HAS2/EMILIN1/PHLDB1/COL3A1/GPM6B/COL1A2/PHLDB2/EFEMP2/ELN/MYH11/NTN4/LOX,16
BP,GO:0003338,metanephros morphogenesis,11/2408,31/18888,0.0010351046709454973,0.01754444265304812,0.014657351475925447,SOX8/KIF26B/LIF/CALB1/SMO/HES5/FOXJ1/PAX8/FMN1/GDNF/WT1,11
BP,GO:0042692,muscle cell differentiation,77/2408,428/18888,0.001040940100339382,0.01759392875475583,0.014698694207652368,ID2/SDC1/DLL1/PGM5/RGS4/CDK1/NPNT/BMP2/ADM/ACTN2/FHL2/KRT8/GDF15/CACNB4/MYH9/HEY2/CCN3/PDGFRB/DYRK1B/FGFR2/XBP1/EDNRB/ACTN1/TCF23/ADAMTS15/SOX6/CXADR/BHLHE41/SMAD1/NID1/RGS2/FHOD3/SHH/MYBPC2/SMO/PDGFB/ADGRB1/KLHL41/GPER1/CFL2/KLF5/LRRC27/RBM24/TMOD4/TMOD1/ADAM12/EFEMP2/SLC8A1/NAGLU/DNER/MYH11/MYH7/LBX2/MYH3/LAMC1/CSRP3/GATA6/TMOD2/HOPX/PLPP7/LMOD1/MYOZ2/SYNE1/LDB3/SYNPO2L/TANC1/CASQ1/TNNT3/MYPN/CYP26B1/CXCL10/WT1/ADAMTS5/LOX/STAC3/COMP/AKAP6,77
BP,GO:0055001,muscle cell development,42/2408,204/18888,0.0010578895989787006,0.017830463240886812,0.014896304879473677,SDC1/PGM5/RGS4/CDK1/ADM/ACTN2/FHL2/KRT8/CACNB4/HEY2/PDGFRB/ACTN1/CXADR/RGS2/FHOD3/MYBPC2/SMO/KLHL41/CFL2/LRRC27/TMOD4/TMOD1/EFEMP2/SLC8A1/NAGLU/DNER/MYH11/MYH7/MYH3/CSRP3/TMOD2/LMOD1/MYOZ2/LDB3/SYNPO2L/CASQ1/TNNT3/MYPN/LOX/STAC3/COMP/AKAP6,42
