ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0007093,mitotic cell cycle checkpoint signaling,50/2310,137/18805,0.36496350364963503,2.9710557082819857,8.664933573930764,2.5592592695827086e-13,1.1555674294256511e-10,9.49764822035315e-11,CDK1/ORC1/MAD2L1/CDK2/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/DTL/EME1/SKA1/CDCA8/FANCD2/NDC80/XRCC3/STK33/SKA3/TICRR/BUB1/TAOK3/TTK/CLSPN/CCND1/CDC6/BLM/RFWD3/AURKB/CDKN1A/BIRC5/RBBP8/RPS27L/CHEK1/MAP3K20/KNL1/BRCA1/NABP1/BARD1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/MDC1/KNTC1/GEN1,50
BP,GO:0051983,regulation of chromosome segregation,50/2310,137/18805,0.36496350364963503,2.9710557082819857,8.664933573930764,2.5592592695827086e-13,1.1555674294256511e-10,9.49764822035315e-11,CDK1/MAD2L1/RMI2/ZWINT/KIF2C/CCNB1/HASPIN/NUF2/PLK1/TRIP13/CENPE/SKA1/CDCA8/ESPL1/SMC4/NDC80/CDCA2/XRCC3/NCAPH/SKA3/BUB1/NCAPD2/TTK/NCAPG/FBXO5/CDC6/SMARCE1/AURKB/MKI67/BIRC5/DLGAP5/UBE2C/NCAPG2/RAD18/ACTL6A/MAP3K20/TACC3/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/NCAPD3/SPDL1/SPC24/HECW2/KNTC1/GEN1,50
BP,GO:0033046,negative regulation of sister chromatid segregation,28/2310,51/18805,0.5490196078431373,4.469399881164588,9.284263177756337,3.0748509680376546e-13,1.1555674294256511e-10,9.49764822035315e-11,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,28/2310,51/18805,0.5490196078431373,4.469399881164588,9.284263177756337,3.0748509680376546e-13,1.1555674294256511e-10,9.49764822035315e-11,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,28/2310,51/18805,0.5490196078431373,4.469399881164588,9.284263177756337,3.0748509680376546e-13,1.1555674294256511e-10,9.49764822035315e-11,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,28/2310,51/18805,0.5490196078431373,4.469399881164588,9.284263177756337,3.0748509680376546e-13,1.1555674294256511e-10,9.49764822035315e-11,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:0051783,regulation of nuclear division,52/2310,147/18805,0.35374149659863946,2.879700798068145,8.561893079414697,3.59747262138091e-13,1.272447227786083e-10,1.0458287280113543e-10,AURKA/KIF20B/MAD2L1/PDGFRB/RCC1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/ESPL1/LIF/NDC80/CDCA2/XRCC3/GPR3/NEK2/SKA3/BUB1/TTK/RAD51AP1/FBXO5/BORA/AURKB/PDGFB/MKI67/BIRC5/DLGAP5/UBE2C/TGFA/CHEK1/CDC25C/KNL1/PKMYT1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/FBXO43/INCENP/SPDL1/SPC24/CCDC8/SPHK1/IL1B/KNTC1/GEN1/EPGN,52
BP,GO:0010965,regulation of mitotic sister chromatid separation,31/2310,62/18805,0.5,4.07034632034632,9.061886284066626,4.768240221584794e-13,1.5928571362438534e-10,1.3091747275052986e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/ESPL1/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/DLGAP5/UBE2C/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,31
BP,GO:0000075,cell cycle checkpoint signaling,60/2310,186/18805,0.3225806451612903,2.6260298840944003,8.339917805494022,5.972736678078748e-13,1.8902139813309217e-10,1.553573335378378e-10,CDK1/ORC1/MAD2L1/CDK2/CDC45/ZWINT/CCNB1/HASPIN/NUF2/PLK1/RAD51/TRIP13/DTL/EME1/SKA1/CDCA8/FANCD2/TIMELESS/NDC80/XRCC3/STK33/SKA3/TICRR/BUB1/WDR76/E2F1/CDT1/TAOK3/TTK/CLSPN/CCND1/CDC6/BLM/RFWD3/AURKB/BRCA2/CDKN1A/BIRC5/RBBP8/RPS27L/CHEK1/MAP3K20/KNL1/BRCA1/NABP1/BARD1/CENPF/ZWILCH/FBXO6/BUB1B/SPC25/CDC20/INCENP/DNA2/SPDL1/SPC24/MDC1/BRIP1/KNTC1/GEN1,60
BP,GO:0007094,mitotic spindle assembly checkpoint signaling,27/2310,49/18805,0.5510204081632653,4.485687781606148,9.142634610453673,7.255385018683682e-13,1.983028641697499e-10,1.6298580221397073e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,27
BP,GO:0071173,spindle assembly checkpoint signaling,27/2310,49/18805,0.5510204081632653,4.485687781606148,9.142634610453673,7.255385018683682e-13,1.983028641697499e-10,1.6298580221397073e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,27
BP,GO:0071174,mitotic spindle checkpoint signaling,27/2310,49/18805,0.5510204081632653,4.485687781606148,9.142634610453673,7.255385018683682e-13,1.983028641697499e-10,1.6298580221397073e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,27
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,28/2310,53/18805,0.5283018867924528,4.300743281875357,9.004940279044272,1.1012178985967941e-12,2.759009676776051e-10,2.2676394885578719e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:1905819,negative regulation of chromosome separation,28/2310,53/18805,0.5283018867924528,4.300743281875357,9.004940279044272,1.1012178985967941e-12,2.759009676776051e-10,2.2676394885578719e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:0031577,spindle checkpoint signaling,27/2310,50/18805,0.54,4.395974025974026,8.997995654308946,1.3928965193758436e-12,3.350194708402779e-10,2.7535364877766674e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,27
BP,GO:0051985,negative regulation of chromosome segregation,28/2310,54/18805,0.5185185185185185,4.221099887766554,8.870412310131336,2.019606313966055e-12,4.67072798687611e-10,3.838887305291752e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,28
BP,GO:0051306,mitotic sister chromatid separation,31/2310,65/18805,0.47692307692307695,3.882484182484183,8.711516611851494,2.3943375923716817e-12,5.141839979618186e-10,4.2260958632274603e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/ESPL1/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/DLGAP5/UBE2C/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,31
BP,GO:0051784,negative regulation of nuclear division,31/2310,65/18805,0.47692307692307695,3.882484182484183,8.711516611851494,2.3943375923716817e-12,5.141839979618186e-10,4.2260958632274603e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/LIF/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/CHEK1/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/FBXO43/INCENP/SPDL1/SPC24/KNTC1/GEN1,31
BP,GO:0033047,regulation of mitotic sister chromatid segregation,29/2310,58/18805,0.5,4.07034632034632,8.76375893553571,2.6967828968672245e-12,5.591639847883662e-10,4.595787913173001e-10,CDK1/MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,29
BP,GO:0045839,negative regulation of mitotic nuclear division,29/2310,59/18805,0.4915254237288136,4.001357399662484,8.640609231095976,4.682925504997855e-12,9.386143687184035e-10,7.714503595075412e-10,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/SKA1/CDCA8/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/AURKB/BIRC5/CHEK1/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/KNTC1/GEN1,29
BP,GO:0006261,DNA-templated DNA replication,53/2310,162/18805,0.3271604938271605,2.6633130244241356,7.9566187154832875,7.167042001161904e-12,1.390174953322146e-9,1.142589548232772e-9,MCM3/ORC1/CDK2/MCM4/CDC45/ORC6/RAD51/EME1/GINS1/EXO1/MCM6/MCM2/TIMELESS/RRM1/FEN1/TICRR/CCNE2/PCNA/RFC3/CDT1/PRIM2/POLD3/DBF4/RFC4/MCM8/E2F7/FBXO5/CDC6/BLM/MCM5/RFWD3/BRCA2/RFC5/RBBP8/POLE2/WDHD1/MCM10/GMNN/PRIM1/ATAD5/NOC3L/BRCA1/POLD1/E2F8/MMS22L/BARD1/CDC7/TK1/RECQL5/DNA2/POLQ/FANCM/GEN1,53
BP,GO:0006260,DNA replication,76/2310,280/18805,0.2714285714285714,2.209616573902288,7.631371352666908,1.0362489995985636e-11,1.947176635808176e-9,1.6003911358931763e-9,MCM3/CDK1/ID3/ORC1/CDK2/MCM4/TSPYL2/CHAF1B/RMI2/CDC45/ORC6/RAD51/DTL/DSCC1/EME1/GINS1/EXO1/MCM6/MCM2/TIMELESS/POLH/RRM1/CHAF1A/FEN1/CDC25A/JADE2/TICRR/CCNE2/PCNA/RFC3/ESCO2/CDT1/PRIM2/FAM111B/POLD3/DBF4/CCNA2/WEE1/RFC4/MCM8/E2F7/FBXO5/CDC6/BLM/MCM5/RFWD3/BRCA2/CDKN1A/RFC5/RBBP8/POLE2/WDHD1/MCM10/GMNN/CHEK1/PRIM1/ACTL6A/ATAD5/NOC3L/BRCA1/POLL/POLD1/E2F8/MMS22L/BARD1/CDC7/TK1/ADRA2A/RECQL5/DNA2/POLQ/FANCM/RMI1/UCHL5/USP37/GEN1,76
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,38/2310,97/18805,0.3917525773195876,3.189137323157942,8.08909886151736,1.547056795701231e-11,2.8189250038034856e-9,2.316884100739164e-9,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/CENPE/SKA1/CDCA8/ESPL1/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/CDC6/SMARCE1/AURKB/BIRC5/DLGAP5/UBE2C/ACTL6A/MAP3K20/TACC3/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/HECW2/KNTC1/GEN1,38
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,37/2310,93/18805,0.3978494623655914,3.2387701903830934,8.099269248644259,1.662836778241192e-11,2.9407757492836138e-9,2.4170336451524443e-9,MAD2L1/ZWINT/CCNB1/HASPIN/NUF2/PLK1/TRIP13/CENPE/SKA1/CDCA8/ESPL1/NDC80/XRCC3/SKA3/BUB1/TTK/FBXO5/CDC6/SMARCE1/AURKB/BIRC5/DLGAP5/UBE2C/ACTL6A/MAP3K20/KNL1/CENPF/ZWILCH/BUB1B/SPC25/CDC20/INCENP/SPDL1/SPC24/HECW2/KNTC1/GEN1,37
BP,GO:0030900,forebrain development,99/2310,413/18805,0.2397094430992736,1.9514008993427878,7.316090272886842,2.566504671204183e-11,4.409255025128787e-9,3.6239817838507183e-9,ASCL1/ATP1B2/CXCR4/FOS/ID2/AKNA/BTG2/ZIC1/NOG/SLC2A1/DCLK2/ATP1A2/ADGRG1/DRAXIN/BCAN/KCNC1/AXL/WDR62/OTX1/LHX6/OLIG2/RRM1/PRDM8/HPRT1/NUMBL/DRD2/COL3A1/ARX/BMP2/TCTN1/E2F1/FOXG1/GRIA1/NR2F2/DCLK1/CSF1R/FGF13/POU3F1/HAP1/RFX4/SHANK3/EPHB3/SHH/ELAVL4/LRP8/SEMA6B/PIANP/HES5/TMEM108/RTN4RL1/GSC/POU3F3/FGFR2/DCT/NRP1/SEMA7A/NOTCH2NLA/SEMA3A/SMO/AQP1/KIF14/TACC3/SCN5A/INHBB/GBX2/CORO1C/NOTCH2NLC/PTCHD1/ROBO2/SSTR2/FUT1/CDH1/FBXO45/ARHGAP11B/APLP1/MFSD2A/SLIT2/TACC1/NDE1/KCNA1/CHRNB2/NTRK2/PCDH9/VAX2/OTP/STIL/CCDC141/SLC7A11/NRP2/CRH/NKX2-1/OPHN1/UCHL5/GATA2/SCN2A/KIF26A/ASPM/TNR/HTR6,99
